name,location,country,address,plz,uci,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total,type,source,year,group,main_address
GECOR Foundation,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,0.0,2700.0,0.0,0.0,0.0,0.0,2700.0,hco,actelion,2015,48,
GECOR Foundation,Genève,CH,"c/o HUG, Rue Gabrielle-Perret-Gentil 4",1211,,0.0,500.0,0.0,0.0,0.0,0.0,500.0,hco,orion,2015,48,
GECOR Foundation,Genève,CH,"c/o HUG, Rue Gabrielle-Perret-Gentil 4",1211,,2500.0,,,,,2500.0,5000.0,hco,orion,2016,48,
"GECOR, Fondation pour la recherche de la cardiologie universitaire de Genève",Genève,CH,Rue Gabrielle-Perrel-Gentil 4,,,,3500.0,,,,,3500.0,hco,menarini,2017,48,
Gehirn- und Traumastiftung Graubünden/Sch weiz,Chur,CH,Poststrasse 22,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,eli,2015,892,
Gehirn- und Traumastiftung Graubünden/Schweiz,Chur,CH,Poststrasse 22,,,,2000.0,,,,,2000.0,hco,eli,2016,892,1.0
Gemeindepsychialris ches Zentrum Bülach - GEZ,Bülach,CH,Gartematt 6,,,0.0,0.0,368.5,558.06,0.0,0.0,926.56,hco,takeda,2015,1584,1.0
"Gemeinsame Jahrestagung Schweizerische Gesellschaft für Kardiologie (SGK), Schweizerische Gesellschaft für Herz- und thorakale Gefässchirurgie (SGHC), Schweizerische Gesellschaft für Pneumologie (SGP)",Basel,CH,Peter Merian-Strasse 80,4002,,,26600.0,,,,,26600.0,hco,orion,2017,348,
Gemeinschaftspra xis,Chur,CH,Gürtelstrasse 62,,,,1000.0,,,,,1000.0,hco,ucb,2017,1585,1.0
Gemeinschaftspraxis,Oberriet SG,CH,Ballengasse 9,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,almirall,2015,1586,1.0
Gemeinschaftspraxis  Pape,Baden,CH,Bahnholstrasse 40,,,0.0,0.0,434.0,1541.0,0.0,0.0,1975.0,hco,daiichi,2015,1587,1.0
Gemeinschaftspraxis Lucas,Zuerich,CH,Wehnthalerstrasse 536,,,,,,,500.0,,500.0,hco,celgene,2017,1588,1.0
Gemeinschaftspraxis magendarm BE-FR,Bern,CH,Bremgartenstrasse 119,,,0.0,1800.0,0.0,0.0,0.0,0.0,1800.0,hco,vifor,2015,893,
Gemeinschaftspraxis Magendarm Bern-Fribourg,Bern,CH,Bremgartenstrasse 119,,,,1800.0,,,,,1800.0,hco,vifor,2016,893,1.0
Gemeinschaftspraxis Stegstrasse,Pfäffikon SZ,CH,Stegstrasse 33,,,,1000.0,,,,,1000.0,hco,daiichi,2016,1589,1.0
Gemeinschaftspraxis Vitasphfcre AG Gesundheitszentrum,Bützberg,CH,Bernstrasse 37,,,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0,hco,novartis,2017,1590,1.0
Gemeinschaftspraxis Züri-Nord,Zürich,CH,Schulstrasse 37,,,0.0,0.0,0.0,0.0,220.0,0.0,220.0,hco,janssen,2017,1591,1.0
Generalsekretariat Schweizerische Akedemie der Pharmazeutischen Wissenschaften,Bern,CH,Matterstrasse 5,,,,2000.0,,,,,2000.0,hco,csl,2017,365,1.0
Geneva University Hospital,Genève,CH,Rue-Gabrielle-Perret-Gentil 4 Case postale,,,0.0,15816.0,0.0,0.0,0.0,0.0,15816.0,hco,lundbeck,2015,1592,1.0
Genolier - Swiss Medical Network,Genolier,CH,Rte du Muids 3,,,,2000.0,,,,,2000.0,hco,merck,2016,1593,1.0
Genève Hôpitaux universit. de Gèneve,Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,,,,1356.75,,,1356.75,hco,baxalta,2016,4,
"Genève, Hôpitaux universit. de Genève Pathology",Genève,CH,Hôpital cantonal universitaire,1211,,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,hco,roche,2015,1594,1.0
Geriatrische Klinik St Gallen AG,St. Gallen,CH,Rorschacher Strasse 94,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,novartis,2015,629,
Geriatrische Klinik St Gallen AG,St. Gallen,CH,Rorschacher Strasse 94,,,0.0,4000.0,0.0,0.0,0.0,0.0,4000.0,hco,menarini,2015,629,
Geriatrische Klinik St. Gallen AG,St. Gallen,CH,Geriatrische Klinik St. Gallen AG Rorschacher Strasse 94,,,,,,,500.0,,500.0,hco,msd,2016,629,1.0
Ges. für Neurologie und Neurochirurgie Regio Basilensis c/o   Irene Barone,Basel,CH,Hirschgässlein 21,,,0.0,1450.0,0.0,0.0,0.0,0.0,1450.0,hco,merck,2015,1595,1.0
Ges. für Neurologie und Neurochirurgie Regio Basilensis c/o   Matthias Stallmach,Münchenstein,CH,Emil Frey-Str. 85,,,,1450.0,,,,,1450.0,hco,merck,2017,1596,1.0
Ges. phys./Rehab./Rheumatol.,Kreuzlingen,CH,"Hauptstrasse 38/40, Kreuzlingen",,,0.0,900.0,0.0,0.0,0.0,0.0,900.0,hco,janssen,2015,894,
Ges. phys./Rehab./Rheumatol.,Kreuzlingen,CH,Hauptstrasse 38/40,,,0.0,900.0,0.0,0.0,0.0,0.0,900.0,hco,janssen,2016,894,1.0
Geschäftsstelle beodocs,Interlaken,CH,Rugenparkstrasse 7,,,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,hco,bayer,2015,226,
Geschäftsstelle Kollegium für Hausarztmedizin,Steinhausen,CH,Sennweidstrasse 46,,,,16200.0,,,,,16200.0,hco,lundbeck,2017,228,
Geschäftsstelle Kollegium für Hausarztmedizin,Steinhausen,CH,Sennweidstrasse 46,,,,37368.0,,,,,37368.0,hco,lundbeck,2016,228,
Geschäftsstelle SNG-SSN,Basel,CH,Münsterberg 1,,,,24040.0,,,,,24040.0,hco,teva,2017,96,1.0
Geseilschaftsverein Schweizerischer Amts- und Spitalapotheker,Bern,CH,No Street address available,,,0.0,3600.0,0.0,0.0,0.0,0.0,3600.0,hco,takeda,2015,28,
Gesellschaft Aargauischer Anästhesieärztinnen und -ärzte GAAA,Mühlethal,CH,Sekretariat,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,gruenenthal,2017,1597,1.0
Gesellschaft der Aerzte des Zürcher Oberlandes AGZO,Dübendorf,CH,,,,10000.0,0.0,0.0,0.0,0.0,0.0,10000.0,hco,menarini,2015,895,
Gesellschaft der Aerzte des ZürcherOberlandes AGZO,Dübendorf,CH,Gesellschaft der Aerzte,8600,,,3000.0,,,,,3000.0,hco,boehringer,2017,895,1.0
Gesellschaft der Ärztinnen und Ärzte des Kantons Solothurn,Egerkingen,CH,Ferchtweg 1,,,0.0,500.0,0.0,0.0,0.0,0.0,500.0,hco,gruenenthal,2016,630,
Gesellschaft der Ärztinnen und Ärzte des Kantons Solothurn,Egerkingen,CH,Ferchtweg 1,,,0.0,400.0,0.0,0.0,0.0,0.0,400.0,hco,gruenenthal,2015,630,
Gesellschaft der Ärztinnen und Ärzte des Kantons Solothurn,Egerkingen,CH,Ferchtweg 1,,,0.0,500.0,0.0,0.0,0.0,0.0,500.0,hco,gruenenthal,2017,630,1.0
Gesellschaft der Ärztinnen und Ärzte desKantons Solothurn,Olten,CH,Baselstrasse 150,,,,1900.0,,,,,2150.0,hco,mepha,2017,1598,1.0
Gesellschaft für Arzneimittelsicherheit in der Psychiatrie,Zürich,CH,Stadelhoferstrasse 42,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,servier,2015,221,
Gesellschaft für Physikalische Medizin u. Rheumatologie der Nordostschweiz,Kreuzlingen,CH,Hauptstrasse 38,8280,,0.0,900.0,0.0,0.0,0.0,0.0,900.0,hco,roche,2017,896,1.0
Gesellschaft für Physikalische Medizin u. Rheumatologie der Nordostschweiz,Kreuzlingen,CH,Hauptstrasse 38,,,0.0,900.0,0.0,0.0,0.0,0.0,900.0,hco,roche,2016,896,
Gesellschaft für Physikalische Medizin und Rheumatologie,Zofingen,CH,Mühlemattstrasse 5,,,,2000.0,,,,,2000.0,hco,msd,2017,897,1.0
Gesellschaftsverein Schweizerischer Amts- und Spitalapotheker,Biel/Bienne,CH,Kontrollstrasse 28,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,abbvie,2015,1599,1.0
GESKES Vereinigung Diät,Muri,CH,Worbstrasse 52,,,15000.0,0.0,0.0,0.0,0.0,0.0,15000.0,hco,baxter,2017,898,1.0
GESKES Vereinigung Diät,Muri,CH,Worbstrasse 52,,,23400.0,4552.2,0.0,0.0,0.0,0.0,27952.2,hco,baxter,2016,898,
Gesundes Rheintal,Oberriet,CH,Ballengasse 9,,,,3000.0,,,,,3000.0,hco,bgp,2016,236,
Gesundes Rheintal,Oberriet,CH,Ballengasse 9,9463,,,,,,3000.0,,3000.0,hco,sanofi,2017,236,1.0
Gesundes Rheintal,Oberriet,CH,Ballengasse 9,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,bgp,2015,236,
Gesundes Rheintal,Oberriet,CH,c/o Dr. med. Benedikt Frey - Ballengasse 9,9463,,0.0,2500.0,0.0,0.0,0.0,0.0,2500.0,hco,zambon,2015,236,
Gesundes Rheintal,Oberriet,CH,Ballengasse 9,,,,2000.0,,,,,2025.0,hco,mepha,2017,236,
Gesundes Rheintal,Oberriet,CH,Ballengasse 9,,,,1000.0,,,,,1000.0,hco,mepha,2016,236,
Gesundes Rheintal,Widnau,CH,Zinggenstrasse 3a,,,,2500.0,,,,,2500.0,hco,pfizer,2016,431,
Gesundes Rheintal,Widnau,CH,Zinggenstrasse 3,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,glaxosmithkline,2017,431,1.0
Gesundes Rheintal,Widnau,CH,Zinggenstrasse 3A,,,,2500.0,,,,,2500.0,hco,novo,2016,431,
"Gesundheitsdepartement Kt, St, Gallen",St. Gallen,CH,Oberer Graben 32,,,,1500.0,,,,,1500.0,hco,lundbeck,2016,1600,1.0
Gesundheitszentojm Fricktal AG Fachärztehaus,Frick,CH,Mühlegasse 18,5070,,0.0,1250.0,0.0,0.0,0.0,0.0,1250.0,hco,takeda,2017,899,1.0
Gesundheitszentrum Fricktal,Rheinfelden,CH,Riburgerstrasse 12,,,,400.0,,,,,400.0,hco,actelion,2016,249,
Gesundheitszentrum Fricktal,Rheinfelden,CH,Riburgerstrasse 12,,,,1000.0,,,,,1000.0,hco,bristol,2016,249,
Gesundheitszentrum Fricktal,Rheinfelden,CH,Riburgerstrasse 12,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,gruenenthal,2016,249,
Gesundheitszentrum Fricktal -,Rheinfelden,CH,Postfach,,,,,,,2000.0,,2000.0,hco,sanofi,2016,1601,1.0
Gesundheitszentrum Fricktal AG,Rheinfelden,CH,Riburgerstrasse 12,,,0.0,300.0,0.0,0.0,0.0,0.0,300.0,hco,vifor,2015,249,
Gesundheitszentrum Fricktal AG,LAUFENBURG,CH,Spitalstrasse 10,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,glaxosmithkline,2016,1602,1.0
Gesundheitszentrum Fricktal AG,Rheinfelden,CH,Riburgerstrasse 12,,,0.0,800.0,0.0,0.0,0.0,0.0,800.0,hco,merck,2015,249,
Gesundheitszentrum Fricktal AG,Rheinfelden,CH,Riburgerstrasse 12,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,takeda,2015,249,
Gesundheitszentrum Fricktal AG,Rheinfelden,CH,Riburgerstrase 12,,,0.0,1200.0,0.0,0.0,0.0,0.0,1200.0,hco,bgp,2015,249,
Gesundheitszentrum Unterengadin,Scuol,CH,Via da l'Ospidal 280,,,,1500.0,,,,,1500.0,hco,otsuka,2017,823,
Gesundheitszentrun Fricktal Fachärztehaus,Frick,CH,Mühlegasse 18,,,,500.0,,,,,500.0,hco,takeda,2016,899,
GFSMM,Genève,CH,Rue de Vermont 38,,,0.0,700.0,0.0,0.0,0.0,0.0,700.0,hco,daiichi,2015,250,
GFSMM Groupe Francophone Suisse de Medecine Manuelle,Genève,CH,"38, Rue de Vermont",,,0.0,800.0,0.0,0.0,0.0,0.0,800.0,hco,gruenenthal,2016,250,1.0
GFSMM Groupe Francophone Suisse de Médecine Manuelle,Genève,CH,Rue de Vermont 38,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,pfizer,2015,250,
GFSMM Groupe Francophone Suisse de Médecine Manuelle,Genève,CH,"38, Rue de Vermont",,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,gruenenthal,2015,250,
GHOL SA,Nyon,CH,Chemin Monastier 10,,,,800.0,,,,,800.0,hco,servier,2016,45,
GHOL SA c/o Hôpital de Nyon,Nyon,CH,Chemin Monastier 10,,,,400.0,,,,,400.0,hco,novo,2017,45,1.0
GHOL SA - Groupement Hospitalier de l'Ouest Lémanique SA,Nyon,CH,Chemin Monastier 10,1260,GHOLNyon,,400.0,,,,,400.0,hco,servier,2017,45,
GHOL SA Hopital Nyon,Nyon,CH,Chemin Monastier 10,,,0.0,800.0,0.0,0.0,0.0,0.0,800.0,hco,bayer,2016,45,
GHOL SA Hopital Nyon,Nyon,CH,Chemin Monastier 10,,,0.0,400.0,0.0,0.0,0.0,0.0,400.0,hco,bayer,2015,45,
GHOL SA Nyon c/o Hôpital de Zone de Nyon,Nyon,CH,Chemin Monastier 10,,,,400.0,,,,,400.0,hco,novo,2016,45,
Ghol Sa Nyon - C/O Hôpital De Zone De Nyon,Nyon,CH,Chemin Monastier 10,1260,,,2000.0,,,,,2000.0,hco,sanofi,2017,45,
GHOL SA Nyon - c/o Hôpital de Zone de Nyon,Nyon,CH,Chemin Monastier 10,,,,1500.0,,1200.0,,,2700.0,hco,sanofi,2016,45,
GHOLGroupement Hospitalier de l'ouest Lémanique S.A.,Nyon,CH,Rue du Vieux Marche 10,,,,1000.0,,,,,1030.0,hco,mepha,2017,1603,1.0
GIK - Schweiz. Gesellschaft f. intensive dynamische Kurzpsychotherapie atelierPsy&Psy,Bad Ragaz,CH,Fläscherstrasse 37,7310,GIKBadRagaz,,3000.0,,,,,3000.0,hco,servier,2017,409,
GIK - Schweizerische Gesellschaft f. intensive dynamische Kurzpsychotherapie atelierPsy&Psy,Baagaz,CH,Fläscherstrasse 37,,,,750.0,,,,,750.0,hco,servier,2016,1604,1.0
GIOTI,Vernate,CH,Vernate,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,janssen,2015,1605,1.0
GIOTI,Breganzona,CH,Via Carà  11,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,janssen,2016,366,
GIOTI,Breganzona,CH,Via Carà 11,,,,300.0,,,,,300.0,hco,gilead,2017,366,1.0
GIOTI,Breganzona,CH,Via Carä 11,,,,350.0,,,,,350.0,hco,gilead,2016,366,
GIOTI,Breganzona,CH,Via Carà 11,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,janssen,2017,366,
GIOTI - Onkologiepflege Schweiz,Breganzona,CH,Via Carà 11,,,,500.0,,,,,500.0,hco,merck,2017,366,
GIOTI - Onkologiepflege Schweiz,Breganzona,CH,Via Carà 11,,,0.0,500.0,0.0,0.0,0.0,0.0,500.0,hco,merck,2015,366,
GKaufmann (Jahreskongress SGG - SGVC - SASL),Bern,CH,Wattenwylweg 21,,,,3800.0,,,,,3800.0,hco,zambon,2016,61,
GKaufmann (Jahreskongress SGG / SGVC / SASL),Bern,CH,Wattenwylweg 21,,,0.0,3800.0,0.0,0.0,0.0,0.0,3800.0,hco,zambon,2015,61,
Global Research on Infectious Diseases (GRID),KÜSNACHT,CH,Grundwiesstrasse 24,,,0.0,0.0,0.0,0.0,0.0,2309.1,2309.1,hco,glaxosmithkline,2016,900,
"Global Research on Infectious Diseases, Ltd.(GRID)",Küsnacht,CH,Grundwiesstrasse 24,,,0.0,0.0,0.0,0.0,2600.0,0.0,2600.0,hco,glaxosmithkline,2017,900,1.0
GMFM Groupement des Médecins des Franches-Montagnes,Saignelégier,CH,Place du 23 juin,,,0.0,500.0,0.0,0.0,0.0,0.0,500.0,hco,mepha,2015,110,
GPMR Gesellschaft für physikalische Medizin Rheumatologie,Bremgarten AG,CH,Zürcherstrasse 8,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,pfizer,2017,1606,1.0
GPMR Gesellschaft für physikalische Medizin und Rheumatologie,Zofingen,CH,Mühlemattstrasse 5,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,pfizer,2015,897,
GPPV - Groupement des Psychiatres et Psychothérapeutes Vaudois,Lausanne,CH,Rue du Midi 2,,,,500.0,,,,,500.0,hco,vifor,2017,432,1.0
Grand Resort Bad Ragaz AG,Bad Ragaz,CH,Medizinisches Zentrum & Medical Health Center,,,,2778.0,,,,,2778.0,hco,mepha,2017,1607,1.0
Grand Resort Bad Ragaz Medizinisches Zentrum,Bad Ragaz,CH,Hans Albrecht Strasse,,,,2000.0,,,,,2000.0,hco,lundbeck,2017,901,1.0
GREC Groupe romand d'echographie clinique,Pully,CH,Avenue de Lavaux 631,,,,500.0,,,,,500.0,hco,menarini,2016,902,
"GREC, Groupe Romand dEchographie Clinique",Pully,CH,Avenue de Lavaux 63,,,,500.0,,,,,500.0,hco,menarini,2017,902,1.0
GREPA Groupe Romande d'Etude en Pédiatrie Ambulatoire,Nyon,CH,Ch. du Joran 8 B,,,,1800.0,,,,,1800.0,hco,zambon,2016,631,1.0
GREPA Groupemenet romand des pédiatres,Nyon,CH,c/o Dr. Lahcene Regagba - Ch. du Joran 8b,,,0.0,1800.0,0.0,0.0,0.0,0.0,1800.0,hco,zambon,2015,1608,1.0
GRIMM,Grimisuat,CH,Chemin Des Chênes 12,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,bayer,2016,522,
"GRIMM ""groupemet de médecin valaisans""",Sion,CH,Rue du Chanoine Berchtold 26,,,,2200.0,,,,,2200.0,hco,mepha,2016,632,
GRIMM - Groupe d'intervention en haute montagne,Sion,CH,"26, Av. du Chanoine Berchtold",,,,1000.0,,,,,1000.0,hco,vifor,2017,633,1.0
GRIMM - Groupe d'Intervention Médicale en Montagne,Grimisuat,CH,Chemin des Chênes 12,,,,1000.0,,,,,1000.0,hco,servier,2016,522,
GRIMM - Groupe d'Intervention Médicale en Montagne,Grimisuat,CH,Chemin des Chênes 12,1971,GRIMMGrimisuat,,1000.0,,,,,1000.0,hco,servier,2017,522,1.0
GRIMM - Groupe dlntervention Medicale en Montagne,Sion,CH,"c/o Dr. P. Féraud, Av. Du Chanoine Berchtold 26",,,,3200.0,,,,,3200.0,hco,menarini,2016,633,
GRIMM Groupe d'intervention médicale en montagne,Sion,CH,Route de l'Aéroport 25,1950,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,boehringer,2016,1609,1.0
GRIMM Groupement d'Intervention Médicale en Montagne President: Matthieu de Riedmatten,Grimisuat (Champlan),CH,Chemin des Chenes 12,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,novartis,2017,522,
GRIMM Groupement de médecins valaisans,Sion,CH,,,,0.0,2200.0,0.0,0.0,0.0,0.0,2200.0,hco,mepha,2015,632,
"GRIMM""Groupement de médecins valaisans""",Sion,CH,Rue du Chanoine Berchtold 26,,,,2000.0,,,,,2030.0,hco,mepha,2017,632,1.0
"GRIMM, Groupe d'intervention Médicale en Montagne",Sion,CH,26. Av. du Chanoine Berchtold,,,,3200.0,,,,,3200.0,hco,menarini,2017,633,
Grischa Pharma,Domat,CH,Via Sogn Pieder 1,,,3347.0,,,,,,3347.0,hco,sandoz,2016,903,
Grischa Pharma,Domat,CH,Via Sogn Pieder 1,,,2000.0,,,,,,2000.0,hco,sandoz,2017,903,1.0
Grisomed (Ärztenetzwerk Graubünden),Chur,CH,Tittwiesenstrasse 29,,,0.0,17000.0,0.0,0.0,0.0,0.0,17000.0,hco,mepha,2015,283,
Grisomed AG,CHUR,CH,Tittwiesenstrasse 29,,,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,hco,glaxosmithkline,2016,283,
Grisomed AG,Chur,CH,Tittwiesenstrasse 29,,,0.0,5400.0,0.0,0.0,0.0,0.0,5400.0,hco,glaxosmithkline,2017,283,1.0
Grisomed AG,Chur,CH,Tittwiesenstrasse 29,,,,6000.0,,,,,6250.0,hco,mepha,2017,283,
grisomed AG Ärztenetzwerk Graubünden,Chur,CH,Tittwiesenstrass e 29,,,0.0,0.0,0.0,800.0,10000.0,0.0,10800.0,hco,novartis,2015,283,
Grisomed AG Ärztenetzwerk Graubünden,Chur,CH,Tittwiesenstrass e 29,,,,5000.0,,,,,5000.0,hco,msd,2017,283,
Grisomed AG Ärztenetzwerk Graubünden,Chur,CH,Tittwiesenstrass e 29,,,0.0,10000.0,600.0,200.0,0.0,0.0,10800.0,hco,novartis,2017,283,
grisomed AG Ärztenetzwerk Graubünden,Chur,CH,Tittwiesenstrasse 29,,,,,600.0,200.0,10000.0,,10800.0,hco,novartis,2016,283,
Groupe d'intervention médical en montagne,Sion,CH,c/o Dr. P Féraud,,,0.0,3200.0,0.0,0.0,0.0,0.0,3200.0,hco,menarini,2015,1610,1.0
Groupe d'intérêts communs suisse d'infirmières/iers- conseil en diabétolgie,Prangins,CH,Chemin Clé des champs 5,,,,3800.0,,,,,3800.0,hco,eli,2017,523,
Groupe d'intérêts communs suisse d'infirmières/iers- conseil en diabétolgie,Prangins,CH,Chemin Clé des champs 5,,,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0,hco,eli,2015,523,
Groupe d'intérêts communs suisse d'infirmières/iers-conseil en diabétologie,Prangins,CH,Chemin de la Clé des Champs 5,,,,1000.0,,,,,1000.0,hco,novo,2017,523,1.0
Groupe d'intérêts communs suisse d'infirmièresiers-conseil en diabétolgie,Prangins,CH,Chemin Clé des champs 5,,,,4500.0,,,,,4500.0,hco,eli,2016,523,
Groupe de Dermatoloque de Ville de Genève GDG / Trésorier GDG / Dermatoloque FMH,Genève,CH,"5, Chemin Malombré",,,,,,,3000.0,,3000.0,hco,galderma,2016,1611,1.0
Groupe de Médicométrie,Porrentruy,CH,Rue de Jura 11,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,menarini,2015,1612,1.0
"Groupe Delta, Médic'Aigle",Aigle,CH,Place du Centenaire 3,,,0.0,200.0,0.0,0.0,0.0,0.0,200.0,hco,glaxosmithkline,2017,1613,1.0
Groupe Dermatologues Vaudois - GDV,Vevey,CH,"Präsident Dr. S. Vollenweider, rue de Lausanne 15",1800,,,2506.76,,,,,2506.76,hco,leo,2017,904,1.0
Groupe Dermatologues Vaudois - GDV,Vevey,CH,"Präsident Dr. S. Vollenweider, rue de Lausanne 15",1800,,,1199.73,,,,,1199.73,hco,leo,2016,904,
Groupe des Dermatologues,Plan-les-Ouates,CH,Route de Saint-lulien 176,,,,1000.0,,,,,1000.0,hco,almirall,2016,634,
Groupe Des Dermatologues De Neuchatel Et Environs,La Chaux-de-Fonds,CH,Jardiniere 71,,,,500.0,,,,,500.0,hco,celgene,2017,521,
Groupe des Dermatologues Genev.,Plan-les-ouates,CH,Route de Saint-Julien 176,,,0.0,1200.0,0.0,0.0,0.0,0.0,1200.0,hco,almirall,2015,634,
Groupe des dermatologues genevois,Plan-des-Ouates,CH,Route de Saint-Julien 176,,,,1000.0,,,,,1000.0,hco,abbvie,2016,634,1.0
Groupe des dermatologues genevois,Genève,CH,Chemin de Malombré 5,,,,1000.0,,,,,1000.0,hco,abbvie,2017,905,1.0
Groupe des Dermatologues Genève GDG,Genève,CH,Chemin Malombré 5,,Groupe_des_Dermatol ogues_Geneve_GDG,,3000.0,,,,,3000.0,hco,galderma,2017,905,
Groupe des Médecins Lausanne-Nord,Lausanne,CH,Avenue de Chailly 25,,,,2000.0,,,,,2000.0,hco,menarini,2016,356,
Groupe des Médecins Lausanne-Nord,Lausanne,CH,Avenue de Chailly 25,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,menarini,2015,356,
Groupe des Pneumologues Genevois,Genève,CH,Route de Florissant 64,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,astrazeneca,2017,1614,1.0
Groupe des Pneumologues Genevois,Genève,CH,Rue Alfred-Vincent 17,,,,2000.0,,,,,2000.0,hco,actelion,2017,367,1.0
Groupe des pneumologues genevois,Genève,CH,Rue de la Servette 55,,,0.0,0.0,0.0,0.0,0.0,500.0,500.0,hco,roche,2016,906,
Groupe des Pneumologues Genevois,Genève,CH,Rue Hugo de Senger 1,,,2000.0,,,,,,2000.0,hco,mundipharma,2017,368,
Groupe des Pneumologues Genevois,Genève,CH,Rue Hugo de Senger 1,,,,2000.0,,,,,2000.0,hco,csl,2016,368,
Groupe des Pneumologues Genevois,Genève,CH,Rue Alfred-Vincent 17,,,2000.0,,,,,,2000.0,hco,actelion,2016,367,
Groupe des pneumologues genevois c/o Dr. Stéphane Grandin,Genève,CH,Rue de la Servette 55,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,novartis,2017,906,1.0
Groupe des pneumologues genevois c/o Stéphane Grandin,Genève,CH,Rue Alfred-Vincent 117,,,0.0,1851.85,0.0,0.0,0.0,0.0,1851.85,hco,actelion,2015,367,
Groupe des pneumologues genevois c/o Stéphane Grandin,Genève,CH,Rue Alfred-Vincent 17,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,novartis,2015,367,
Groupe des rhumatologues genevois,Genève,CH,Groupe des rhumatologues genevois Rue de Lyon 57,,,0.0,2500.0,0.0,0.0,0.0,0.0,2500.0,hco,msd,2015,1615,1.0
GROUPE DES RHUMATOLOGUES VAUDOIS GRV,Lausanne,CH,"10, Avenue de la Gare",,,,1000.0,,,,,1000.0,hco,bristol,2017,907,1.0
Groupe du Nord Vaudois,Yverdon-les-Bains,CH,Orbe 27,,,0.0,2400.0,0.0,0.0,0.0,0.0,2400.0,hco,glaxosmithkline,2016,433,
Groupe du Nord Vaudois / S.V.M.,Concise,CH,Fonds scientifique - Chemin des Vergers 1,,,0.0,1367.0,0.0,0.0,0.0,0.0,1367.0,hco,servier,2015,908,
Groupe du Nord Vaudois / S.V.M.,Yverdon-les-Bains,CH,Orbe 27,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,glaxosmithkline,2015,433,
Groupe du Nord Vaudois / S.V.M.,Yverdon-les-Bains,CH,,,,0.0,1700.0,0.0,0.0,0.0,0.0,1700.0,hco,menarini,2015,433,
Groupe du Nord Vaudois de la SVM,Yverdon-les-Bains,CH,Yverdon-Entremonts 11,,,,1500.0,,,,,1500.0,hco,menarini,2017,433,1.0
Groupe du Nord Vaudois S.V.M.,Yverdon-les-Bains,CH,Entremonts 11,,,,1800.0,,,,,1800.0,hco,menarini,2016,433,
Groupe du Nord Vaudois S.V.M. c/o Dr. Michael Hottinger,Concise,CH,Chemin du Verger 1,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,novartis,2017,908,1.0
Groupe Francophone Suisse de Medecine Manuelle,Genève,CH,Rue de Vermont 38,,,0.0,750.0,0.0,0.0,0.0,0.0,750.0,hco,mepha,2015,250,
Groupe Francophone Suisse de Medecine Manuelle,Genève,CH,Rue de Vermont 38,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,eli,2015,250,
Groupe Francophone Suisse de Medecine Manuelle,Nyon,CH,,,,0.0,800.0,0.0,0.0,0.0,0.0,800.0,hco,menarini,2015,1616,1.0
Groupe Francophone Suisse de Medecine Manuelle,Carouge GE,CH,"14, rue J. Dalphin",,,0.0,500.0,0.0,0.0,0.0,0.0,500.0,hco,pierre,2015,909,
