,name,location,country,address,plz,uci,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total,type,source,year,address_expand,location_expand,name_expand
8513,(SFCNS Swiss Federation of Clinical Neuro-Societies,Basel,CH,Münsterberg 1,,,,40000.0,,,,,40000.0,hco,zambon,2016,muensterberg 1,basel,(sfcns swiss federation of clinical neuro-societies
8209,"(Stiftung SONK, Kongress-Sekretariat deso",St. Gallen,CH,Rorschacherstr. 150,9006,,,4512.0,,,,,4512.0,hco,teva,2016,rorschacherstrasse 150,saint gallen,"(stiftung sonk, kongress-sekretariat deso"
4541,(VFP),Bern,CH,Laupenstrasse 7,,,500.0,,,,,,500.0,hco,actelion,2016,laupenstrasse 7,bern,(vfp)
10943,1 SNG-SSN Schweizerische Neurolog sche Gesellschaft,Basel,CH,Münsterberg 1,,,16200.0,0.0,0.0,0.0,0.0,0.0,16200.0,hco,pfizer,2015,muensterberg 1,basel,1 sng-ssn schweizerische neurolog sche gesellschaft
4370,1. Schweizer Fachtag neuro.psycho.geriatrie,Hünibach,CH,c/o marketing connection - Parkweg 9,,,0.0,3240.0,0.0,0.0,0.0,0.0,3240.0,hco,zambon,2017,coost marketing connection parkweg 9,huenibach,1. schweizer fachtag neuro.psycho.geriatrie
11331,19. Journées Franco-Suisse,Lausanne,CH,C/O PHARMACIE DU CHUV Rue du Bugnon 46,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,sandoz,2015,centreo pharmacie du chuv rue du bugnon 46,lausanne,19. journées franco-suisse
4369,20. Ostschweizer Symposium für praktische Gynäkologie und Geburtshilfe,Bern,CH,c/o KMS KongressManagementSwiss- Postfach,2756,,0.0,4190.0,0.0,0.0,0.0,0.0,4190.0,hco,zambon,2017,centreost kms kongressmanagementswiss postfach,bern,20. ostschweizer symposium für praktische gynäkologie und geburtshilfe
4000,"20. Ostschweizer Symposium für praktischeGynäkologie und Geburtshilfe, KMS KongressManagementSwiss",Bern,CH,Postfach,2756,,,2995.0,,,,,2995.0,hco,teva,2017,postfach,bern,"20. ostschweizer symposium für praktischegynäkologie und geburtshilfe, kms kongressmanagementswiss"
6800,360 deg; Kinderwunsch Zentrum Zürich,Zollikon,CH,Alte Landstrasse 112,,,,1000.0,,,,,1000.0,hco,merck,2016,alte landstrasse 112,zollikon,360 deg; kinderwunsch zentrum zürich
5912,360 GmbH,Zollikon,CH,Alte Landstrasse 112,,,,3000.0,,,,,3000.0,hco,ferring,2016,alte landstrasse 112,zollikon,360 gmbh
10301,360° Kinderwunsch Zentrum Zürich,Zollikon,CH,Alte Landstrasse 112,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,merck,2015,alte landstrasse 112,zollikon,360° kinderwunsch zentrum zürich
8248,360° Kinderwunsch Zentrum Zürich,Zollikon,CH,Alte Landstrasse 112,,,,1000.0,,,,,1000.0,hco,vifor,2016,alte landstrasse 112,zollikon,360° kinderwunsch zentrum zürich
5915,360° Kinderwunsch Zentrum Zürich,Zürich,CH,Goethestrasse 24,,,,416.0,,,,,416.0,hco,ferring,2016,goethestrasse 24,zuerich,360° kinderwunsch zentrum zürich
5091,360° Kinderwunsch Zentrum Zürich,Zollikon,CH,Alte Landstrasse 112,,,0.0,600.0,0.0,0.0,0.0,0.0,600.0,hco,bayer,2016,alte landstrasse 112,zollikon,360° kinderwunsch zentrum zürich
11856,360° Kinderwunsch Zentrum Zürich,Zollikon,CH,Alte Landstrasse 112,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,vifor,2015,alte landstrasse 112,zollikon,360° kinderwunsch zentrum zürich
9158,360° Kinderwunsch Zentrum Zürich,Zollikon,CH,Alte Landstrasse 112,,,0.0,800.0,0.0,0.0,0.0,0.0,800.0,hco,bayer,2015,alte landstrasse 112,zollikon,360° kinderwunsch zentrum zürich
11377,3JMED Sàrl,Genève,CH,Département de Médecine interne,,,0.0,0.0,0.0,0.0,500.0,0.0,500.0,hco,servier,2015,departement de medecine interne,geneve,3jmed sàrl
6641,Aarg. Apothekerverband,Fahrwangen,CH,Bahnhofstrasse 10,,,,2500.0,,,,,2500.0,hco,mepha,2016,bahnhofstrasse 10,fahrwangen,aarg. apothekerverband
7960,Aarrau Kantonsspital,Aarau,CH,Tellstrasse 25,,,,6000.0,,,1050.0,,7050.0,hco,shire,2016,tellstrasse 25,aarau,aarrau kantonsspital
6933,AarReha,Schinznach,CH,Badstrasse 55,,,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,hco,mundipharma,2016,badstrasse 55,schinznach,aarreha
3572,aarReha,Schinznach-Bad,CH,Badstrasse 55 Postfach 61,,,,1000.0,,,,,1000.0,hco,sandoz,2017,badstrasse 55 postfach 61,schinznach-bad,aarreha
2672,AarReha,Schinznach-Bad,CH,Badstrasse 55,,,1000.0,,,,,,1000.0,hco,mundipharma,2017,badstrasse 55,schinznach-bad,aarreha
5729,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,,500.0,,,,,500.0,hco,eli,2016,badstrasse 55,schinznach-bad,aarreha schinznach
5092,aarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,0.0,500.0,0.0,0.0,0.0,0.0,500.0,hco,bayer,2016,badstrasse 55,schinznach-bad,aarreha schinznach
3215,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,pfizer,2017,badstrasse 55,schinznach-bad,aarreha schinznach
1220,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,,1500.0,,,,,1500.0,hco,bristol,2017,badstrasse 55,schinznach-bad,aarreha schinznach
6021,aarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,0.0,500.0,0.0,0.0,0.0,0.0,500.0,hco,glaxosmithkline,2016,badstrasse 55,schinznach-bad,aarreha schinznach
9603,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,eli,2015,badstrasse 55,schinznach-bad,aarreha schinznach
4372,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,,500.0,,,,,500.0,hco,abbvie,2016,badstrasse 55,schinznach-bad,aarreha schinznach
9396,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,0.0,500.0,0.0,0.0,0.0,0.0,500.0,hco,bristol,2015,badstrasse 55,schinznach-bad,aarreha schinznach
5495,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,,1000.0,,,,,1000.0,hco,bristol,2016,badstrasse 55,schinznach-bad,aarreha schinznach
3455,aarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,5116,,0.0,500.0,0.0,0.0,0.0,0.0,500.0,hco,roche,2017,badstrasse 55,schinznach-bad,aarreha schinznach
7994,AarReha Schinznach,Schinznach-Bad,CH,Badstrasso 55,,,,500.0,257.95,628.54,,,1386.49,hco,takeda,2016,badstrasso 55,schinznach-bad,aarreha schinznach
9159,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,bayer,2015,badstrasse 55,schinznach-bad,aarreha schinznach
1412,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,,1000.0,,,,,1000.0,hco,eli,2017,badstrasse 55,schinznach-bad,aarreha schinznach
740,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,5116,40529319,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,bayer,2017,badstrasse 55,schinznach-bad,aarreha schinznach
3917,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,5116,,0.0,500.0,0.0,0.0,0.0,0.0,500.0,hco,takeda,2017,badstrasse 55,schinznach-bad,aarreha schinznach
10944,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,0.0,600.0,0.0,0.0,0.0,0.0,600.0,hco,pfizer,2015,badstrasse 55,schinznach-bad,aarreha schinznach
4621,Aarreha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,,500.0,,,,,500.0,hco,amgen,2016,badstrasse 55,schinznach-bad,aarreha schinznach
11499,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,0.0,500.0,321.6,699.88,0.0,0.0,1521.48,hco,takeda,2015,badstrasse 55,schinznach-bad,aarreha schinznach
7611,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,,500.0,0.0,0.0,0.0,0.0,500.0,hco,roche,2016,badstrasse 55,schinznach-bad,aarreha schinznach
273,Aarreha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,,500.0,,,,,500.0,hco,amgen,2017,badstrasse 55,schinznach-bad,aarreha schinznach
10464,AarReha Schinznach,Schinznach-Bad,CH,Badstrasse 55,,,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,hco,mundipharma,2015,badstrasse 55,schinznach-bad,aarreha schinznach
192,Académie Dr. Ney,Vevey,CH,Rue des Moulins 4,1800,,,,,,3800.0,60.0,3860.0,hco,allergan,2017,rue des moulins 4,vevey,académie dr. ney
3727,ADAEL - Association D'Aesculape En Lavaux,Lutry,CH,Rue Verdaine,1095,AssociationD'AesculapeEnLavauxLutry,,2000.0,,,,,2000.0,hco,servier,2017,rue verdaine,lutry,adael - association d'aesculape en lavaux
1826,ADAEL - Association D'Esculape En Lavaux,Lutry,CH,Grand-Rue 22,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,gruenenthal,2017,grand-rue 22,lutry,adael - association d'esculape en lavaux
6157,ADAEL - Association D'Esculape En Lavaux,Lutry,CH,Grand-Rue 22,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,gruenenthal,2016,grand-rue 22,lutry,adael - association d'esculape en lavaux
4111,ADAEL Association d'Aesculape En Lavaux,Lutry,CH,Rue Verdaine,,,,2000.0,,,,,2000.0,hco,vifor,2017,rue verdaine,lutry,adael association d'aesculape en lavaux
2339,"ADAEL""Association d'Aesculape en Lavaux""",Lutry,CH,Rue Verdaine,,,,1500.0,,,,,1530.0,hco,mepha,2017,rue verdaine,lutry,"adael""association d'aesculape en lavaux"""
7359,ADEL - Association D'Esculape En Lavaux,Lutry,CH,Grand-Rue 22,,,,500.0,,,,,500.0,hco,pfizer,2016,grand-rue 22,lutry,adel - association d'esculape en lavaux
10811,ADEL - Association D'Esculape En Lavaux,Lutry,CH,Grand-Rue 22,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,novo,2015,grand-rue 22,lutry,adel - association d'esculape en lavaux
9944,ADEL - Association D'Esculape En Lavaux,Lutry,CH,Grand-Rue 22,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,gruenenthal,2015,grand-rue 22,lutry,adel - association d'esculape en lavaux
4550,ADEL Association D'Esculape En Lavaux,Lutry,CH,Grand-Rue 22,1095,,,2000.0,,,,,2000.0,hco,allergan,2016,grand-rue 22,lutry,adel association d'esculape en lavaux
5924,ADEL Association D'Esculape En Lavaux,Lutry,CH,Rue Verdaire,,,,,,,2000.0,,2000.0,hco,galderma,2016,rue verdaire,lutry,adel association d'esculape en lavaux
2133,ADEL Association D'Esculape En Lavaux,Lutry,CH,Grand-Rue 22,,,,4000.0,,,,,4000.0,hco,menarini,2017,grand-rue 22,lutry,adel association d'esculape en lavaux
1599,ADEL Association D'Esculape En Lavaux,Lutry,CH,Rue Verdaire,,ADEL_Association_D- Esculape_En_Lavaux,,2000.0,,,,,2000.0,hco,galderma,2017,rue verdaire,lutry,adel association d'esculape en lavaux
274,Adimed,Winterthur,CH,Lagerhausstrasse 9,,,,6800.0,,,,,6800.0,hco,amgen,2017,lagerhausstrasse 9,winterthur,adimed
5248,Adimed - Zentrum für Adipositas,Winterthur,CH,Lagerhausstrasse 9,,,,500.0,,,,,500.0,hco,bgp,2016,lagerhausstrasse 9,winterthur,adimed - zentrum für adipositas
9273,Adipositaszentrum Privatklinik Lindenberg,Winterthur,CH,Schickstrasse 11,,,0.0,300.0,0.0,0.0,0.0,0.0,300.0,hco,bgp,2015,schickstrasse 11,winterthur,adipositaszentrum privatklinik lindenberg
11177,ADMED Laboratoires,Neuchâtel,CH,Rue de la Maladière 45,2000,,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,hco,roche,2015,rue de la maladiere 45,neuchatel,admed laboratoires
7612,ADMED Pathologie,Neuchâtel,CH,Avenue de Bellevaux 4A,,,,0.0,0.0,0.0,1500.0,0.0,1500.0,hco,roche,2016,avenue de bellevaux 4a,neuchatel,admed pathologie
1692,ADR-AC GmbH,Bern,CH,Holligenstrasse 91,,,0.0,4320.0,0.0,0.0,134435.84,0.0,138755.84,hco,glaxosmithkline,2017,holligenstrasse 91,bern,adr-ac gmbh
9604,ADR-AC GmbH,Bern,CH,Holligenstrasse 91,,,0.0,0.0,0.0,0.0,17100.0,0.0,17100.0,hco,eli,2015,holligenstrasse 91,bern,adr-ac gmbh
2134,ADR-AC GmbH Adverse Drug Reactions - Analysis & Consulting,Bern,CH,Holligenstrasse 91,,,,4000.0,,,,,4000.0,hco,menarini,2017,holligenstrasse 91,bern,adr-ac gmbh adverse drug reactions - analysis & consulting
2802,ADR-AC GmbH Adverse Drug Reactions - Analysis and Consulting,Bern,CH,Holligenstrasse 91,,,0.0,4000.0,0.0,0.0,2250.0,0.0,6250.0,hco,novartis,2017,holligenstrasse 91,bern,adr-ac gmbh adverse drug reactions - analysis and consulting
6991,ADR-AC GmbH Adverse Drug Reactions -Analysis and Consulting,Bern,CH,Holligenstrasse 91,,,,,,,4375.0,6316.68,10691.68,hco,novartis,2016,holligenstrasse 91,bern,adr-ac gmbh adverse drug reactions -analysis and consulting
1035,ADVISIS AG,Bern,CH,Effingerstrasse 55,3008,,,9600.0,,,,,9600.0,hco,biotest,2017,effingerstrasse 55,bern,advisis ag
1693,Advisis AG,Bern,CH,Effingerstrasse 55,,,0.0,149256.0,0.0,0.0,0.0,0.0,149256.0,hco,glaxosmithkline,2017,effingerstrasse 55,bern,advisis ag
6022,Advisis AG,BERN,CH,Effingerstrasse 55,,,0.0,139784.4,0.0,0.0,0.0,0.0,139784.4,hco,glaxosmithkline,2016,effingerstrasse 55,bern,advisis ag
1413,Advisis AG,Bern,CH,Effingerstrasse 55,,,,77000.0,,,,,77000.0,hco,eli,2017,effingerstrasse 55,bern,advisis ag
2135,Advisis AG,Bern,CH,Effingeratrasse 55,,,,51800.0,,,,,51800.0,hco,menarini,2017,effingeratrasse 55,bern,advisis ag
5093,Advisis AG,Bern,CH,Effingerstrasse 55,,,0.0,41000.0,0.0,0.0,0.0,0.0,41000.0,hco,bayer,2016,effingerstrasse 55,bern,advisis ag
741,Advisis AG,Bern,CH,Effingerstrasse 55,3008,1051547182,0.0,52000.0,0.0,0.0,0.0,0.0,52000.0,hco,bayer,2017,effingerstrasse 55,bern,advisis ag
4112,ADVISIS AG,Bern,CH,Effingerstrasse 55,,,,109512.0,,,,,109512.0,hco,vifor,2017,effingerstrasse 55,bern,advisis ag
5730,Advisis AG,Bern,CH,Effingerstrasse 55,,,,25256.0,,,,,25256.0,hco,eli,2016,effingerstrasse 55,bern,advisis ag
6430,Advisis AG,Bern,CH,Effingerstrasse 55,,,,19000.0,,,,,19000.0,hco,menarini,2016,effingerstrasse 55,bern,advisis ag
1,Advisis AG,Bern,CH,Effingerstrasse 55,,,,7000.0,,,,,7000.0,hco,abbvie,2017,effingerstrasse 55,bern,advisis ag
9811,Advisis AG,Bern,CH,Effingerstrasse 55,,,0.0,120960.0,0.0,0.0,0.0,0.0,120960.0,hco,glaxosmithkline,2015,effingerstrasse 55,bern,advisis ag
11857,Advisis AG,Bern,CH,Effingerstrasse 55,,,0.0,112000.0,0.0,0.0,0.0,0.0,112000.0,hco,vifor,2015,effingerstrasse 55,bern,advisis ag
8519,"Advisis AG, Primary care Academy",Bern,CH,Effingerstrasse 55,,,0.0,9000.0,0.0,0.0,0.0,0.0,9000.0,hco,menarini,2015,effingerstrasse 55,bern,"advisis ag, primary care academy"
8249,ADVISIS AH / HUG Consulting,Bern,CH,Effingerstrasse 55,,,,11232.0,,,,,11232.0,hco,vifor,2016,effingerstrasse 55,bern,advisis ah / hug consulting
8520,Aequilibris Seminare AG,Basel,CH,Steinenvorstadt 11,,,0.0,4000.0,0.0,0.0,0.0,0.0,4000.0,hco,menarini,2015,steinenvorstadt 11,basel,aequilibris seminare ag
9160,Aequilibris Seminare AG,Basel,CH,Steinenvorstadt 11,,,0.0,3900.0,0.0,0.0,0.0,0.0,3900.0,hco,bayer,2015,steinenvorstadt 11,basel,aequilibris seminare ag
10197,Aerzte am Rhein,Eschenk,CH,Mettlenstrasse 1,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,mepha,2015,mettlenstrasse 1,eschenk,aerzte am rhein
4373,Aerzte Thalwil,Thalwil,CH,Rudishaldenstrasse 1,,,,1500.0,,,,,1500.0,hco,abbvie,2016,rudishaldenstrasse 1,thalwil,aerzte thalwil
2,Aerzte Thalwil,Thalwil,CH,Rudishaldenstrasse 1,,,,2500.0,,,,,2500.0,hco,abbvie,2017,rudishaldenstrasse 1,thalwil,aerzte thalwil
944,Aerztegesellscha ft Luzern - Sektion Gäu,Luzern,CH,Schwanenplatz 7,,,,1000.0,,,,,1000.0,hco,bgp,2017,schwanenplatz 7,luzern,aerztegesellscha ft luzern - sektion gäu
10392,Aerztegesellscha ft Thurgau Sekretariat,Frauenfeld,CH,Aerztegesellscha ft Thurgau - Sekretariat Zeughausstrasse 16,,,0.0,7000.0,0.0,0.0,0.0,0.0,7000.0,hco,msd,2015,aerztegesellscha ft thurgau sekretariat zeughausstrasse 16,frauenfeld,aerztegesellscha ft thurgau sekretariat
1414,Aerztegesellschaft des Kantons Bern,Bern,CH,Postgasse 19,,,,4630.0,,,,,4630.0,hco,eli,2017,postgasse 19,bern,aerztegesellschaft des kantons bern
4113,Aerztegesellschaft des Kantons Bern,Bern,CH,"Postgasse 19, PF",,,,2160.0,,,,,2160.0,hco,vifor,2017,postgasse 19 postfach,bern,aerztegesellschaft des kantons bern
742,Aerztegesellschaft des Kantons Bern,Bern,CH,Postgasse 19,3000,40702884,0.0,300.0,0.0,0.0,0.0,0.0,300.0,hco,bayer,2017,postgasse 19,bern,aerztegesellschaft des kantons bern
4114,Aerztegesellschaft Gäu,Sursee,CH,Spitalstrasse 16a,,,,1000.0,,,,,1000.0,hco,vifor,2017,spitalstrasse 16a,sursee,aerztegesellschaft gäu
5094,Aerztegesellschaft Luzern,Luzern,CH,Schwanenplatz 7,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,bayer,2016,schwanenplatz 7,luzern,aerztegesellschaft luzern
9161,Aerztegesellschaft Luzern,Luzern,CH,Schwanenplatz 7,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,bayer,2015,schwanenplatz 7,luzern,aerztegesellschaft luzern
6801,Aerztegesellschaft Thurgau Sekretariat,Frauenfeld,CH,Aerztegesellscha ft Thurgau -Sekretariat Zeughausstrasse 16,,,,5000.0,,,,,5000.0,hco,msd,2016,aerztegesellscha ft thurgau sekretariat zeughausstrasse 16,frauenfeld,aerztegesellschaft thurgau sekretariat
5925,Aerztekreis 6 der Stadt Zürich,Zürich,CH,"Riedtlistrasse 1, am Schaffhauserplatz",,,,,,,1300.0,,1300.0,hco,galderma,2016,riedtlistrasse 1 am schaffhauserplatz,zuerich,aerztekreis 6 der stadt zürich
10812,Aerztenetz Bantiger,Ittigen,CH,c/o Dr. med. Emil Dreyer,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,novo,2015,calleob doktor der medizin emil dreyer,ittigen,aerztenetz bantiger
10638,Aerztenetz Bantiger,Ittigen,CH,Talgut-Zentrum 34,,,0.0,4000.0,0.0,0.0,0.0,0.0,4000.0,hco,novartis,2015,talgut-zentrum 34,ittigen,aerztenetz bantiger
11378,Aerztenetz Bantiger,Ittigen,CH,Talgut-Zentrum 5,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,servier,2015,talgut-zentrum 5,ittigen,aerztenetz bantiger
8251,Aerztenetz werks DOXnet,Neuenegg,CH,Oeleweg 2,,,,1000.0,,,,,1000.0,hco,vifor,2016,oeleweg 2,neuenegg,aerztenetz werks doxnet
11332,Aerztenetzwerk Bern,Hinterkappelen,CH,Praxiszentrum im Ring,,,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,hco,sandoz,2015,praxiszentrum im ring,hinterkappelen,aerztenetzwerk bern
7729,Aerztenetzwerk Bern,Hinterkappelen,CH,Praxiszentrum im Ring,,,,8000.0,,,,,8000.0,hco,sandoz,2016,praxiszentrum im ring,hinterkappelen,aerztenetzwerk bern
4115,"Aerztenetzwerk Bern Nord-West, DoxNet",Hinterkappelen,CH,Kappelenring 6,,,,2000.0,,,,,2000.0,hco,vifor,2017,kappelenring 6,hinterkappelen,"aerztenetzwerk bern nord-west, doxnet"
4336,AerzteNetzwerk Grauholz,Lenzburg,CH,c/o Argomed Ärzte AG - Bahnhofstrasse 24,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,zambon,2017,cob argomed aerzte ag bahnhofstrasse 24,lenzburg,aerztenetzwerk grauholz
7854,Aerztenetzwerk Grauholz,Ittigen,CH,Worblentalstrasse 99,,,,2800.0,,,,,2800.0,hco,servier,2016,worblentalstrasse 99,ittigen,aerztenetzwerk grauholz
3728,Aerztenetzwerk Grauholz,Ittigen,CH,Worblentalstrasse 99,3063,AerztenetzwerkGrauholzIttigen,,2000.0,,,,,2000.0,hco,servier,2017,worblentalstrasse 99,ittigen,aerztenetzwerk grauholz
8498,AerzteNetzwerk Grauholz,Lenzburg,CH,c/o Argomed Ärzte AG - Bahnhofstrasse 24,,,,2000.0,,,,,2000.0,hco,zambon,2016,cob argomed aerzte ag bahnhofstrasse 24,lenzburg,aerztenetzwerk grauholz
9771,AerzteNetzwerk Grauholz,Urtenen-schönbühl,CH,Solothurnstrasse 43,,,0.0,0.0,0.0,0.0,864.0,0.0,864.0,hco,genzyme,2015,solothurnstrasse 43,urtenen-schoenbuehl,aerztenetzwerk grauholz
11944,AerzteNetzwerk Grauholz,Lenzburg,CH,c/o Argomed Ärzte AG - Bahnhofstrasse 24,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,zambon,2015,cob argomed aerzte ag bahnhofstrasse 24,lenzburg,aerztenetzwerk grauholz
11379,AerzteNetzwerk Grauholz,Ittigen,CH,Worblentalstrasse 99,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,servier,2015,worblentalstrasse 99,ittigen,aerztenetzwerk grauholz
5516,AERZTENETZWERK GRAUHOLZ,Zollikofen,CH,Luefternweg 1,,,,2160.0,,,,,2160.0,hco,bristol,2016,luefternweg 1,zollikofen,aerztenetzwerk grauholz
11354,AerzteNetzwerk Grauholz,Urtenen-schönbühl,CH,Solothurnstrasse 43,,,0.0,0.0,0.0,0.0,864.0,0.0,864.0,hco,sanofi,2015,solothurnstrasse 43,urtenen-schoenbuehl,aerztenetzwerk grauholz
8250,Aerzteqesellschalt Gäu,Wolhusen,CH,Spitalstrasse 16 a,,,,1000.0,,,,,1000.0,hco,vifor,2016,spitalstrasse 16 allee,wolhusen,aerzteqesellschalt gäu
6603,Aerzteverein Davos,Davos Platz,CH,Prommenade 4,,,,3000.0,,,,,3000.0,hco,mepha,2016,prommenade 4,davos platz,aerzteverein davos
8641,Aerzteverein Sargans-Werdenberg,Flums,CH,Bahnhofstrasse 24,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,abbvie,2015,bahnhofstrasse 24,flums,aerzteverein sargans-werdenberg
11178,Aerzteverein Sargans-Werdenberg,Flums,CH,Bahnhofstrasse 24,8890,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,roche,2015,bahnhofstrasse 24,flums,aerzteverein sargans-werdenberg
10198,Aerzteverein Züriplus,Bassersdorf,CH,Rebhaldenstrasse 9,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,mepha,2015,rebhaldenstrasse 9,bassersdorf,aerzteverein züriplus
2362,Aerzteverien Davos,Davos Platz,CH,Promenade 4,,,,3000.0,,,,,3120.0,hco,mepha,2017,promenade 4,davos platz,aerzteverien davos
10465,Aesculap Akademie,Sempach,CH,Seesatz 17,,,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0,hco,mundipharma,2015,seesatz 17,sempach,aesculap akademie
8642,Aesculap Akademie,Sempach,CH,Seesatz 17,,,0.0,3500.0,0.0,0.0,0.0,0.0,3500.0,hco,abbvie,2015,seesatz 17,sempach,aesculap akademie
4374,Aesculap Akademie,Sempach,CH,Seesatz 17,,,,2000.0,,,,,2000.0,hco,abbvie,2016,seesatz 17,sempach,aesculap akademie
3,Aesculap Akademie,Sempach,CH,Seesatz 17,,,,2000.0,,,,,2000.0,hco,abbvie,2017,seesatz 17,sempach,aesculap akademie
743,Affidea Cimed,Fribourg,CH,Rue de Romont 24,1700,1066345153,0.0,92181.02,0.0,0.0,16673.57,0.0,108854.59,hco,bayer,2017,rue de romont 24,fribourg,affidea cimed
4,"afsain - Aargauische Fachschule für Anästhesie-, Intensiv- und Notfallpflege",Aarau,CH,Tellstrasse 25,,,,1000.0,,,,,1000.0,hco,abbvie,2017,tellstrasse 25,aarau,"afsain - aargauische fachschule für anästhesie-, intensiv- und notfallpflege"
5095,AG Kardiovaskuläre Pflege,Pfeffingen,CH,Keltenweg 22,,,0.0,500.0,0.0,0.0,0.0,0.0,500.0,hco,bayer,2016,keltenweg 22,pfeffingen,ag kardiovaskuläre pflege
4622,Ag La Arbeitsgruppe Lipide Und Atherosklerose,Steinhausen,CH,Sennweidstrasse 46,,,,71600.0,,,,,71600.0,hco,amgen,2016,sennweidstrasse 46,steinhausen,ag la arbeitsgruppe lipide und atherosklerose
2408,AGAIA,Genève,CH,"11, rue Emile Young",,,,1000.0,,,,,1000.0,hco,merck,2017,11 rue emile young,geneve,agaia
3898,AGAIA,Genève,CH,"11, rue de Emile-Yung",,,,500.0,,,,,500.0,hco,stallergenes,2017,11 rue de emile-yung,geneve,agaia
4116,AGAM - Association Genevoise des Assistantes Médicales,Genève,CH,CP,,,,2000.0,,,,,2000.0,hco,vifor,2017,cape,geneve,agam - association genevoise des assistantes médicales
744,AGFAM,Hettlingen,CH,Herenbäumenweg 9b,8442,1055451634,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,bayer,2017,herenbaeumenw 9b,hettlingen,agfam
5096,AGFAM,Hettlingen,CH,Herenbäumenweg 9b,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,bayer,2016,herenbaeumenw 9b,hettlingen,agfam
8643,AGFAM Arbeitsgemeinschaft Fortbildung für Apotheken-Mitarbeiter,Hettlingen,CH,c/o Dr. Maunja Schröder,,,0.0,4500.0,0.0,0.0,0.0,0.0,4500.0,hco,abbvie,2015,calleoffice doktor maunja schroeder,hettlingen,agfam arbeitsgemeinschaft fortbildung für apotheken-mitarbeiter
3820,AGLA - Die Arbeitsgruppe Lipide und Atherosklerose,Steinhausen,CH,c/o Medworld AG - Sennweidstrasse 46,6312,AGLAForumSteinhausen,,6600.0,,,,,6600.0,hco,servier,2017,cob medworld ag sennweidstrasse 46,steinhausen,agla - die arbeitsgruppe lipide und atherosklerose
9162,AGLA - GSLA,Steinhausen,CH,Sennweidstrasse 46,,,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0,hco,bayer,2015,sennweidstrasse 46,steinhausen,agla - gsla
