name,location,country,address,plz,uci,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total,type,source,group,main_address
HFR Hôpital Fribourgeois Rhumatologie,Fribourg,CH,Case Postale,1708,,,1000.0,,,,,1000.0,hco,biotest,91,
HFR Hôpital fribourgeois Pédiatrie,Fribourg,CH,Case Postale,1708,,,3000.0,,,,,3000.0,hco,biotest,91,
HFR hôpital fribourgeois,Fribourg,CH,,1708,,,1000.0,,,,,1050,hco,mepha,91,
HFR-Fribourg - Hôpital cantonal,Fribourg,CH,Fribourg,1705,,,1500.0,,,,,1500,hco,mepha,15,
"HIB, Site Estavayer-le-Lac",Estavayer-le-Lac,CH,Rue de la Rochette,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,gruenenthal,155,
"HIB, Site Estavayer-le-Lac - Unité de médecine",Estavayer le Lac,CH,Rue de la Rochette,,,,2000.0,,,,,2000,hco,eli,155,
HICC GmbH - Haemostasis in Critical Care,St.Gallen,CH,Frohbergstrasse 3,,,,5500.0,,,,,5500.0,hco,cls,881,1.0
HICC Haemostasis in Critical Care GmbHZentrum für Labormedizin St. Gallen,St. Gallen,CH,Frohbergstrasse 3,9000,,,5500.0,,,,,5500.0,hco,boehringer,882,1.0
HNE - Hopital Neuchatelois,Neuchâtel,CH,Rue de la Maladière 45,,,500.0,0.0,0.0,0.0,0.0,0.0,500.0,hco,baxter,48,1.0
HNHCP,Winterthur,CH,,,,0.0,5000.0,0.0,0,0,0.0,5000.0,hco,jansen,92,
HNHCP - Haematology Nurses & Healthcare Professional Group,Winterthur,CH,Potfach 98,,,,3000.0,,,,,3000.0,hco,vifor,92,
HNHCP Group,Winterthur,CH,Postfach 98,,,,1500.0,,,,,1500,hco,bristol,92,
HNHCP Haematology Nurses & Healthcare Professionals Group,Winterthur,CH,Postfach 98,,,0.0,3000,0.0,0,0,0.0,3000,hco,pfizer,92,1.0
HNO Praxis Laufen,Laufen,CH,Rampenweg 2,,,,1000.0,,,,,1000.0,hco,meda,883,1.0
HSEC Swiss GmbH,Wollerau,CH,Siehleggstrasse 32,8832,HSECSwissWollerau,,4500.0,,,,,4500,hco,servier,884,1.0
HSEC Swiss GmbH,Wollerau,CH,"Health Service & Education, Sihleggstr. 23",8832,,,10300.0,,,,,10300.0,hco,orion,885,1.0
HUG,Genève,CH,Genève,,,35370.0,,,,,,35370.0,hco,mundipharma,886,1.0
HUG - Hôpitaux Universitaires de Genève,Chêne-Bourg,CH,Chemin du Petit-Bel-Air 2,,,,7620.0,,,,,7620.0,hco,vifor,887,1.0
HUG - Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,23800.0,0.0,0.0,2562.7,0.0,0.0,26362.7,hco,baxter,6,1.0
HUG - Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,1211,HUGGenève,,10196.0,,,1000.0,,11196,hco,servier,6,
"HUG - Hôpitaux Universitaires de Genève, Dpt. de l'enfant et de l'adolescent - service des spéc. pédiatriques",Genève,CH,Rue Willy-Donzé 6,,,,1000.0,,,,,1000.0,hco,vifor,411,
"HUG - Hôpitaux Universitaires de Genève, Département de santé mentale et de psychiatrie",Genève,CH,Rue du Grand-Pré 70C,,,,1080.0,,,,,1080.0,hco,vifor,249,
"HUG - Hôpitaux Universitaires de Genève, Service d'oncologie",Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,,5000.0,,,,,5000.0,hco,vifor,6,
"HUG - Hôpitaux Universitaires de Genève, Service de Gastroentérologie et d'Hépatologie",Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,,3024.0,,,1620.0,,4644.0,hco,vifor,6,
"HUG - Hôpitaux Universitaires de Genève, Service des spécialités psychiatriques",Genève,CH,rue de Lausanne 20bis,,,,2160.0,,,,,2160.0,hco,vifor,412,1.0
HUG Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,0.0,23684,0.0,0,0,0.0,23684,hco,pfizer,6,
HUG Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,1211,,,6850.0,,,,,6850.0,hco,orion,6,
HUG Hôpitaux Universitaires de Genève,Genève,CH,Rue du Grand Pré 70,,,,6500.0,,,2400.0,,8900.0,hco,lundbeck,249,
"HUG Hôpitaux Universitaires de Genève, Sendee d'immunologie elif allergologie",Genève,CH,4 Rue Gabrielle Perret Genbl,,,,800.0,,,,,800.0,hco,menarini,6,
HUG Hôpitaux universitaires de Genève,Genève,CH,"4, rue Gabrielle Perret-Gentil",,,,13980.0,433.3,1192.22,2500.0,,18105.52,hco,merck,6,
Haematology Nurses & Healthcare Professionals Group,Winterthur,CH,No street address available,8408,,0,0,0.0,0,1600.0,0.0,1600.00,hco,takeda,888,1.0
Haematology Nurses & Healthcare Professionals Group (HNHCP),Winterthur,CH,"Espenstrasse 33, Winterthur",8408,,0.0,4000.0,0.0,0.0,0.0,0.0,4000.0,hco,roche,92,
Haematology Nurses & Healthcare Professionals Group (HNHCP) President Herr Erik Aerts,Winterthur,CH,Espenstrasse 33,,,2000.0,0,0.0,0,0,0.0,2000.00,hco,novartis,92,
Haematology Nurses & Healthcare Professionals Group (HNHCP) President Herr Erik Aerts,Winterthur,CH,Espenstrasse 33,,,,1000.0,,,,,1000.0,hco,msd,92,
Haematology Nurses & Healthcare Professionals Group Hnhcp,Winterthur,CH,Postfach 98,,,,44500.0,,,,,44500.0,hco,amgen,92,
Hareso - Hausärzte Region Solothurn AG Präsidentin: Dr. med. C. Rossi,Solothurn,CH,Niklaus-Konrad-Str. 11,,,0,10000.00,0.0,0,0,0.0,10000.00,hco,novartis,413,1.0
Hareso AG,Solothurn,CH,"c/o PonteNet,Rosenweg 2",,,,14400.0,,,,,15120,hco,mepha,889,1.0
Hareso AG - Hausärzte Region Solothurn AG,Solothurn,CH,Niklaus-Konrad-Strasse 11,4500,40528509,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0,hco,bayer,413,
Hausarztverein Gersag,Emmenbrücke,CH,Rüeggisingerstrasse29,,,,3000.0,,,,,3200,hco,mepha,414,1.0
Hausarztverein Gersag,Emmenbrücke,CH,Rüeggisingerstrasse 29,,,,864.0,,,,,864.0,hco,vifor,414,
Hausarztverein Gossau,Gossau SG,CH,Lerchenstrasse 32,9200,40533280,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,bayer,409,
Hausärzteverein Angenstein (HAV),Bättwil,CH,Rebenstrasse 24,,,0.0,3000.24,0.0,0.0,0.0,0.0,3000.24,hco,glaxosmithkline,890,1.0
Hausärzteverein Bremgarten,Berikon,CH,Corneliastrasse 6,,,,1500.0,,,,,1500.0,hco,abbvie,891,1.0
Hausärzteverein Bremgarten,Widen,CH,Neumattstrasse 16,,,,2000.0,,,,,2000,hco,novo,892,1.0
Hausärzteverein HAV,St. Gallen,CH,St. Gallen,,,700.0,,,,,,700.0,hco,mundipharma,893,1.0
Hausärzteverein M.R. S. Gossau,Gossau,CH,Gossau,,,,1500.0,,,,,1500.0,hco,allergan,415,
Hausärzteverein M.R.S. Gossau,Gossau,CH,Ärztehaus Gossau / Dr. med. Reto Truniger,,,,1000.0,,,,,1000,hco,ferring,415,1.0
Hausärzteverein M.R.S. Gossau Präsident Dr. med. Andreas Bärlocher Praxis im Gerbhof,Gossau SG,CH,St. Gallerstrasse 77,,,0,1500.00,0.0,0,0,0.0,1500.00,hco,novartis,416,1.0
Hausärzteverein M.R.S. Gossau PräsidentDr. med. Andreas Bärlocher,Gossau SG,CH,St. Gallerstrasse 77,9200,,,1500.0,,,,,1500.0,hco,boehringer,416,
Hausärztlicher Qualitatszirkel Oberthurgau-Ost,Steinach,CH,"c/o Markus Gnädinger, Birkenweg 8",,,,4000.0,,,,,4800.0,hco,menarini,417,1.0
Hausärztlicher Qualitätszirkel,Amriswil,CH,Hölzlistrasse 15,,,,7500.0,,,,,7500.0,hco,msd,418,
Hausärztlicher Qualitätszirkel Oberthurgau West,Amriswil,CH,Hölzlistrasse 15,,,,3500.0,,,,,3500,hco,novo,418,1.0
HautZentrum Zürich AG,Zürich,CH,Schaffhauserstrasse 355,,,0,0,0.0,0,1250.00,0.0,1250.00,hco,novartis,894,1.0
Hautarztpraxis Hauser AG,Rorschach,CH,St. Gallerstrasse 1,,WCHE00002818,,,,,500.0,,500.0,hco,celgene,419,1.0
Hautarztpraxis Hauser AG Dr. med. Hauser Valérie,Rorschach,CH,St. Gallerstrasse 1,,,,,,,600.0,,600.0,hco,abbvie,419,
Hautpraxis,Liestal,CH,Mühlegasse 3,,,,1500.0,,,,,1500.0,hco,almirall,895,1.0
Health Insurance Days,Zürich,CH,Heinrichstrasse 267b,,,0.0,5000,0.0,0,0,0.0,5000,hco,pfizer,896,1.0
Hepatitis Schweiz,Zürich,CH,Konradstrasse 32,8005,,,2000.0,,,,,2000.0,hco,biotest,897,1.0
Herz-Gefâss-Stittung,Zürich,CH,"Klinik im Park, Seesbasse 210",,,,12500.0,,,,,12500.0,hco,menarini,898,1.0
HerzGefäss Stiftung,Zürich,CH,Seestrasse 220,8002,,,12500.0,,,,,12500.0,hco,daiichi,11,
HerzGefässStiftung,Zürich,CH,Seestrasse 220,8002,40536128,0.0,22500.0,0.0,0.0,0.0,0.0,22500.0,hco,bayer,11,
HerzGefässStiftung c/o Prof. Dr. Franz Wolfgang Amann,Zürich,CH,Seestrasse 220,8002,,,12500.0,,,,,12500.0,hco,boehringer,11,
HerzGefässStiftung c/o Prof. Dr. Franz Wolfgang Amann Klinik im Park AG,Zürich,CH,Seestrasse 220,,,0,25000.00,0.0,0,0,0.0,25000.00,hco,novartis,11,
HerzGefässZentrum Zürich,Zürich,CH,Seestrasse 220,,,,35000.0,,,,,35000,hco,bristol,899,1.0
HerzKlinik Hirslanden Heart Clinic Zurich AG ,Zürich,CH,Witellikerstrasse 46,,,0,0,0.0,0,1000.00,0.0,1000.00,hco,novartis,900,1.0
HerzZentrum Hirslanden Zentralschweiz,Luzern,CH,St. Annaspasse 32,6006,,,12500.0,,,,,12500.0,hco,daiichi,420,
Herzpraxis Chur,Chur,CH,Belmontstrasse 1,,,0.0,800,0.0,0,0,0.0,800,hco,pfizer,901,1.0
Herzpraxis Warteckhof,Basel,CH,Grenzacherstrasse 62,4058,40683350,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,bayer,902,1.0
Herzpraxis am Rhein,Rheinfelden,CH,Habich-Dietschy-Strasse 18,,,0.0,1500,0.0,0,0,0.0,1500,hco,pfizer,421,1.0
Herzpraxis am Rhein / Herzreha am Rhein,Rheinfelden,CH,Habich-Dietschy-Strasse 18,4310,HerzpraxisamRheinRheinfelden,,7000.0,,,,,7000,hco,servier,421,
Herzstiftung Graubünden,Chur,CH,Kantonsspitalgraubünden,,,,1000.0,,,,,1000.0,hco,amgen,903,1.0
Herzzentrum Hirslanden,Luzern,CH,Sanktannastrasse 32,,,,5400.0,,,,,5400.0,hco,amgen,904,1.0
Herzzentrum Hirslanden Zentralschweiz,Luzern,CH,St. Annastrasse 32,,,0.0,5400,0.0,0,0,0.0,5400,hco,pfizer,420,1.0
Hfr Fribourg-Hôpital Cantonal,Fribourg,CH,Chemin Despensionnats 2,,,,6500.0,881.25,427.21,1000.0,,8808.46,hco,amgen,15,
High Tech Home Care AG,Rotkreuz,CH,Buonaserstrasse 30,,,,,,327.04,,,327.04,hco,merck,905,1.0
Hirslanden AG - Klinik im Park - swiss tumor institute,Zürich,CH,Seestrasse 259,8038,,0,15900.00,0.0,0,0,0.0,15600.00,hco,takeda,11,
Hirslanden Clinique Bois-Cerf,Lausanne,CH,Avenue d'Ouchy 31,,,1000.00,0,0.0,0,0,0.0,1000.00,hco,novartis,422,
Hirslanden Klinik Aarau,Aarau,CH,Schänisweg,,,,,,,900.0,,900.0,hco,shire,906,1.0
Hirslanden Klinik St. Anna,Luzern,CH,Sankt Annastrasse 32,6006,40517562,0.0,6388.89,0.0,0.0,0.0,0.0,6388.89,hco,bayer,271,
Hirslanden Klinik St. Anna,Luzern,CH,Sanktannastrasse 32,,,,,,,3630.0,,3630.0,hco,amgen,907,1.0
Hirslanden Klinik St. Anna,Luzern,CH,St. Anna-Strasse 32,,,0.0,925.93,0.0,0.0,0.0,0.0,925.93,hco,astrazeneca,271,
Hirslanden Klinik St. Anna,Luzern,CH,Sankt Annastrasse 32,,,,463.0,678.0,1831.0,,,2972.0,hco,abbvie,271,1.0
Hirslanden Klinik im Park,Zürich,CH,Seestrasse 220,,,,2000.0,,,,,2000.0,hco,shire,11,1.0
Hirslanden Lausanne SA Clinique Bois-Cerf,Lausanne,CH,Avenue d'Ouchy 31,,,,4000.0,,,,,4000.0,hco,abbvie,422,1.0
Hochgebirgsklinik Davos,Davos Wolfgang,CH,Hermanburchardstrasse 1,,,,,916.95,4091.45,,,5008.4,hco,amgen,908,1.0
Hopital Fribourgeois,Fribourg,CH,Chemin Des Pensionnats,,,,2000.0,,,,,2000.0,hco,shire,91,1.0
Hopital Neuchatelois,La Chaux-De-Fonds,CH,Formation Continue,,,,1200.0,,,,,1200.0,hco,celgene,909,1.0
Hopital Riviera,Vevey,CH,Site De Mottex,1800,,,1620.0,,,,,1620.0,hco,sanofi,910,1.0
"Hopital Riviera-Chablais , Vaud-Valais",Vevey,CH,Avenue de la Prairie 3,,,,1500.0,199.62,652.76,,,2352.38,hco,merck,423,1.0
Hopital Universitaires de Geneve,Genève,CH,"4, rue-gabrielle-pe rret-gentil service des maladies osseuses",,,,30080.0,,2440.0,,,32520.0,hco,msd,6,
Hopital du Jura,Delément,CH,Fbg des Capucins 30,,,1500.0,0.0,0.0,0.0,0.0,0.0,1500.0,hco,baxter,81,1.0
Hopital du Valais  Centre Hospitalier du Valais Romand (CHVR),Sion,CH,Avenue du Grand-Champsec 80,,,,1000.0,,,,,1000.0,hco,merck,10,
"Hopital du Valais, Hopital de Sion",Sion,CH,Avenue du Grand-Champsec 80,,,2364.0,0.0,0.0,0.0,0.0,0.0,2364.0,hco,baxter,10,1.0
Hopitaux Universitaire De Geneve Secteur Facturation Aux Tiers,Chene-Bourg,CH,Chemin du Petit-Bel-Air 2,1225,,,2500.0,,,,,2500.0,hco,eisei,911,1.0
Hopitaux Universitaires de Genève (HUG),Genève,CH,Rue de Lausanne 20bis,,,,2000.0,,,,,2000.0,hco,sandoz,412,
Hopitaux Universitaires des Genève (HUG),Genève,CH,Rue Gabrielle-Perret -Gentil 4,,,,1500.0,,,,,1500.0,hco,sandoz,6,
Hormon Zentrum Zürich AG,Zürich,CH,Witellikerstrasse 40,,,,1000.0,,,,,1000,hco,novo,22,1.0
Hormon Zentrum Zürich AG Klinik Hirslanden,Zürich,CH,Witellikerstrasse 36,,,0,1000.0,0.0,0,0,0.0,1000.00,hco,novartis,22,
Hospiz im Park,Arlesheim,CH,Arlesheim,,,1000.0,,,,,,1000.0,hco,mundipharma,912,1.0
Hypertension Research Foundation,St. Légier,CH,Derrey le Motty 8,,,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0,hco,baxter,260,1.0
Hypertension Research Foundation,St-Légier,CH,"c/o Michel Bumier, Detrey le Motty 8",,,,2600.0,,,,,2600.0,hco,menarini,913,1.0
Hypertension Research Foundation,St-Légier,CH,Derrey le Motty 8,,,,5000.0,,,,,5000.0,hco,vifor,260,
Hôp. intercant. Broye,Estavayer-le-Lac,CH,Rue de la Rochette,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,astrazeneca,914,1.0
Hôp.du Pays-d'Enhaut,Château-d'Oex,CH,Route de l'Hôpital 17,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,astrazeneca,424,
Hôpital De Nyon -Ghol,Nyon,CH,Cheminmonastier 10,,,,3200.0,,,,,3200.0,hco,amgen,69,
Hôpital Du Jura,Delémont,CH,Fbg des Capucine 30,2800,,,1500.0,,,,,1500.0,hco,sanofi,81,
Hôpital Du Jura Bernois SA,Moutier,CH,Rue de Beausite 49,,,,2500.0,,,,,2500.0,hco,menarini,191,1.0
"Hôpital Du Jura, Porrentruy",Porrentruy,CH,Chemin Del'Hôpital 9,,,,1500.0,,,,,1500.0,hco,amgen,82,
Hôpital Du Valais,Sion,CH,Avenue Grand-Champsec 80,,,,1500.0,615.18,4667.22,,,6782.4,hco,amgen,10,
Hôpital Fribourgeois,Fribourg,CH,Case postale,1708,,,3700.0,,,,,3700.0,hco,sanofi,91,
Hôpital Fribourgeois (HFR),Fribourg,CH,Chemin des pensionnats 2-6,,,0.0,3500.0,0.0,0.0,0.0,0.0,3500.0,hco,glaxosmithkline,91,
Hôpital Fribourgeois Freiburger Spital,Fribourg,CH,Chemin des Pensionnats 2,,,15000.0,,,,800.0,,15800,hco,novo,91,
Hôpital Intercantonal De La Broye,Payerne,CH,Case postale 192,1530,,,2000.0,,,,,2000.0,hco,sanofi,915,1.0
Hôpital Intercantonal de la Broye,Payerne,CH,Estavayer-le-Lac,,,1500.0,0.0,0.0,0.0,0.0,0.0,1500.0,hco,baxter,916,1.0
Hôpital Intercantonal de la Broye,Estavayer-Ie-Lac,CH,Rue de la Rochette,,,,2000.0,,,,,2800.0,hco,menarini,155,
Hôpital Intercantonal de la Broye,Estavayer-le-Lac,CH,Rue de la Rochette,,,,2000.0,,,,,2000,hco,novo,155,1.0
"Hôpital Intercantonal de la Broye, HIB Site de Payerne",Payerne,CH,Avenue de la Colline 3,1530,40699479,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,bayer,272,
"Hôpital Intercantonal de la Broye, HIB Site de Payerne",Payerne,CH,Avenue de la Colline 3,,,1500.0,,,,,,1500.0,hco,abbvie,272,1.0
Hôpital La Chaux-de-Fonds,La Chaux-de-Fonds,CH,Rue de Chasseral 20,,7601002000277,,,689.46,1170.69,,,1860.15,hco,pierre,93,1.0
Hôpital La Tour Réseau De Soins,Meyrin,CH,Avenue Jean-Daniel Maillard 3,,,,,,460.54,,,460.54,hco,amgen,115,
Hôpital La Tour Réseau de Soins,Meyrin,CH,Avenue Jean-Daniel Maillard 3,,,,1500.0,,,,,1500,hco,bristol,115,
Hôpital La Tour SA,Meyrin,CH,Avenue J.-D.-Maillard 3,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,astrazeneca,115,
Hôpital Neuchatelois La Chaux-de-Fonds,La Chaux-de-Fonds,CH,Rue du Chasseral 20,,,,2000.0,,,,,2000,hco,biogen,93,
Hôpital Neuchâtelois,Neuchâtel,CH,Maladière 45,,,0.0,1800.0,0.0,0.0,650.0,0.0,2450.0,hco,glaxosmithkline,48,
Hôpital Neuchâtelois - Pourtalès,Neuchâtel,CH,Rue de la Maladifere 45,,,0,4000.00,0.0,0,1400.00,0.0,5400.00,hco,novartis,48,
Hôpital Neuchâtelois Pourtalès,Neuchâtel,CH,Rue de la Maladière 45,,,0.0,3400,0.0,0,2100,0.0,5500,hco,pfizer,48,
Hôpital Neuchâtelois Pourtalès,Neuchâtel,CH,Rue De Lamaladière 45,,,,,,451.18,1000.0,,1451.18,hco,amgen,48,
"Hôpital Neuchâtelois, Département de pédiatrie",Neuchâtel,CH,Maladière 45,,,,600.0,,,,,600.0,hco,vifor,48,
Hôpital Ophtalmique Jules Gonin,Lausanne,CH,Avenue De France 15,,,,3200.0,,,7500.0,,10700.0,hco,abbvie,917,1.0
Hôpital Pays d'Enhaut,Chateau-d'Oex,CH,Route de l'Hôpital,,,,1000.0,,,,,1000.0,hco,menarini,424,1.0
Hôpital Riviera Chablais,Vevey,CH,Boulevard Paderewski 3,,,,1389.0,,,,,1389,hco,biogen,94,1.0
Hôpital Riviera Chablais VD-VS,Vevey,CH,Boulevard Paderewski 3,,,,3780.0,,,,,3780,hco,bristol,94,
Hôpital Riviera Chablais VD-VS,Monthey,CH,Route de Morgins 54,,,,,354.0,455.0,,,810.0,hco,gilead,273,
Hôpital Riviera Chablais VD-VS Vevey,Vevey,CH,Boulevard Paderewski 3,,,0.0,1620,0.0,0,0,0.0,1620,hco,pfizer,94,
"Hôpital Riviera Chablais Vaud- Valais, Site de la Providence - Vevey",Vevey,CH,Avenue de la Prairie 3,,,,500.0,,,,,500,hco,eli,423,
"Hôpital Riviera Chablais Vaud- Valais, Site du Samaritain - Vevey",Vevey,CH,Boulevard Paderewski 3,,,,,,,1020.0,,1020,hco,eli,94,
"Hôpital Riviera Chablais Vaud-Valais, Site de Monthey",Monthey,CH,Route de Morgins 54,,,,1500.0,,,,,1500.0,hco,abbvie,273,1.0
Hôpital Riviera Chabläs VD-VS,Vevey,CH,Boulevard Paderewski 3,1800,,,1500.0,,,,,1500.0,hco,daiichi,94,
Hôpital Riviera-Chablais,Vevey,CH,Boulevard Paderewski 3,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,zambon,94,
Hôpital Riviera-Chablais,Monthey,CH,Rte de Morgins,,,,1500.0,,,,,1500,hco,teva,273,
Hôpital Riviera-Chablais Site du Samaritain,Vevey,CH,Boulevard Paderewski 3,,,0,1000.0,0.0,0,1700.00,0.0,2700.00,hco,novartis,94,
Hôpital Riviera-Chablais Site du Samaritain,Vevey,CH,"Boulevard Paderewski 3, Vevey",1800,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,roche,94,
Hôpital Saint-Loup (eHnv),Pompaples,CH,St-Loup 1,,,,1500.0,,,,,1500,hco,bristol,425,1.0
Hôpital Saint-Loup (eHnv),Pompaples,CH,Saint-Loup 13,,,,,526.0,514.0,,,1041.0,hco,gilead,425,
"Hôpital Sud Fribourgeois, Riaz",Riaz,CH,Rue De L'Hôpital9,,,,,691.86,1442.52,,,2134.38,hco,amgen,918,1.0
Hôpital Universitaire Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,,0.0,,,1250.0,,1250,hco,mepha,6,
Hôpital Yverdon-Les-Bains,Yverdon-Les- Bains,CH,Rued'Entremonts 11,,,,,389.55,218.77,,,608.32,hco,amgen,919,1.0
Hôpital cantonal,Fribourg,CH,Chemin des Pensionnats 2-6,,,0.0,2500.0,0.0,0.0,0.0,0.0,2500.0,hco,astrazeneca,15,
Hôpital cantonal,Fribourg,CH,Chemin des Pensionnats 2-6,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,astrazeneca,15,
Hôpital cantonal,Fribourg,CH,Chemin des Pensionnats 2-6,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,astrazeneca,15,
Hôpital cantonal,Fribourg,CH,Chemin des Pensionnats 2-6,,,0.0,0.0,117.0,58.5,0.0,0.0,175.5,hco,astrazeneca,15,
"Hôpital cantonal de Fribourg, Clinique de rhumatologie",Fnbourg,CH,Chemin des Pensionate 2-6,,,,1000.0,,,,,1800.0,hco,menarini,920,1.0
Hôpital de Fribourg,Fribourg,CH,Chemin des Pensionnats 2-6,1708,,,1200.0,,,,,1200.0,hco,orion,15,
Hôpital de La Tour,Genève,CH,Avenue J.-D.-Maillard 3,,,,6000.0,,,,,6800.0,hco,menarini,921,1.0
Hôpital de Malévoz - Service Ambulatoire,Monthey,CH,Route de Morgins 10,,,,1000.0,,,,,1000.0,hco,otsuka,922,1.0
Hôpital de Morges Ensemble Hospitaller de la Côte (EHC),Morges,CH,Chemin du Crêt 2,,,0,1000.0,0.0,0,0,0.0,1000.00,hco,novartis,112,
Hôpital de Nyon,Nyon,CH,Chemin Monastier 10,,,0.0,2200.0,0.0,0.0,0.0,0.0,2200.0,hco,astrazeneca,69,
Hôpital de Nyon - GHOL,Nyon,CH,Chemin Monastier 10,,,,1400.0,,,,,1400,hco,bristol,69,
Hôpital de Nyon / GHOL,Nyon,CH,Chemin Monastier 10,,,0,2900.0,450.0,743.10,0,0.0,4093.10,hco,novartis,69,
Hôpital de Nyon / GHOL,Nyon,CH,Chemin Monastier 10,1260,,,1900.0,,,,,1900.0,hco,boehringer,69,
Hôpital de Zone de Nyon - GHOL,Nyon,CH,Chemin Monastier 10,,,,900.0,,,,,900,hco,eli,69,
Hôpital de Zone de Nyon - GHOL,Nyon,CH,Chemin Monastier 10,1260,40518918,0.0,800.0,133.35,0.0,0.0,0.0,933.35,hco,bayer,69,
Hôpital de Zone de Nyon - GHOL - Unité d'Oncologie Médicale,Nyon,CH,Chemin Monastier 10,,,,1500.0,,,,,1500,hco,eli,69,
Hôpital de l'Enfance,Lausanne,CH,Chemin de Montétan 16,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,astrazeneca,923,1.0
Hôpital de la Tour Meyrin,Meyrin,CH,Avenue J.-D. Maillard 3,1217,,,650.0,,,,,650.0,hco,orion,115,
Hôpital des Trois Chênes,Thônex,CH,Chemin du Pont-Bochet 3,,WCHH03116564,,6000.0,,,,,6000.0,hco,celgene,924,1.0
Hôpital du Chablais,Aigle,CH,Chemin du Grand-Chêne,1860,40536207,0.0,4000.0,0.0,0.0,0.0,0.0,4000.0,hco,bayer,925,1.0
Hôpital du Jura,Delémont,CH,Delémont,,,2000.0,,,,,,2000.0,hco,mundipharma,926,1.0
Hôpital du Jura,Delémont,CH,Faubourg des Capucins 30,,,0,5300.00,0.0,0,0,0.0,5300.00,hco,novartis,81,
Hôpital du Jura,Delémont,CH,Faubourg des Capucins 30,2800,,,6500.0,,,,,6500.0,hco,boehringer,81,
Hôpital du Jura,Porrentruy,CH,Chemin de l'Hôpital 9,,7601002114783,,,,,8100.0,,8100.0,hco,future,82,
Hôpital du Jura,Porrentruy,CH,Chemin de l'Hôpital,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,zambon,82,
Hôpital du Jura,Porrentruy,CH,Service des finances,2900,HôpitalJuraPorrentruy,,500.0,,,,,500,hco,servier,927,1.0
Hôpital du Jura Bernois S.A.,St-Imier,CH,Les Fontenayes 17,,,,2500.0,,,,,2500,hco,novo,426,1.0
"Hôpital du Jura Bernois, Moutier",Moutier,CH,Rue de Beausite 49,2740,40537201,0.0,2500.0,0.0,0.0,0.0,0.0,2500.0,hco,bayer,191,
Hôpital du Jura Delémont und Porrentruy,Porrentruy,CH,Chemin de l'Hôpital 9,,,,2500.0,,,,,2500,hco,novo,82,1.0
Hôpital du Jura Site de Porrentruy,Porrentruy,CH,"Chemin de l'Hôpital 9, Porrentruy",2900,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,roche,82,
Hôpital du Jura [H_R084],Delémont,CH,Hôpital du Jura Faubourg des Capucins 30,,,,1000.0,,,,,1000.0,hco,msd,81,
Hôpital du Jura bernois SA,St-Imier,CH,Site de St-Imier - Les Fontenayes 17,2610,HôpitalJuraBernoisStImier,,2500.0,,,,,2500,hco,servier,426,
Hôpital du Jura bernois SA Site de Moutier,Moutier,CH,Rue de Beausite 49,2740,,,2500.0,,,,,2500.0,hco,boehringer,191,
Hôpital du Jura bernois SA Site de Moutier,Moutier,CH,Rue de Beausite 49,,,0,2500.00,0.0,0,0,0.0,2500.00,hco,novartis,191,
"Hôpital du Jura, Delémont",Delémont,CH,Faubourg des Capucins 30,,,0.0,1500,0.0,0,0,0.0,1500,hco,pfizer,81,
"Hôpital du Jura, Delémont",Delémont,CH,Faubourg des Capucins 30,,,0.0,1000.0,0.0,0,0,0.0,1000.0,hco,jansen,81,
"Hôpital du Jura, Delémont - Diabétologie- endocrinologie",Delémont,CH,Faubourg des Capucins 30,,,,2750.0,,,,,2750,hco,eli,81,
"Hôpital du Jura, Porrentruy",Porrentruy,CH,Chemin de l'Hôpital 9,,WCHH04140046,,500.0,,,,,500.0,hco,celgene,82,
"Hôpital du Jura, Porrentruy",Porrentruy,CH,Chemin de l'Hôpital 9,,,,1500.0,,,,,1500.0,hco,otsuka,82,
