name,location,country,address,plz,uci,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total,type,source,year,address_expand,location_expand,name_expand,r_location,r_address,r_name,group,main_address
ECMM,Basel,CH,"ECMM, Nauenstrasse 49",,,0.0,49661.3,0.0,0.0,0.0,0.0,49661.3,hco,astellas,2015,ecmm nauenstrasse 49,basel,ecmm,46,,,402,
ECMM,Basel,CH,"Nauenstrasse 49 c/o Steiger, Zumstein & Partners",,,16814.02,,,,,,16814.02,hco,gilead,2016,nauenstrasse 49 cob steiger zumstein und partners,basel,ecmm,46,,,402,
Ecms Foundation,Zürich,CH,Bleicherweg 45,,,447340.0,0.0,0.0,0.0,0.0,0.0,447340.0,hco,janssen,2016,bleicherw 45,zuerich,ecms foundation,27,,,585,
Ecms Foundation,Zürich,CH,"Bleicherweg 45, Zürich",,,614880.0,0.0,0.0,0.0,0.0,0.0,614880.0,hco,janssen,2015,bleicherw 45 zuerich,zuerich,ecms foundation,27,,,585,
Ecms Foundation,Zürich,CH,Bleicherweg 45,,,440300.0,0.0,0.0,0.0,0.0,0.0,440300.0,hco,janssen,2017,bleicherw 45,zuerich,ecms foundation,27,,,585,1.0
"ECO, Gruppe Regionale ticinese di Ecocardiografia",Locarno,CH,"c/o Dr. G. Fiori, Via Vallemaggia 10",,,0.0,3500.0,0.0,0.0,0.0,0.0,3500.0,hco,menarini,2015,presso dottore g fiori via vallemaggia 10,locarno,"eco, gruppe regionale ticinese di ecocardiografia",40,,,1394,1.0
ECTRIMS,Basel,CH,Peter Merian-Strasse,,,,65939.07,,,,,65939.07,hco,almirall,2016,peter merianstrasse,basel,ectrims,46,,,208,
ECTRIMS,Basel,CH,Peter Merian-Strasse 80,,,0.0,137300.86,0.0,0.0,0.0,0.0,137300.86,hco,almirall,2015,peter merianstrasse 80,basel,ectrims,46,,,208,
ECTRIMS,Basel,CH,Peter Merian-Strasse 80,,,0.0,92736.76,0.0,0.0,0.0,0.0,92736.76,hco,bayer,2016,peter merianstrasse 80,basel,ectrims,46,,,208,
ECTRIMS,Basel,CH,Peter Merian-Strasse 80,,,0.0,49342.44,0.0,0.0,0.0,0.0,49342.44,hco,bayer,2015,peter merianstrasse 80,basel,ectrims,46,,,208,
ECTRIMS European Committee for Treatment and Research in multiplesclerosis,Basel,CH,Peter Merian-Strasse 80,,,,76618.0,,,,,76618.0,hco,abbvie,2017,peter merianstrasse 80,basel,ectrims european committee for treatment and research in multiplesclerosis,46,,,208,1.0
Edition Médecine & Hygiène,Chêne-Bourg,CH,Chemin de la Mousse,,,,2800.0,,,,,2800.0,hco,mepha,2016,chemin de la mousse,chene-bourg,edition médecine & hygiène,32,,,150,
Editions Médecine & Hygiène,Chêne-Bourg,CH,Chemin de la Mousse 46,,,,2160.0,,,,,2160.0,hco,lundbeck,2016,chemin de la mousse 46,chene-bourg,editions médecine & hygiène,32,,,150,
Editions Médecine & Hygiène,Chêne-bourg,CH,Chemin de la Mousse 46,,,0.0,2600.0,0.0,0.0,0.0,0.0,2600.0,hco,servier,2015,chemin de la mousse 46,chene-bourg,editions médecine & hygiène,32,,,150,
Edtna/Erca,Luzern,CH,Pilatusstrasse35,,,10648.37,663.3,,,,,11311.67,hco,amgen,2017,pilatusstrasse35,luzern,edtna/erca,43,,,1395,1.0
EFORT,Rolle,CH,La Pièce 2,,,0.0,171954.78,0.0,0.0,0.0,0.0,171954.78,hco,gruenenthal,2017,la piece 2,rolle,efort,31,,,816,1.0
EFORT European Federaöon ot National Associations ol Orthopaedics andTraumatology (Leer),Rolle,CH,ZA La Pièce2,,,,86146.9,,,,,86146.9,hco,menarini,2017,zacatecas la piece2,rolle,efort european federaöon ot national associations ol orthopaedics andtraumatology (leer),31,,,1396,1.0
EFORT Head Office,Rolle,CH,ZA La Pièce 2,,,,21492.0,,,,,21492.0,hco,eli,2016,zone d'activites la piece 2,rolle,efort head office,31,,,816,
Eiszellen GmbH,Bern,CH,Lombachweg 40,,,,2000.0,,,,,2000.0,hco,ferring,2017,lombachweg 40,bern,eiszellen gmbh,17,,,817,
Eiszellen GmbH,Bern,CH,Lombachweg 40,,,,500.0,,,,,500.0,hco,abbvie,2017,lombachweg 40,bern,eiszellen gmbh,17,,,817,1.0
Eleonorenstiftung,Zürich,CH,Steinwiesstrasse 75,,,0.0,1361.0,0.0,0.0,800.0,0.0,2161.0,hco,pfizer,2017,steinwiesstrasse 75,zuerich,eleonorenstiftung,27,,,26,1.0
Emir Hrnjicevic,Baden,CH,Haselstrasse 1,,,,,,636.0,,,636.0,hco,lundbeck,2017,haselstrasse 1,baden,emir hrnjicevic,31,,,1397,1.0
EndoDia Sàrl,Biel/Bienne,CH,Bahnhofstrasse 7,,,,,,,400.0,,400.0,hco,novo,2017,bahnhofstrasse 7,biel bienne,endodia sàrl,42,,,1398,1.0
Endokrinologie Diabetologie Bern,Bern,CH,Seilerstrasse 8a,3011,,,8000.0,,,,,8000.0,hco,sanofi,2017,seilerstrasse 8a,bern,endokrinologie diabetologie bern,17,,,818,1.0
Endokrinologie und Diabetologie,Bern,CH,Freiburgstrasse 18,,,15000.0,0.0,0.0,0.0,0.0,0.0,15000.0,hco,pfizer,2015,freiburgstrasse 18,bern,endokrinologie und diabetologie,17,,,2,
Endokrinologie und Diabetologie Bern,Bern,CH,Seilerstrasse 8,,,12000.0,,,,,,12000.0,hco,novo,2016,seilerstrasse 8,bern,endokrinologie und diabetologie bern,17,,,818,
Energy Events (Vereinigung Züricher Internisten),Rotkeuz,CH,Lindenmatt,,,,3800.0,,,,,3800.0,hco,zambon,2016,lindenmatt,rotkeuz,energy events (vereinigung züricher internisten),13,,,403,
Energy of Events,Rotkreuz,CH,Lindenmatt 34,,,0.0,3800.0,0.0,0.0,0.0,0.0,3800.0,hco,pierre,2015,lindenmatt 34,rotkreuz,energy of events,12,,,403,
Ensemble Hospitalier de la Côte,Morges,CH,Chemin du Crêt 2,,,0.0,1080.0,0.0,0.0,0.0,0.0,1080.0,hco,lundbeck,2015,chemin du cret 2,morges,ensemble hospitalier de la côte,14,,,63,
Ensemble Hospitalier de la Côte,Morges,CH,Chemin du Crêt 2,,,,2000.0,,,,,2800.0,hco,menarini,2017,chemin du cret 2,morges,ensemble hospitalier de la côte,14,,,63,
Ensemble Hospitalier de la Côte,Morges,CH,Chemin du Crê  2,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,servier,2015,chemin du cre 2,morges,ensemble hospitalier de la côte,14,,,63,
Ensemble Hospitalier de la Côte,Morges,CH,Chemin du Crêt 2,,,0.0,1680.0,0.0,0.0,0.0,0.0,1680.0,hco,glaxosmithkline,2017,chemin du cret 2,morges,ensemble hospitalier de la côte,14,,,63,
Ensemble Hospitalier de la Côte,Morges,CH,chemin du Crête 2,,,0.0,1080.0,0.0,0.0,0.0,0.0,1080.0,hco,bgp,2015,chemin du crete 2,morges,ensemble hospitalier de la côte,14,,,63,
Ensemble Hospitalier de la Côte,Morges,CH,Chemin du Crêt 2,,,,1080.0,,,,,1080.0,hco,lundbeck,2017,chemin du cret 2,morges,ensemble hospitalier de la côte,14,,,63,
Ensemble Hospitalier de la Côte,Morges,CH,Chemin Du Crêt 2,,,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,hco,mundipharma,2015,chemin du cret 2,morges,ensemble hospitalier de la côte,14,,,63,
Ensemble Hospitalier de la Côte,Morges,CH,Chemin du Crêt 2,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,menarini,2015,chemin du cret 2,morges,ensemble hospitalier de la côte,14,,,63,
Ensemble Hospitalier de la Côte,Morges,CH,Chemin du Crêt 2,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,novo,2015,chemin du cret 2,morges,ensemble hospitalier de la côte,14,,,63,
Ensemble Hospitalier de la Côte,Morges,CH,Chemin du Crêt 2,,,,2000.0,,,,,2000.0,hco,bgp,2017,chemin du cret 2,morges,ensemble hospitalier de la côte,14,,,63,
Ensemble Hospitalier de la Côte,Nyon,CH,Ch. Monastier 10,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,pierre,2015,chemin monastier 10,nyon,ensemble hospitalier de la côte,33,,,1399,1.0
Ensemble Hospitalier de la Côte,Morges,CH,Chemin du Crêt 2,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,menarini,2015,chemin du cret 2,morges,ensemble hospitalier de la côte,14,,,63,
Ensemble Hospitalier De La Côte,Morges,CH,Chemin Du Crêt 2,,,,,389.55,262.81,,,652.36,hco,amgen,2017,chemin du cret 2,morges,ensemble hospitalier de la côte,14,,,63,
Ensemble Hospitalier de la Côte / Hôpital de Morges,Morges,CH,Service des Finances,,,,2000.0,,,,,2000.0,hco,menarini,2016,service des finances,morges,ensemble hospitalier de la côte / hôpital de morges,14,,,1400,1.0
Ensemble Hospitalier de la Côte EHC / Hôpital de Morges,Morges,CH,Chemin de Crêt 2 / Case Postale 384,,Ensemble_Hospitalier _de_la_Cote_EHC_H opital_de_Morges,,1000.0,,,,,1000.0,hco,galderma,2017,chemin de cret 2 case postale 384,morges,ensemble hospitalier de la côte ehc / hôpital de morges,14,,,63,1.0
"Ente Ospedale Cantonale, Ospedale della Carità",Locarno,CH,Via Ospedale 1,,,,3500.0,,,,,3500.0,hco,menarini,2016,via ospedale 1,locarno,"ente ospedale cantonale, ospedale della carità",40,,,257,
Ente Ospedale Regionale di Bellinzona e Valli- Bellinzona,Bellinzona,CH,Via Ospedale,,,0.0,1993.6,0.0,0.0,0.0,0.0,1993.6,hco,glaxosmithkline,2015,via ospedale,bellinzona,ente ospedale regionale di bellinzona e valli- bellinzona,33,,,8,
Ente Ospedale Regionale di Bellinzona e Valli-Bellinzona,Bellinzona,CH,Via Ospedale,,,0.0,3220.0,0.0,0.0,0.0,0.0,3220.0,hco,glaxosmithkline,2017,via ospedale,bellinzona,ente ospedale regionale di bellinzona e valli-bellinzona,33,,,8,
Ente Ospedale Regionale di Bellinzona e Valli-Bellinzona,BELLINZONA,CH,Via Ospedale,,,0.0,540.0,0.0,0.0,0.0,0.0,540.0,hco,glaxosmithkline,2016,via ospedale,bellinzona,ente ospedale regionale di bellinzona e valli-bellinzona,33,,,8,
Ente Ospedaliere Cantonale,Bellinzona,CH,Viale Officina 3,,,,2500.0,,,,,2500.0,hco,baxalta,2016,viale officina 3,bellinzona,ente ospedaliere cantonale,33,,,8,
Ente Ospedaliero Cantanale - EOC,Bellinzona,CH,Vale Officina 3,,,6566.58,,,,,,6566.58,hco,takeda,2016,vale officina 3,bellinzona,ente ospedaliero cantanale - eoc,33,,,8,
Ente Ospedaliero Cantonale,Lugano,CH,Via Tesserete 46,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,baxalta,2015,via tesserete 46,lugano,ente ospedaliero cantonale,57,,,481,
Ente Ospedaliero Cantonale,Bellinzona,CH,Viale Officina 3,6500,EnteOspedalieroCantonaleBellinzona,,6100.0,,,400.0,,6500.0,hco,servier,2017,viale officina 3,bellinzona,ente ospedaliero cantonale,33,,,8,
Ente Ospedaliero Cantonale,Bellinzona,CH,Viale Officina 3,,,50000.0,13000.0,,,31625.0,2325.0,96950.0,hco,biogen,2017,viale officina 3,bellinzona,ente ospedaliero cantonale,33,,,8,1.0
Ente Ospedaliero Cantonale,Bellinzona,CH,"Direzione generale, Viale Officina 3",,,,5300.0,,,,,5300.0,hco,servier,2016,direzione generale viale officina 3,bellinzona,ente ospedaliero cantonale,33,,,8,
Ente Ospedaliero Cantonale,Bellinzona,CH,,,,0.0,3600.0,0.0,0.0,3700.0,0.0,7300.0,hco,zambon,2015,,bellinzona,ente ospedaliero cantonale,33,,,8,
Ente Ospedaliero Cantonale,Bellinzona,CH,Via Lugano 4b,,,,9600.0,,,,,9600.0,hco,vifor,2016,via lugano 4b,bellinzona,ente ospedaliero cantonale,33,,,8,
Ente Ospedaliero Cantonale,Bellinzona,CH,VIALE OFFICINA 3,,,,3500.0,,,,,3500.0,hco,sandoz,2017,viale officina 3,bellinzona,ente ospedaliero cantonale,33,,,8,
Ente Ospedaliero Cantonale,Bellinzona,CH,VIALE OFFICINA 3,,,,1100.0,,,,,1100.0,hco,sandoz,2016,viale officina 3,bellinzona,ente ospedaliero cantonale,33,,,8,
Ente Ospedaliero Cantonale,Bellinzona,CH,Viale Officina 3,,,,1500.0,,,,,1500.0,hco,merck,2016,viale officina 3,bellinzona,ente ospedaliero cantonale,33,,,8,
Ente Ospedaliero Cantonale,Bellinzona,CH,Viale Officina 3,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,servier,2015,viale officina 3,bellinzona,ente ospedaliero cantonale,33,,,8,
Ente Ospedaliero Cantonale,Bellinzona,CH,Via all'Ospedale 1,,,4100.0,,,,,,4100.0,hco,mundipharma,2017,via allospedale 1,bellinzona,ente ospedaliero cantonale,33,,,8,
Ente Ospedaliero Cantonale,Bellinzona,CH,,,,,2740.8,174.08,,,,2914.88,hco,eisai,2016,,bellinzona,ente ospedaliero cantonale,33,,,8,
Ente Ospedaliero Cantonale,Lugano,CH,Via Tesserete 46,,,1500.0,,,,,,1500.0,hco,mundipharma,2017,via tesserete 46,lugano,ente ospedaliero cantonale,57,,,481,
Ente Ospedaliero Cantonale,Bellinzona,CH,,,,,2500.0,,,3400.0,,5900.0,hco,zambon,2016,,bellinzona,ente ospedaliero cantonale,33,,,8,
Ente Ospedaliero Cantonale,Bellinzona,CH,Via Ospedale,,,0.0,2481.5,470.53,787.8,3200.0,0.0,6939.83,hco,astrazeneca,2017,via ospedale,bellinzona,ente ospedaliero cantonale,33,,,8,
Ente Ospedaliero Cantonale,Bellinzona,CH,Viale Officina 3,,,,13000.0,,,3450.0,,16450.0,hco,biogen,2016,viale officina 3,bellinzona,ente ospedaliero cantonale,33,,,8,
Ente Ospedaliero Cantonale,Bellinzona,CH,Viale Officina 3,,,30000.0,12750.0,0.0,0.0,4900.0,0.0,47650.0,hco,biogen,2015,viale officina 3,bellinzona,ente ospedaliero cantonale,33,,,8,
Ente Ospedaliero Cantonale,Lugano,CH,Ospedale Regionale Di Lugano Servizio di medicina,,,,,,,1000.0,,1000.0,hco,sandoz,2017,ospedale regionale di lugano servizio di medicina,lugano,ente ospedaliero cantonale,57,,,1401,1.0
Ente Ospedaliero Cantonale,Bellinzona,CH,Via Lugano 4b,,,,600.0,,,,,600.0,hco,mepha,2016,via lugano 4b,bellinzona,ente ospedaliero cantonale,33,,,8,
Ente Ospedaliero Cantonale (EOC),Bellinzona,CH,Viale Officina 3,,7601002095099,,3650.15,,,,,3650.15,hco,future,2017,viale officina 3,bellinzona,ente ospedaliero cantonale (eoc),33,,,8,
Ente Ospedaliero Cantonale (EOC),Bellinzona,CH,Viale Officina 3,,,0.0,600.0,0.0,0.0,0.0,0.0,600.0,hco,gruenenthal,2016,viale officina 3,bellinzona,ente ospedaliero cantonale (eoc),33,,,8,
Ente Ospedaliero Cantonale (EOC),BELLINZONA,CH,Viale Officina 3,,,0.0,3300.0,0.0,0.0,0.0,0.0,3300.0,hco,glaxosmithkline,2016,viale officina 3,bellinzona,ente ospedaliero cantonale (eoc),33,,,8,
Ente Ospedaliero Cantonale (EOC),Bellinzona,CH,Viale Officina 3,,,0.0,648.0,0.0,0.0,0.0,0.0,648.0,hco,glaxosmithkline,2017,viale officina 3,bellinzona,ente ospedaliero cantonale (eoc),33,,,8,
Ente Ospedaliero Cantonale (EOC),Bellinzona,CH,Viale Officina 3,6500,,,500.0,,,,,500.0,hco,leo,2016,viale officina 3,bellinzona,ente ospedaliero cantonale (eoc),33,,,8,
Ente Ospedaliero Cantonale (EOC),Bellinzona,CH,Viale Officina 3,,,0.0,10360.0,0.0,0.0,0.0,0.0,10360.0,hco,pfizer,2017,viale officina 3,bellinzona,ente ospedaliero cantonale (eoc),33,,,8,
Ente Ospedaliero Cantonale - EOC,Bellinzona,CH,Viale Officina 3,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,amgen,2015,viale officina 3,bellinzona,ente ospedaliero cantonale - eoc,33,,,8,
Ente Ospedaliero Cantonale - EOC,Bellinzona,CH,Viale Officina 3,,,0.0,30444.0,0.0,0.0,562.5,0.0,31006.5,hco,gilead,2015,viale officina 3,bellinzona,ente ospedaliero cantonale - eoc,33,,,8,
Ente Ospedaliero Cantonale - EOC,Bellinzona,CH,Viale Officina 3,,,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,hco,vifor,2015,viale officina 3,bellinzona,ente ospedaliero cantonale - eoc,33,,,8,
Ente Ospedaliero Cantonale - EOC,Bellinzona,CH,Via Lugano 4b,,,7500.0,600.0,0.0,0.0,0.0,0.0,8100.0,hco,novo,2015,via lugano 4b,bellinzona,ente ospedaliero cantonale - eoc,33,,,8,
Ente Ospedaliero Cantonale - EOC,Bellinzona,CH,Viale Officina 3,,,2000.0,13300.0,,,,,15300.0,hco,abbvie,2016,viale officina 3,bellinzona,ente ospedaliero cantonale - eoc,33,,,8,
Ente Ospedaliero Cantonale - EOC,Bellinzona,CH,Viale Officina 3,,,0.0,5620.0,0.0,0.0,0.0,0.0,5620.0,hco,pfizer,2015,viale officina 3,bellinzona,ente ospedaliero cantonale - eoc,33,,,8,
Ente Ospedaliero Cantonale - EOC,Bellinzona,CH,Viale Officina 3,,,0.0,13555.55,0.0,0.0,0.0,0.0,13555.55,hco,bayer,2015,viale officina 3,bellinzona,ente ospedaliero cantonale - eoc,33,,,8,
Ente Ospedaliero Cantonale - EOC,Bellinzona,CH,Viale Officina 3,,,2000.0,14500.0,0.0,0.0,500.0,0.0,17000.0,hco,abbvie,2015,viale officina 3,bellinzona,ente ospedaliero cantonale - eoc,33,,,8,
Ente Ospedaliero Cantonale - EOC,Bellinzona,CH,Viale Officina 3,,,0.0,4660.0,0.0,0.0,0.0,0.0,4660.0,hco,glaxosmithkline,2015,viale officina 3,bellinzona,ente ospedaliero cantonale - eoc,33,,,8,
Ente Ospedaliero Cantonale - EOC,Bellinzona,CH,Viale Officina 3,,,,9250.0,,,2275.0,,11525.0,hco,abbvie,2017,viale officina 3,bellinzona,ente ospedaliero cantonale - eoc,33,,,8,
Ente Ospedaliero Cantonale - EOC,Bellinzona,CH,Viale Officina 3,6500,40702764,0.0,26955.55,0.0,0.0,0.0,0.0,26955.55,hco,bayer,2017,viale officina 3,bellinzona,ente ospedaliero cantonale - eoc,33,,,8,
Ente Ospedaliero Cantonale - EOC,Bellinzona,CH,Vale Officina 3,,,7268.82,1728.0,0.0,0.0,0.0,0.0,8996.82,hco,takeda,2015,vale officina 3,bellinzona,ente ospedaliero cantonale - eoc,33,,,8,
Ente Ospedaliero Cantonale - EOC,Bellinzona,CH,Viale Officina 3,6500,,0.0,0.0,0.0,0.0,1100.0,0.0,1100.0,hco,takeda,2017,viale officina 3,bellinzona,ente ospedaliero cantonale - eoc,33,,,8,
Ente Ospedaliero Cantonale Bellinzona,Lugano,CH,Dr Med Claudia Staedler Via Tesserete 46,,,0.0,4320.0,0.0,0.0,0.0,0.0,4320.0,hco,eisai,2015,dottore med claudia staedler via tesserete 46,lugano,ente ospedaliero cantonale bellinzona,57,,,481,
Ente Ospedaliero Cantonale Bellinzona,Lugano,CH,Via Tesserete 46,6900,,,4050.0,,,,,4050.0,hco,eisai,2017,via tesserete 46,lugano,ente ospedaliero cantonale bellinzona,57,,,481,1.0
Ente Ospedaliero Cantonale EOC,Bellinzona,CH,Via Lugano 4b,,,,8697.0,,,1000.0,,9697.0,hco,novo,2016,via lugano 4b,bellinzona,ente ospedaliero cantonale eoc,33,,,8,
Ente Ospedaliero Cantonale EOC Direzione Generale,Bellinzona,CH,Viale Officina 3,,,2500.0,40711.1,3718.32,6231.04,5700.0,0.0,58860.46,hco,novartis,2015,viale officina 3,bellinzona,ente ospedaliero cantonale eoc direzione generale,33,,,8,
Ente Ospedaliero Cantonale EOC Direzione Generale,Bellinzona,CH,Ente Ospedaliero Cantonale - EOC Direzione Generale Viale Officina 3,,,0.0,15800.0,0.0,0.0,6000.0,0.0,21800.0,hco,msd,2015,ente ospedaliero cantonale  eoc direzione generale viale officina 3,bellinzona,ente ospedaliero cantonale eoc direzione generale,33,,,8,
Ente Ospedaliero Cantonale EOC Direzione Generale,Bellinzona,CH,Viale Officina 3,,,145150.0,23590.0,0.0,0.0,5487.5,0.0,174227.5,hco,novartis,2017,viale officina 3,bellinzona,ente ospedaliero cantonale eoc direzione generale,33,,,8,
Ente Ospedaliero Cantonale EOC Direzione Generale,Bellinzona,CH,Viale Officina 3,,,,17100.0,,,,,17100.0,hco,msd,2017,viale officina 3,bellinzona,ente ospedaliero cantonale eoc direzione generale,33,,,8,
Ente Ospedaliero Cantonale EOC Direzione Generale,Bellinzona,CH,Viale Officina 3,,,12400.0,21675.95,2584.46,3081.0,8281.5,,48022.91,hco,novartis,2016,viale officina 3,bellinzona,ente ospedaliero cantonale eoc direzione generale,33,,,8,
Ente Ospedaliero Cantonale EOC Direzione Generale,Bellinzona,CH,Ente Ospedaliero Cantonale - EOC Direzione Generale Viale Officina 3,,,,26000.0,,,3500.0,,29500.0,hco,msd,2016,ente ospedaliero cantonale  eoc direzione generale viale officina 3,bellinzona,ente ospedaliero cantonale eoc direzione generale,33,,,8,
Ente Ospedaliero Cantonale(EOC),Bellinzona,CH,Viale Officina 3,,,0.0,27118.53,0.0,0.0,0.0,0.0,27118.53,hco,bayer,2016,viale officina 3,bellinzona,ente ospedaliero cantonale(eoc),33,,,8,
Ente Ospedaliero Cantonale(Eoc),Bellinzona,CH,Viale Officina 3,,,6000.0,7100.0,,,4570.0,79.0,17749.0,hco,amgen,2016,viale officina 3,bellinzona,ente ospedaliero cantonale(eoc),33,,,8,
Ente Ospedaliero Cantonale(Eoc),Bellinzona,CH,Viale Officina 3,,,3000.0,6550.0,,,,,9550.0,hco,amgen,2017,viale officina 3,bellinzona,ente ospedaliero cantonale(eoc),33,,,8,
Ente Ospedaliero Cantonale(EOC),Bellinzona,CH,Viale Officina 3,,,,50000.0,,,,,50000.0,hco,bgp,2017,viale officina 3,bellinzona,ente ospedaliero cantonale(eoc),33,,,8,
Ente Ospedaliero Cantonale(EOC),Bellinzona,CH,Viale Officina 3,6500,,,1500.0,,,,,1500.0,hco,leo,2017,viale officina 3,bellinzona,ente ospedaliero cantonale(eoc),33,,,8,
Ente Ospedaliero Cantonale(EOC),Bellinzona,CH,Viale Officina 3,,,1400.0,6500.0,1249.0,,,,9149.0,hco,actelion,2016,viale officina 3,bellinzona,ente ospedaliero cantonale(eoc),33,,,8,
Ente Ospedaliero Cantonale(EOC),Bellinzona,CH,Viale Officina 3,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,gruenenthal,2017,viale officina 3,bellinzona,ente ospedaliero cantonale(eoc),33,,,8,
Ente Ospedaliero Cantonale(EOC),Bellinzona,CH,Viale Officina 3,,,,2000.0,,,,,2000.0,hco,shire,2017,viale officina 3,bellinzona,ente ospedaliero cantonale(eoc),33,,,8,
Ente Ospedaliero Cantonale(EOC),Bellinzona,CH,Viale Officina 3,,,4000.0,8335.45,27000.0,,250.0,,39585.45,hco,gilead,2016,viale officina 3,bellinzona,ente ospedaliero cantonale(eoc),33,,,8,
Ente Ospedaliero Cantonale(EOC),Bellinzona,CH,Viale Officina 3,,,,,,,1500.0,,1500.0,hco,actelion,2017,viale officina 3,bellinzona,ente ospedaliero cantonale(eoc),33,,,8,
Ente Ospedaliero Cantonale(EOC),Bellinzona,CH,Viale Officina 3,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,janssen,2017,viale officina 3,bellinzona,ente ospedaliero cantonale(eoc),33,,,8,
Ente Ospedaliero Cantonale(EOC),Bellinzona,CH,Viale Officina 3,,,29000.0,1000.0,,,6111.0,,36111.0,hco,gilead,2017,viale officina 3,bellinzona,ente ospedaliero cantonale(eoc),33,,,8,
"Ente Ospedaliero Cantonale, Departimento di Pediatria",Bellinzona,CH,Via Lugano 4 b,,,,1389.0,,,,,1389.0,hco,csl,2017,via lugano 4 b,bellinzona,"ente ospedaliero cantonale, departimento di pediatria",33,,,8,
"Ente Ospedaliero Cantonale, Ospedale la Carità",Locarno,CH,,,,,3500.0,,,,,3500.0,hco,menarini,2017,,locarno,"ente ospedaliero cantonale, ospedale la carità",40,,,257,1.0
Entlebucher Hausärztetage / VLUHA,Entlebuch,CH,Dorf 57,,,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,hco,glaxosmithkline,2015,dorf 57,entlebuch,entlebucher hausärztetage / vluha,24,,,1402,1.0
Entlebucher Hausärztetage / VLUHA,Emmenbrücke,CH,Rüeggisinger-strasse 29,,,0.0,10185.0,0.0,0.0,0.0,0.0,10185.0,hco,mepha,2015,rueeggisingerstrasse 29,emmenbrucke,entlebucher hausärztetage / vluha,21,,,1403,1.0
EOC - Ente Ospedaliero Cantonale,Bellinzona,CH,Ospedale San Giovanni,,,,1200.0,,,,,1200.0,hco,merck,2016,ospedale san giovanni,bellinzona,eoc - ente ospedaliero cantonale,33,,,8,
EOC - Ente Ospedaliero Cantonale,Bellinzona,CH,Ospedale San Giovanni,,,,1000.0,,,,,1000.0,hco,merck,2017,ospedale san giovanni,bellinzona,eoc - ente ospedaliero cantonale,33,,,8,
EOC - Ospedale Regionale di Lugano,Lugano,CH,Via Tesserete 46,,,,3380.0,,,,,3380.0,hco,vifor,2017,via tesserete 46,lugano,eoc - ospedale regionale di lugano,57,,,17,
EOC / Ente Ospedale Regionale di Lugano,Lugano,CH,via Tesserete 46,,,0.0,1728.0,0.0,0.0,0.0,0.0,1728.0,hco,lundbeck,2015,via tesserete 46,lugano,eoc / ente ospedale regionale di lugano,57,,,17,
Eoc Ente Ospedaliero Cantonale - Ospedale Regionale Di Bellinzona E,Bellinzona,CH,Ospedale San Giovanni,6500,,48480.0,42210.01,,702.0,9448.35,,100840.36,hco,sanofi,2017,ospedale san giovanni,bellinzona,eoc ente ospedaliero cantonale - ospedale regionale di bellinzona e,33,,,8,
EOC Ente Ospedaliero Cantonale del cantone Ticino,Bellinzona,CH,Ospedale San Giovanni,,EOC_Ente_Ospedalie ro_Cantonale_del_can tone_Ticino,,,,,750.0,,750.0,hco,galderma,2017,ospedale san giovanni,bellinzona,eoc ente ospedaliero cantonale del cantone ticino,33,,,8,
EOC Ente Ospedaliero Cantonale del Ticino,Bellinzona,CH,Ospedale San Giovanni,,,,,,,1500.0,,1500.0,hco,galderma,2016,ospedale san giovanni,bellinzona,eoc ente ospedaliero cantonale del ticino,33,,,8,
EOC Ospedale Regionale di Bellinzona e Valli,Bellinzona,CH,,,,,1500.0,,,,,1500.0,hco,menarini,2016,,bellinzona,eoc ospedale regionale di bellinzona e valli,33,,,8,
"EOC Ospedale Regionale di Lugano, Civico e Italiano",Lugano,CH,Via Tesserete 46,,,,1600.0,,,,,1600.0,hco,menarini,2016,via tesserete 46,lugano,"eoc ospedale regionale di lugano, civico e italiano",57,,,17,
EOC Ospedale Regionale di Mendrisio Beata Vergine,Mendrisio,CH,Casella Postale,1652,,,600.0,,,,,600.0,hco,lundbeck,2017,casella postale,mendrisio,eoc ospedale regionale di mendrisio beata vergine,12,,,819,1.0
"EOC, Ospedale Regionale di Bellinzona e Valli",Bellinzona,CH,,,,,1000.0,,,,,1800.0,hco,menarini,2017,,bellinzona,"eoc, ospedale regionale di bellinzona e valli",33,,,8,
EORTC GI Group,Genève,CH,4. rue GabriellePerret-Gentil,,,,1000.0,,,,,1000.0,hco,merck,2016,4 rue gabrielleperret-gentil,geneve,eortc gi group,29,,,1404,1.0
