internalid,name,location,country,address,plz,uci,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total,type,source,address_expand,location_expand,name_expand,parent
5734,CPMA SA,Lausanne,CH,Rue de la Vigie 5,,,,,654.0,2057.55,,,2711.55,hco,merck,rue de la vigie 5,lausanne,cpma sa,-1
8879,Crohn Colitis Schweiz,Aarau,CH,Colitis ulcerosa Vereinigung SMCCV,,,,6000.0,,,,,6000.0,hco,vifor,colitis ulcerosa vereinigung smccv,aarau,crohn colitis schweiz,-1
8277,CRR SuvaCare,Sion,CH,Avenue Grand-Champsec 90,,,,5385.0,,,,,5385.0,hco,ucb,avenue grand-champsec 90,sion,crr suvacare,-1
315,CRR SuvaCare,Sion,CH,Avenue Grand-Champsec 90,,,,1500.0,,,,,1500.0,hco,abbvie,avenue grand-champsec 90,sion,crr suvacare,-1
3637,CRR SuvaCare,Sion,CH,Avenue Grand-Champsec 90,,WCHH08729033,,929.0,,,,,928.5,hco,celgene,avenue grand-champsec 90,sion,crr suvacare,-1
3332,CRR SuvaCare,Sion,CH,Avenue Grand-Champsec 90,,,,1500.0,,,,,1500.0,hco,bristol,avenue grand-champsec 90,sion,crr suvacare,-1
675,CRR SuvaCare - Réadaptation Neurologique,Sion,CH,Avenue Grand-Champsec 90,,,,,,,1000.0,,1000.0,hco,almirall,avenue grand-champsec 90,sion,crr suvacare - réadaptation neurologique,-1
4120,CRR SuvaCare / Clinique romande de réadaptation,Sion,CH,Avenue Grand- Champsec 90,,,,929.0,,,,,929.0,hco,eli,avenue grand champsec 90,sion,crr suvacare / clinique romande de réadaptation,8894
1058,Crr Suvacare / Clinique Romande De Réadaptation,Sion,CH,Avenue Grand-Champsec 90,,,,3392.75,,,,,3392.75,hco,amgen,avenue grand-champsec 90,sion,crr suvacare / clinique romande de réadaptation,8894
1874,Davos Congress,Davos,CH,Talstrasse 41,7270,40703088,0.0,1800.0,0.0,0.0,0.0,0.0,1800.0,hco,bayer,talstrasse 41,davos,davos congress,8927
4699,Davos Congress,Davos Platz,CH,Talstrasse 41,,,0.0,3177.15,0.0,0.0,0.0,0.0,3177.15,hco,glaxosmithkline,talstrasse 41,davos platz,davos congress,8927
3811,Davos congress (Mediweek Davos),Davos Platz,CH,Talstrasse 41,7270,,,4950.0,,,,,4950.0,hco,daiichi,talstrasse 41,davos platz,davos congress (mediweek davos),8927
7076,DEFEO,Piacenza,CH,Via San Giovanni,,,,895.92,,,,,895.92,hco,pierre,via san giovanni,piacenza,defeo,-1
3315,Departement Biomedizin,Basel,CH,Hebelstrasse 20,,,,10000.0,,,,,10000.0,hco,bristol,hebelstrasse 20,basel,departement biomedizin,-1
316,Derma Limmattal AG,Schlieren,CH,Uitikonerstrasse 9,,,,,,,400.0,,400.0,hco,abbvie,uitikonerstrasse 9,schlieren,derma limmattal ag,8932
676,Dermatologische Gesellschaft,St. Gallen,CH,Kugelgasse 8,,,,2000.0,,,,,2000.0,hco,almirall,kugelgasse 8,saint gallen,dermatologische gesellschaft,8935
5066,Dermatologische Gesellschaft,St. Gallen,CH,Kugelgasse 8,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,janssen,kugelgasse 8,saint gallen,dermatologische gesellschaft,8935
317,Dermatologische Gesellschaft,St. Gallen,CH,Kugelgasse 8,,,,2000.0,,,,,2000.0,hco,abbvie,kugelgasse 8,saint gallen,dermatologische gesellschaft,8935
5735,Dermatologische Gesellschaft Ostschweiz,St. Gallen,CH,Kugelgasse 8,,,,2000.0,,,,,2000.0,hco,merck,kugelgasse 8,saint gallen,dermatologische gesellschaft ostschweiz,8935
3638,Dermatologische Gesellschaft Ostschweiz DGO,St. Gallen,CH,Kugelgasse 8,,,,2000.0,,,,,2000.0,hco,celgene,kugelgasse 8,saint gallen,dermatologische gesellschaft ostschweiz dgo,8935
3325,Dermatologische Klinik,Zürich,CH,Gloriastrasse 31,,,,4000.0,,,,,4000.0,hco,bristol,gloriastrasse 31,zuerich,dermatologische klinik,8936
318,Dermatologische Klinik,Zürich,CH,Gloriastrasse 31,,,,,,,2625.0,170.0,2795.0,hco,abbvie,gloriastrasse 31,zuerich,dermatologische klinik,8936
7731,Dermatologische Klinik im Universitätsspital Zürich,Zürich,CH,Gloriastr. 31,8091,,,6440.45,,,,,6440.45,hco,sanofi,gloriastraat 31,zuerich,dermatologische klinik im universitätsspital zürich,8936
4431,Dermatologische Klinik Inselspital,Bern,CH,"Inselspital Bern, Insel Gruppe AG Freiburgstrasse 18",,Dermatologische_Klini k_Inselspital,,2154.0,,,4000.0,,6154.0,hco,galderma,inselspital bern insel gruppe ag freiburgstrasse 18,bern,dermatologische klinik inselspital,-1
5611,Dermatologische Klinik USZ Institut für Hausarztmedizin,Zürich,CH,Rämistrasse 100,8091,,,2000.0,,,,,2000.0,hco,mepha,raemistrasse 100,zuerich,dermatologische klinik usz institut für hausarztmedizin,8936
319,Dermatologische Praxis,Basel,CH,Gempenstrasse 2A,,,,,,,500.0,,500.0,hco,abbvie,gempenstrasse 2a,basel,dermatologische praxis,8939
2822,"DIA Europe, Middle East &Africa",Basel,CH,Küchengasse 16,,,,,2898.2,,,,2898.2,hco,biogen,kuechengasse 16,basel,"dia europe, middle east &africa",8942
7732,Diabetes Biel-Bienne,Biel/Bienne,CH,Rue de la gare 7,2502,,,,,,800.0,,800.0,hco,sanofi,rue de la gare 7,biel bienne,diabetes biel-bienne,-1
7729,Diabetes Zug,Zug,CH,Aegeristrasse 52,6300,,,,,,250.0,,250.0,hco,sanofi,aegeristrasse 52,zug,diabetes zug,8945
6785,diabetesregionbasel,Basel,CH,Marktplatz 5,,,,500.0,,,,,500.0,hco,novo,marktplatz 5,basel,diabetesregionbasel,-1
6786,Diabetessolothurn,Olten,CH,Solothurnerstrasse 7,,,1500.0,,,,,,1500.0,hco,novo,solothurnerstrasse 7,olten,diabetessolothurn,8947
1545,Diafit,Baden,CH,Rütistrasse 3A,,,0.0,15000.0,0.0,0.0,0.0,0.0,15000.0,hco,astrazeneca,ruetistrasse 3a,baden,diafit,10448
6044,"DIAfit c/o Universitätsklin ik für Diabetologie, Endokrinologie, Ernährungsmedizi n",Bern,CH,"DIAfit - c/o Universitätsklin ik für Diabetologie, - Endokrinologie, Ernährungsmedizi n Freiburgstrasse",,,15000.0,50000.0,,,,,65000.0,hco,msd,diafit  cob universitaetsklin ik fuer diabetologie  endokrinologie ernaehrungsmedizi nord freiburgstrasse,bern,diafit ,-1
8173,Diakonie Bethanien,Zürich,CH,Buckhauserstrasse 36,,,,1500.0,,,,,1500.0,hco,teva,buckhauserstrasse 36,zuerich,diakonie bethanien,8950
1059,Die Herzgefässstiftung,Zürich,CH,Seestrasse 220,,,,30000.0,,,,,30000.0,hco,amgen,seestrasse 220,zuerich,die herzgefässstiftung,8953
1546,Die Schweizerische Ärztegesellschaft,St. Gallen,CH,Kolumbanstrasse 2,,,0.0,7820.02,0.0,0.0,0.0,0.0,7820.02,hco,astrazeneca,kolumbanstrasse 2,saint gallen,die schweizerische ärztegesellschaft,8955
3054,Die Schweizerische Ärztegesellschaft für ManuelleMedizin (SAMM),St. Gallen,CH,Kolumbanstrasse 2,9008,,,11220.0,,,,,11220.0,hco,boehringer,kolumbanstrasse 2,saint gallen,die schweizerische ärztegesellschaft für manuellemedizin (samm),8955
5067,Direction générale HUG,Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,janssen,rue gabrielle-perret-gentil 4,geneve,direction générale hug,-1
6787,Doccare,Fehraltorf,CH,Im Baumgarten 1,,,,5000.0,,,,,5000.0,hco,novo,im baumgarten 1,fehraltorf,doccare,8957
2711,doccare,Fehraltorf,CH,Im Baumgarten 1,,,,5000.0,,,,,5000.0,hco,bgp,im baumgarten 1,fehraltorf,doccare,8957
5558,Doccare - Hausärzte,Fehraltorf,CH,Im Baumgarten 1,,,,10000.0,,,,,10000.0,hco,mepha,im baumgarten 1,fehraltorf,doccare - hausärzte,8957
6045,doccare - Hausärzte c/o Dr. med. Thomas Zogg,Fehraltorf,CH,doccare - Hausärzte - c/o Dr. med. Thomas Zogg Im Baumgarten 1,,,,4000.0,,,,,4000.0,hco,msd,doccare  hausaerzte  cob doktor der medizin thomas zogg im baumgarten 1,fehraltorf,doccare - hausärzte ,8957
3754,DocEvent SA,Lausanne,CH,Chemin Craivavers 11,,,,,,,7620.0,,7620.0,hco,csl,chemin craivavers 11,lausanne,docevent sa,8959
2712,DOXnet,Laupen BE,CH,Bösingenstrasse 16,,,,3000.0,,,,,3000.0,hco,bgp,boesingenstrasse 16,laupen be,doxnet,8963
4432,Doxnet,Ortschwaben,CH,Olympiaweg 1,,Doxnet_3042,,1000.0,,,,,1000.0,hco,galderma,olympiaweg 1,ortschwaben,doxnet,-1
4891,DOXnet - Ärztenetzwe,Urke tBtliegrenn,CH,Ahornweg 5,,,0.0,100000.0,0.0,0.0,0.0,0.0,100000.0,hco,gruenenthal,ahornweg 5,urke tbtliegrenn,doxnet - ärztenetzwe,-1
1875,DOXnet - Ärztenetzwerk Bern Nord / West,Neuenegg,CH,Oeleweg 2,3176,40519916,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,bayer,oeleweg 2,neuenegg,doxnet - ärztenetzwerk bern nord / west,8539
7961,DOXnet - Ärztenetzwerk Bern Nord/West,Hinterkappelen,CH,Kappelenring 6,3032,DOXnetBremgarten,,1000.0,,,,,1000.0,hco,servier,kappelenring 6,hinterkappelen,doxnet - ärztenetzwerk bern nord/west,8541
1548,Doxnet Aerztenetzwerk Bern Nord-west,Hinterkappelen,CH,Kappelenring 6,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,astrazeneca,kappelenring 6,hinterkappelen,doxnet aerztenetzwerk bern nord-west,8541
3055,DOXnet Aerztenetzwerk Bern Nord/West Herr Dr. med.Köstner Beat,Neuenegg,CH,Oeleweg 2,3176,,,3000.0,,,,,3000.0,hco,boehringer,oeleweg 2,neuenegg,doxnet aerztenetzwerk bern nord/west herr dr. med.köstner beat,8539
6046,DOXnet Aerztenetzwerk Bern Nord/West Präsident: Dr. med. Köstner Beat,Neuenegg,CH,DOXnet Aerztenetzwerk Bern Nord/West - Präsident: Dr. med. Köstner Beat Oeleweg 2,,,,2000.0,,,,,2000.0,hco,msd,doxnet aerztenetzwerk bern nordwest  praesident doktor der medizin koestner beat oeleweg 2,neuenegg,doxnet aerztenetzwerk bern nord/west präsident: dr. med. köstner beat,8539
7730,DOXnet Ärztenetzwerk Bern Nord / We,Hinterkappelen,CH,Kappelenring 6,3032,,,4000.0,,,6000.0,,10000.0,hco,sanofi,kappelenring 6,hinterkappelen,doxnet ärztenetzwerk bern nord / we,8541
9124,DOXnet Ärztenetzwerk Bern Nord / West,Hinterkappelen,CH,"c/o Dr. med. Roland Segginger, Kappelenring 6",,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,zambon,cob doktor der medizin roland segginger kappelenring 6,hinterkappelen,doxnet ärztenetzwerk bern nord / west,8541
5534,DOXnet Ärztenetzwerk Bern Nord-West,Hinterkappelen,CH,SeggingerKappelenring 6,,,,4000.0,,,,,4000.0,hco,mepha,seggingerkappelenring 6,hinterkappelen,doxnet ärztenetzwerk bern nord-west,8541
5351,"Doxnet,ch Aerztenetzwerk Bern Nord / West",Hinterkappelen,CH,Hinterkappelen,,,,2000.0,,,,,2000.0,hco,lundbeck,hinterkappelen,hinterkappelen,"doxnet,ch aerztenetzwerk bern nord / west",8541
7373,dr-ouwerkerk ag - just-medical!,Baar,CH,Blegistrasse 5,6340,,31894.0,0.0,0.0,0.0,0.0,0.0,31894.0,hco,roche,blegistrasse 5,baar,dr-ouwerkerk ag - just-medical!,8966
8131,Dr. med Francis Levy / Allergologie in der Praxis,Zürich,CH,Löwenstrasse 42,,,,3000.0,,,,,3000.0,hco,stallergenes,loewenstrasse 42,zuerich,dr. med francis levy / allergologie in der praxis,9849
320,Dr. Robert GmbH,Bern,CH,Zieglerstrasse 30,,,,800.0,,,,,800.0,hco,abbvie,zieglerstrasse 30,bern,dr. robert gmbh,8968
7513,DragonPharm GmbH,Zürich,CH,Hohlstrasse 509,,,,,,,557.1,,557.1,hco,sandoz,hohlstrasse 509,zuerich,dragonpharm gmbh,8970
6788,Drug Information Association,Basel,CH,Kuechengasse 16,,,,7360.0,31337.0,,179.0,,38875.0,hco,novo,kuechengasse 16,basel,drug information association,8971
5456,Ducommun Julien for Groupement Vaudois des Spécialists en Allergologie et Immunologie Clinique,Vevey,CH,Avenue du Général- Guisan 26,,,,1000.0,,,,,1000.0,hco,meda,avenue du general guisan 26,vevey,ducommun julien for groupement vaudois des spécialists en allergologie et immunologie clinique,-1
6986,Département de Psychiatrie CHUV,Lausanne,CH,Avenue d'Echallens 9,,,,2200.0,,,,,2200.0,hco,otsuka,avenue d'echallens 9,lausanne,département de psychiatrie chuv,-1
5736,EAACI Headquarters,Zürich,CH,Hagenholzstrasse 111,,,145907.02,232285.56,,,,,378192.58,hco,merck,hagenholzstrasse 111,zuerich,eaaci headquarters,8975
3323,EADO,Glattbrugg,CH,Flughofstrasse 54,,,,140115.0,,,,,140115.0,hco,bristol,flughofstrasse 54,glattbrugg,eado,8976
1060,Eado,Glattbrugg,CH,Flughofstrasse 54,,,11742.0,28355.68,,,,,40097.68,hco,amgen,flughofstrasse 54,glattbrugg,eado,8976
321,EADV,Lugano,CH,Via Serafino Balestra 22B,,,,325620.0,,,,,325620.0,hco,abbvie,via serafino balestra 22b,lugano,eadv,8977
3312,EADV,Lugano,CH,Via Serafino Balestra 22b,,,,120615.0,,,,,120615.0,hco,bristol,via serafino balestra 22b,lugano,eadv,8977
1061,Eadv European Academy Of Dermatology And Venereology,Lugano,CH,Via Serafino Balestra 22B,,,,400.25,,,,,400.25,hco,amgen,via serafino balestra 22b,lugano,eadv european academy of dermatology and venereology,8977
4565,EASL,Genève,CH,Rue Daubin 7,,,,831636.0,,,,,831636.0,hco,gilead,rue daubin 7,geneve,easl,8979
322,EASL,Genève,CH,Rue Daubin 7,,,364781.0,239050.0,,,,,603831.0,hco,abbvie,rue daubin 7,geneve,easl,8979
3331,EASL,Genève,CH,Rue Daubin 7,,,290535.0,378270.0,,,,,668805.0,hco,bristol,rue daubin 7,geneve,easl,8979
323,EASL European Association for the Study of the Liver,Genève,CH,Rue Daubin 7,,,,603355.0,,,,,603355.0,hco,abbvie,rue daubin 7,geneve,easl european association for the study of the liver,8979
6047,EASL International Liver Foundation Biotech Campus,Genève,CH,EASL International Liver Foundation - Biotech Campus Chemin des Mines 9,,,3010.45,,,,,,3010.45,hco,msd,easl international liver foundation  biotech campus chemin des mines 9,geneve,easl international liver foundation biotech campus,8979
7514,Eastcare AG,St. Gallen,CH,Ikarusstrasse 9,,,,5500.0,,,,,5500.0,hco,sandoz,ikarusstrasse 9,saint gallen,eastcare ag,8980
3251,ecms Foundation,Zürich,CH,Bleicherweg 45,,,,59000.0,,,,,59000.0,hco,bristol,bleicherw 45,zuerich,ecms foundation,8986
5068,Ecms Foundation,Zürich,CH,Bleicherweg 45,,,27600.0,0.0,0.0,0.0,0.0,0.0,27600.0,hco,janssen,bleicherw 45,zuerich,ecms foundation,8986
1062,Edtna/Erca,Luzern,CH,Pilatusstrasse 35,,,11435.7,694.04,,,,,12129.74,hco,amgen,pilatusstrasse 35,luzern,edtna/erca,8990
4892,EFORT,Rolle,CH,La Pièce 2,,,0.0,6680286.0,0.0,0.0,0.0,0.0,6680286.0,hco,gruenenthal,la piece 2,rolle,efort,8991
7733,EG Endokrinologie Diabetologie Bern,Bern,CH,Seilerstrasse 8a,3011,,,8000.0,,,,,8000.0,hco,sanofi,seilerstrasse 8a,bern,eg endokrinologie diabetologie bern,8996
8073,Eleonorenstiftung:Kinderspital Zürich,Zürich,CH,Steinwiesstrasse 75,,,,14000.0,1200.64,1360.77,,,16561.41,hco,shire,steinwiesstrasse 75,zuerich,eleonorenstiftung:kinderspital zürich,8993
9135,elimed AG,Baden,CH,Badstrasse 32,,,0.0,0.0,355.0,98.0,0.0,0.0,453.0,hco,zambon,badstrasse 32,baden,elimed ag,-1
5457,Emery Montant Florence for Association Genevoise de Médecins de famille internistes généralistes,Genève,CH,Chemin de Beau-Soleil 22,,,,2000.0,,,,,2000.0,hco,meda,chemin de beau-soleil 22,geneve,emery montant florence for association genevoise de médecins de famille internistes généralistes,8634
1549,Endokrinologie Diabetologie Bern,Bern,CH,Seilerstrasse 8,,,0.0,0.0,0.0,0.0,1250.0,0.0,1250.0,hco,astrazeneca,seilerstrasse 8,bern,endokrinologie diabetologie bern,8996
1608,Endokrinologie und Diabetes Zürcher Unterland AG,Embrach,CH,Römerweg 51,,,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0,hco,astrazeneca,roemerw 51,embrach,endokrinologie und diabetes zürcher unterland ag,-1
1063,Endokrinologikum Schweiz Gmbh,Luzern,CH,Zürichstrasse 5,,,,,,,500.0,,500.0,hco,amgen,zuerichstrasse 5,luzern,endokrinologikum schweiz gmbh,-1
2713,energy of events,Rotkreuz,CH,Lindenmatt 34,,,,3800.0,,,,,3800.0,hco,bgp,lindenmatt 34,rotkreuz,energy of events,8998
7077,energy of events,Rotkreuz,CH,Lindenmatt 34,,,,3800.0,,,,,3800.0,hco,pierre,lindenmatt 34,rotkreuz,energy of events,8998
8880,Ensemble Hospitalier de la Côte,Morges,CH,Chemin du Crêt 2,,,,1077.0,,,807.75,,1884.75,hco,vifor,chemin du cret 2,morges,ensemble hospitalier de la côte,8999
6789,Ensemble Hospitalier de la Côte,Morges,CH,Chemin du-Crêt 2,,,1000.0,,,,,,1000.0,hco,novo,chemin du-cret 2,morges,ensemble hospitalier de la côte,8999
488,Ente  Ospedalie ro Ca nt onale(EO C),Bellinzona,CH,Viale Officina 3,,,,6500.0,,,,,6500.0,hco,actelion,viale officina 3,bellinzona,ente  ospedalie ro ca nt onale(eo c),8720
5394,Ente Opedaliero Cantonale,Bellinzona,CH,Bellinzona,,,,6808.0,,,,,6808.0,hco,lundbeck,bellinzona,bellinzona,ente opedaliero cantonale,8720
6498,Ente Ospedaliero Cantonale,Bellinzona,CH,Bellinzona,6500,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,norgine,bellinzona,bellinzona,ente ospedaliero cantonale,8720
7515,Ente Ospedaliero Cantonale,Bellinzona,CH,VIALE OFFICINA 3,,,5000.0,5500.0,,,,,10500.0,hco,sandoz,viale officina 3,bellinzona,ente ospedaliero cantonale,8720
7962,Ente Ospedaliero Cantonale,Bellinzona,CH,Via Lugano 4b,6500,EnteOspedalieroCantonaleBellinzona,,3600.0,,,,,3600.0,hco,servier,via lugano 4b,bellinzona,ente ospedaliero cantonale,8720
2823,Ente Ospedaliero Cantonale,Bellinzona,CH,Viale Officina 3,,,30000.0,13749.35,,,350.0,,44099.35,hco,biogen,viale officina 3,bellinzona,ente ospedaliero cantonale,8720
8074,Ente Ospedaliero Cantonale (EOC),Bellinzona,CH,Viale Officina 3,,,,6500.0,,,,,6500.0,hco,shire,viale officina 3,bellinzona,ente ospedaliero cantonale (eoc),8720
3639,Ente Ospedaliero Cantonale (EOC),Bellinzona,CH,Viale Officina 3,,WCHH06410396,30000.0,14500.0,,,3060.0,,47560.0,hco,celgene,viale officina 3,bellinzona,ente ospedaliero cantonale (eoc),8720
4566,Ente Ospedaliero Cantonale (EOC),Bellinzona,CH,Viale Officina 3,,,,5000.0,500.0,3500.0,2937.0,,11937.0,hco,gilead,viale officina 3,bellinzona,ente ospedaliero cantonale (eoc),8720
5069,Ente Ospedaliero Cantonale (EOC),Bellinzona,CH,Viale Officina 3,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,janssen,viale officina 3,bellinzona,ente ospedaliero cantonale (eoc),8720
677,Ente Ospedaliero Cantonale (EOC),Bellinzona,CH,Viale Officina 3,,,,5500.0,,,,,5500.0,hco,almirall,viale officina 3,bellinzona,ente ospedaliero cantonale (eoc),8720
4700,Ente Ospedaliero Cantonale (EOC),Bellinzona,CH,Viale Officina 3,,,0.0,4914.0,0.0,0.0,0.0,0.0,4914.0,hco,glaxosmithkline,viale officina 3,bellinzona,ente ospedaliero cantonale (eoc),8720
3305,Ente Ospedaliero Cantonale (EOC),Bellinzona,CH,Viale Officina 3,,,,15666.0,,,,,15666.0,hco,bristol,viale officina 3,bellinzona,ente ospedaliero cantonale (eoc),8720
324,Ente Ospedaliero Cantonale (EOC),Bellinzona,CH,Viale Officina 3,,,,15000.0,,,4935.0,95.0,20030.0,hco,abbvie,viale officina 3,bellinzona,ente ospedaliero cantonale (eoc),8720
4349,Ente Ospedaliero Cantonale (EOC),Bellinzona,CH,Viale Officina 3,,7601002095099,,2000.0,,,,,2000.0,hco,future,viale officina 3,bellinzona,ente ospedaliero cantonale (eoc),8720
5163,Ente Ospedaliero Cantonale (EOC),Bellinzona,CH,Viale Officina 3,6500,,,2000.0,,,,,2000.0,hco,leo,viale officina 3,bellinzona,ente ospedaliero cantonale (eoc),8720
1876,Ente Ospedaliero Cantonale - EOC,Bellinzona,CH,Viale Officina 3,6500,40529766,0.0,20664.05,0.0,0.0,0.0,0.0,20664.05,hco,bayer,viale officina 3,bellinzona,ente ospedaliero cantonale - eoc,8720
1064,Ente Ospedaliero Cantonale -Eoc,Bellinzona,CH,Viale Officina 3,,,,10925.95,281.15,181.4,,,11388.5,hco,amgen,viale officina 3,bellinzona,ente ospedaliero cantonale -eoc,8720
3812,Ente Ospedaliero Cantonale Bellinzona e Valli,Bellinzona,CH,Viale Officina 3,6500,,,2950.0,,,,,2950.0,hco,daiichi,viale officina 3,bellinzona,ente ospedaliero cantonale bellinzona e valli,8720
6790,Ente Ospedaliero Cantonale EOC,Bellinzona,CH,Via Lugano 4b,,,4357.0,8333.0,,,1500.0,,14190.0,hco,novo,via lugano 4b,bellinzona,ente ospedaliero cantonale eoc,8720
6048,Ente Ospedaliero Cantonale EOC Direzione Generale,Bellinzona,CH,Ente Ospedaliero Cantonale - EOC Direzione Generale Viale Officina 3,,,,22700.0,,,,,22700.0,hco,msd,ente ospedaliero cantonale  eoc direzione generale viale officina 3,bellinzona,ente ospedaliero cantonale eoc direzione generale,8720
5737,EOC - Instituto Oncologico della Svizzera Italiana,Bellinzona,CH,Ospedale San Giovanni,,,,2500.0,,,,,2500.0,hco,merck,ospedale san giovanni,bellinzona,eoc - instituto oncologico della svizzera italiana,-1
8881,EOC Ente ospedaliero Cantonale,Bellinzona,CH,C.P.,2645,,12000.0,12823.5,,,2100.0,20.0,26943.5,hco,vifor,cape,bellinzona,eoc ente ospedaliero cantonale,8720
7734,Eoc Ente Ospedaliero Cantonale - Ospedale Regionale Di Bellinzona,Bellinzona,CH,Ospedale San Giovanni,6500,,,22824.11,,926.65,54072.3,,77823.06,hco,sanofi,ospedale san giovanni,bellinzona,eoc ente ospedaliero cantonale - ospedale regionale di bellinzona,8720
2824,EPFL,Lausanne,CH,Route Cantonale,,,,3990.0,,,,,3990.0,hco,biogen,route cantonale,lausanne,epfl,9009
8278,Epi-Suisse,Zürich,CH,Seefeldstrasse 84,,,,4000.0,,,,,4000.0,hco,ucb,seefeldstrasse 84,zuerich,epi-suisse,-1
7516,EQUAM Stiftung,Bern,CH,Effingerstrasse 25,,,,5000.0,,,,,5000.0,hco,sandoz,effingerstrasse 25,bern,equam stiftung,9012
8882,Equilibrium,Zug,CH,Postfach 405,,,,20000.0,,,,,20000.0,hco,vifor,postfach 405,zug,equilibrium,-1
6385,Equipage - UTC,Zénauva,CH,"Zénauva, Ch. des Botchets 24",,,118.0,,,,,,118.0,hco,mundipharma,zenauva chemin des botchets 24,zenauva,equipage - utc,9013
1550,Equipage-UTC,Zénauva,CH,Ch. Des Botchets 24,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,astrazeneca,chemin des botchets 24,zenauva,equipage-utc,9013
4121,Equipage-UTC,Zénauva FR,CH,Chemin des Botchets 24,,,,2154.0,,,,,2154.0,hco,eli,chemin des botchets 24,zenauva father,equipage-utc,9013
1214,ERS,Lausanne,CH,"Avenue Sainte-Luce 4, Lausanne",1003,Not Available,1343.55,,,,,,1343.55,hco,astellas,avenue sainte-luce 4 lausanne,lausanne,ers,9014
3763,ERS European Respiratory Society,Lausanne,CH,Avenue Sainte-Luce 4,,,,147167.0,,,,,147167.0,hco,csl,avenue sainte-luce 4,lausanne,ers european respiratory society,9014
3056,ERS European Respiratory Society ERS Headquarters,Lausanne,CH,Avenue Sainte-Luce 4,1003,,23144.0,963905.41,,,,,987049.41,hco,boehringer,avenue sainte-luce 4,lausanne,ers european respiratory society ers headquarters,9014
3888,Erstes Zürcher Oberländer Brustkrebs Symposium 26.10.2017 Organisator (Zahlungsempfänger) Bv Congress Gmbh Gegenleistung: Ausstellerstand,Gossau,CH,Industriestrasse 37,8625,,,486.0,,,,,486.0,hco,eisai,industriestrasse 37,gossau,erstes zürcher oberländer brustkrebs symposium 26.10.2017 organisator (zahlungsempfänger) bv congress gmbh gegenleistung: ausstellerstand,-1
8075,ESC WG through Paragong Group,Genève,CH,18 Louis Casale,,,,5696.5,,,,,5696.5,hco,shire,18 louis casale,geneve,esc wg through paragong group,-1
4567,ESCMID,Basel,CH,. Postfach 214,,,,106221.0,,,,,106221.0,hco,gilead,postfach 214,basel,escmid,9018
5738,ESGO,Genève,CH,Rue Francois-Versonn ex 7,,,,32844.09,,,,,32844.09,hco,merck,rue francois-versonn ex 7,geneve,esgo,9047
325,ESMO,Viganello,CH,Via Luigi Taddei 4,,,,155627.0,,,,,155627.0,hco,abbvie,via luigi taddei 4,viganello,esmo,9021
3286,ESMO,Viganello,CH,via Luigi Taddei 4,,,53835.0,731308.0,,,13554.0,,798697.0,hco,bristol,via luigi taddei 4,viganello,esmo,9021
3887,Esmo,Viganello- Lugano,CH,Via Luigi Taddei ESMO Head Office,6962,,,361964.96,,,,,361964.96,hco,eisai,via luigi taddei esmo head office,viganello lugano,esmo,9021
1215,ESMO,Viganello,CH,"via Luigi Taddei 4, Viganello",6962,Not Available,,178749.9,,,,,178749.9,hco,astellas,via luigi taddei 4 viganello,viganello,esmo,9021
3640,ESMO,Viganello,CH,Via Luigi Taddei 4,,WCHH00004984,72997.0,125315.67,2297.0,,,,200609.51,hco,celgene,via luigi taddei 4,viganello,esmo,9021
4122,ESMO (European Society for Medical Oncology),Viganello,CH,via Luigi Taddei 4,,,33741.0,664601.0,,,58887.0,,757229.0,hco,eli,via luigi taddei 4,viganello,esmo (european society for medical oncology),9021
1065,Esmo (European Society For Medical Oncology),Viganello,CH,Via Luigi Taddei 4,,,161421.76,208591.4,,,,,370013.16,hco,amgen,via luigi taddei 4,viganello,esmo (european society for medical oncology),9021
5739,ESMO (European Society of Medical Oncology),VIGANELLO (LUGANO),CH,VIA L. TADDEI N. 4,,,,163200.67,,,,,163200.67,hco,merck,via lago taddei north 4,viganello lugano,esmo (european society of medical oncology),9021
7963,ESMO - European Society for Medical Oncology,Viganello-Lugano,CH,Via Luigi Taddei 4,6962,ESMOViganelloLugano,360329.0,,,,,,360329.0,hco,servier,via luigi taddei 4,viganello-lugano,esmo - european society for medical oncology,9021
3057,ESMO European Society for Medical Oncology,Viganello,CH,Via Luigi Taddei 4,6962,,,243301.3,,,,,243301.3,hco,boehringer,via luigi taddei 4,viganello,esmo european society for medical oncology,9021
7374,ESMO European Society for Medical Oncology,Viganello,CH,Via Luigi Taddei 4,6962,,203064.12,1320715.65,0.0,0.0,0.0,0.0,1523779.77,hco,roche,via luigi taddei 4,viganello,esmo european society for medical oncology,9021
