,name,location,country,address,plz,uci,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total,type,source,address_expand,location_expand,parent,r_name,r_location,r_address,r_ratio,log
2284,Gruppo Medico Formazione,Giubiasco,CH,,,,,3300.0,,,,,3300,hco,mepha,nan,giubiasco,2558,26,18,11,55,"name=100,location=100,address=100,total=300"
2057,Gruppo Medico Formazione,Giubiasco,CH,Casella postale 823,,,,3300.0,,,,,3300.0,hco,lundbeck,casella postale 823,giubiasco,1742,26,18,23,67,"name=100,location=100,address=100,total=300"
1454,Gruppo Medico Formazione,Roveredo GR,CH,San Fedele,,,,3300.0,,,,,3300,hco,eli,san fedele,roveredo guerrero,805,26,20,31,77,"name=100,location=100,address=100,total=300"
2558,Gruppo Medico Formazione,Giubiasco,CH,,,,,6600.0,,,,,6600.0,hco,msd,nan,giubiasco,2702,26,18,11,55,"name=100,location=100,address=100,total=300"
2017,Gruppo Medico Formazione,Giubiasco,CH,"Gruppo Medico Formazione, Dr. Renzo Rigotti",6512,,,3300.0,,,,,3300.0,hco,leo,gruppo medico formazione dottore renzo rigotti,giubiasco,2017,26,18,26,70,
2702,Gruppo Medico Formazione,Giubiasco,CH,,,,3300.0,,,,,,3300.0,hco,mundipharma,nan,giubiasco,2284,26,18,11,55,"name=100,location=100,address=100,total=300"
4356,Gruppo Medico Formazione (Corso Aggiornamento Medico di Base),Giubiasco,CH,Via Ressiga 5,,,0.0,3300.0,0.0,0.0,0.0,0.0,3300.0,hco,zambon,via ressiga 5,giubiasco,4356,35,18,28,81,
806,Gruppo Pochi ma buoni (PMB),Lugano,CH,Via delle Scuole 34,6900,40529869,0.0,700.0,0.0,0.0,0.0,0.0,700.0,hco,bayer,via delle scuole 34,lugano,806,25,42,34,101,
1097,Gruppo dei Cardiologi Ticinesi c/o Dr. med.Marco Facchini,Muralto,CH,Via della Stazione 9,6600,,,750.0,,,,,750.0,hco,boehringer,via della stazione 9,muralto,1097,44,20,22,86,
2182,Gruppo di qualità di Viganello,Pregassona,CH,"c/o Dr Roberto Di Stefano, Via alle Vigne 7",,,,3000.0,,,,,3800.0,hco,menarini,presso dottore roberto di stefano via alle vigne 7,pregassona,2182,27,26,21,74,
2181,Gruppo di qualità ’Campagna Adorna',Coldrerio,CH,"c/o Lorenzo E. Binaghi, Via Mercole 2b",,,,1500.0,,,,,1500.0,hco,menarini,presso lorenzo e binaghi via mercole 2b,coldrerio,1841,30,27,33,90,"name=88,location=100,address=100,total=288"
314,Gsasa,Bern,CH,,,,3000.0,,,,,,3000.0,hco,amgen,nan,bern,3584,15,24,11,50,"name=100,location=100,address=100,total=300"
3670,Gsasa - Schweizerischer Verein der Amts- und Spitalapotheker,Bern,CH,,3000,,,10800.0,,,,,10800.0,hco,sanofi,nan,bern,3584,40,24,11,75,"name=100,location=100,address=100,total=300"
50,Gyn A.R.T. AG,Zürich,CH,Hardturmstrasse 130,,,800.0,,,,,,800.0,hco,abbvie,hardturmstrasse 130,zuerich,50,22,30,23,75,
474,Gynécologie Suisse SGGG,Bern,CH,Altenbergstrasse 29,,,0.0,6570.0,0.0,0.0,0.0,0.0,6570.0,hco,astrazeneca,altenbergstrasse 29,bern,1556,29,24,29,82,"name=100,location=100,address=100,total=300"
315,Gzo Spital Wetzikon,Wetzikon Zh,CH,Spitalstrasse 66,,,,,858.78,1731.31,,,2590.09,hco,amgen,spitalstrasse 66,wetzikon zh,2880,22,25,25,72,"name=100,location=100,address=100,total=300"
3072,Gäuer Ärzte Fortbildungspool,Kestenholz,CH,Bachmattstrasse 1,,,,500.0,,,,,500,hco,novo,bachmattstrasse 1,kestenholz,3072,30,26,24,80,
2554,Gäuerärzte Fortbildungspool c/o Dr. med. E. Küenzi,Hägendorf,CH,Bachstrasse 18,,,,500.0,,,,,500.0,hco,msd,bachstrasse 18,haegendorf,2554,45,43,27,115,
3257,H+ Die Spitäler der Schweiz,Bern,CH,Lorrainestrasse 4A,,,0.0,9180,0,0,1500,0,10680,hco,pfizer,lorrainestrasse 4a,bern,4164,32,24,35,91,"name=100,location=100,address=100,total=300"
4164,H+ Die Spitäler der Schweiz,Bern,CH,Lorrainestrasse 4A,,,,4860.0,,,,,4860.0,hco,vifor,lorrainestrasse 4a,bern,2881,32,24,35,91,"name=100,location=100,address=100,total=300"
2881,H+ Die Spitäler der Schweiz Verband Spital,Bern,CH,Lorrainestrasse 4A,,,0,0,0,0,3000.00,0,3000.00,hco,novartis,lorrainestrasse 4a,bern,3257,39,24,35,98,"name=100,location=100,address=100,total=300"
1456,H+O communications ag,Küssnacht am Rigi,CH,Bahnhofstrasse 17,,,,3000.0,,,,,3000,hco,eli,bahnhofstrasse 17,kuessnacht am rigi,1456,29,32,30,91,
3256,HAV Hausärzteverein Gossau,Gossau SG,CH,Lerchenstrasse 32,,,0.0,1500,0,0,0,0,1500,hco,pfizer,lerchenstrasse 32,gossau sargento segundo,810,32,33,30,95,"name=87,location=100,address=100,total=287"
2186,HAV St Galten,SL Gallen,CH,c/o Vladimir Sibalic. Partetrasse 16,,,,3000.0,,,,,3800.0,hco,menarini,presso vladimir sibalic partetrasse 16,san luis potosi gallen,2186,27,29,22,78,
1855,HAV St.Gallen,St. Gallen,CH,Schreinerstrasse 7,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,gruenenthal,schreinerstrasse 7,saint gallen,1855,27,32,41,100,
3585,HAWADOC AG,Winterthur,CH,Gammarkt 1,,,,10000.0,,,,,10000.0,hco,sandoz,gammarkt 1,winterthur,2389,14,26,23,63,"name=100,location=100,address=86,total=286"
3269,HCOs,IBDnet,Zürich,CH,,Postfach,,0,55000,0,0,0,0,hco,pfizer,chemin,ibdnet,3269,9,32,27,68,
53,HESAV - Haute Ecole de Santé Vaud,Lausanne,CH,Avenue de Beaumont 21,,,1000.0,,,,,,1000.0,hco,abbvie,avenue de beaumont 21,lausanne,733,37,48,27,112,"name=83,location=100,address=100,total=283"
733,HEdS Haute école de santé,Lausanne,CH,Av. de Beaumont 21,,,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0,hco,baxter,avenue de beaumont 21,lausanne,733,35,48,27,110,
707,HEdS Haute école de santé,Genève,CH,Avenue de Champel 47,,,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0,hco,baxter,avenue de champel 47,geneve,707,35,32,39,106,
4166,HFR - Fribourg-Hôpital Cantonal,Fribourg,CH,Chemin des Pensionnats 2,,,,1000.0,,,800.0,,1800.0,hco,vifor,chemin des pensionnats 2,fribourg,2889,31,29,30,90,"name=100,location=100,address=100,total=300"
735,HFR - Hôpital cantonal de Fribourg,Friboourg,CH,Chemin des Pensionnats 2-6,,,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0,hco,baxter,chemin des pensionnats 2-6,friboourg,4166,34,27,29,90,"name=100,location=94,address=100,total=294"
2188,HFR Fribourg,Fribourg,CH,Hôpital cantonal,,,,500.0,,,,,6500.0,hco,menarini,hopital cantonal,fribourg,2188,19,29,25,73,
2704,HFR Fribourg - Hôpital Cantonal,Fribourg,CH,,,,2800.0,,,,,,2800.0,hco,mundipharma,nan,fribourg,2321,31,29,11,71,"name=100,location=100,address=100,total=300"
2889,HFR Fribourg - Hôpital cantonal,Fribourg,CH,Chemin des Pensionnats 2-6,,,4380.00,4400.00,299.00,1288.30,1500.00,0,11867.30,hco,novartis,chemin des pensionnats 2-6,fribourg,3471,31,29,29,89,"name=100,location=100,address=100,total=300"
3471,HFR Fribourg - Hôpital cantonal,Fribourg,CH,Chemin des Pensionnats 2-6,1708,,0.0,5500.0,0.0,0.0,14270.0,0.0,19770.0,hco,roche,chemin des pensionnats 2-6,fribourg,4166,31,29,29,89,"name=100,location=100,address=100,total=300"
1101,HFR Fribourg - Hôpital cantonal,Fribourg,CH,Chemin des Pensionnats 2-6,1708,,,,,,750.0,,750.0,hco,boehringer,chemin des pensionnats 2-6,fribourg,4166,31,29,29,89,"name=100,location=100,address=100,total=300"
2439,HFR Fribourg - Hôpital cantonal,Fribourg,CH,Case postale,,,,4000.0,616.0,5000.0,750.0,,10366.0,hco,merck,case postale,fribourg,2439,31,29,21,81,
2562,HFR Fribourg - Hôpital cantonal,Fribourg,CH,Chemin des Pensionnats 2-6,,,,3500.0,,,,,3500.0,hco,msd,chemin des pensionnats 2-6,fribourg,4166,31,29,29,89,"name=100,location=100,address=100,total=300"
1457,"HFR Fribourg- Hôpital Cantonal - Service de Rhumatologie, Médecine Physique et Rééducation",Fribourg,CH,Chemin des Pensionnats 2,,,,1500.0,,,,,1500,hco,eli,chemin des pensionnats 2,fribourg,4166,40,29,30,99,"name=100,location=100,address=100,total=300"
813,HFR Fribourg-Hôpital Cantonal,Fribourg,CH,Chemin des Pensionnats 2,1708,1052325881,0.0,8000.0,0.0,0.0,0.0,0.0,8000.0,hco,bayer,chemin des pensionnats 2,fribourg,4166,31,29,30,90,"name=100,location=100,address=100,total=300"
962,HFR Fribourg-Hôpital Cantonal,Fribourg,CH,Chemin des Pensionnats 2,,,,1000.0,,,,,1000.0,hco,bgp,chemin des pensionnats 2,fribourg,4166,31,29,30,90,"name=100,location=100,address=100,total=300"
3923,HFR Fribourg-Hôpital Cantonal,Fribourg,CH,Chemin des Pensionnats 2,1708,,0,5500.00,0,0,1200.00,0,6700.00,hco,takeda,chemin des pensionnats 2,fribourg,4166,31,29,30,90,"name=100,location=100,address=100,total=300"
1922,HFR Fribourg-Hôpital Cantonal,Fribourg,CH,Chemin des Pensionnats 2,,,0.0,5530.0,0,0,1000,0,6530.0,hco,jansen,chemin des pensionnats 2,fribourg,4166,31,29,30,90,"name=100,location=100,address=100,total=300"
4072,HFR Fribourg-Hôpital Cantonal,Fribourg,CH,Chemin des Pensionnats 2,,,,1000.0,,,,,1000.0,hco,ucb,chemin des pensionnats 2,fribourg,4166,31,29,30,90,"name=100,location=100,address=100,total=300"
1856,HFR Fribourg-Hôpital Cantonal,Fribourg,CH,Chemin des Pensionnats 2,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,gruenenthal,chemin des pensionnats 2,fribourg,4166,31,29,30,90,"name=100,location=100,address=100,total=300"
1205,HFR Fribourg-Hôpital Cantonal,Fribourg,CH,Chemin des Pensionnats 2,,,,14550.0,,,,,14550,hco,bristol,chemin des pensionnats 2,fribourg,4166,31,29,30,90,"name=100,location=100,address=100,total=300"
3262,HFR Fribourg-Hôpital Cantonal,Fribourg,CH,Chemin des Pensionnats 2,,,0.0,14700,1750,2974,1650,0,21074,hco,pfizer,chemin des pensionnats 2,fribourg,4166,31,29,30,90,"name=100,location=100,address=100,total=300"
54,HFR Fribourg-Hôpital Cantonal,Fribourg,CH,Chemin des Pensionnats 2,,,,3700.0,,,1500.0,,5200.0,hco,abbvie,chemin des pensionnats 2,fribourg,4166,31,29,30,90,"name=100,location=100,address=100,total=300"
1256,HFR Fribourg-Hôpital Cantonal,Fribourg,CH,Chemin des Pensionnats 2,,WCHH02537086,5000.0,3600.0,,,,,8600.0,hco,celgene,chemin des pensionnats 2,fribourg,4166,31,29,30,90,"name=100,location=100,address=100,total=300"
1043,HFR Hôpital Fribourgeois Rhumatologie,Fribourg,CH,Case Postale,1708,,,1000.0,,,,,1000.0,hco,biotest,case postale,fribourg,3674,37,29,21,87,"name=100,location=100,address=100,total=300"
1042,HFR Hôpital fribourgeois Pédiatrie,Fribourg,CH,Case Postale,1708,,,3000.0,,,,,3000.0,hco,biotest,case postale,fribourg,3674,34,29,21,84,"name=100,location=100,address=100,total=300"
2332,HFR hôpital fribourgeois,Fribourg,CH,,1708,,,1000.0,,,,,1050,hco,mepha,nan,fribourg,1746,31,29,11,71,"name=100,location=100,address=14,total=214"
2321,HFR-Fribourg - Hôpital cantonal,Fribourg,CH,,1705,,,1500.0,,,,,1500,hco,mepha,nan,fribourg,2188,31,29,11,71,"name=100,location=100,address=21,total=221"
1857,"HIB, Site Estavayer-le-Lac",Estavayer-le-Lac,CH,Rue de la Rochette,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,gruenenthal,rue de la rochette,estavayer-le-lac,1458,34,28,29,91,"name=100,location=100,address=100,total=300"
1458,"HIB, Site Estavayer-le-Lac - Unité de médecine",Estavayer le Lac,CH,Rue de la Rochette,,,,2000.0,,,,,2000,hco,eli,rue de la rochette,estavayer le lac,1458,39,28,29,96,
1335,HICC GmbH - Haemostasis in Critical Care,St.Gallen,CH,Frohbergstrasse 3,,,,5500.0,,,,,5500.0,hco,cls,frohbergstrasse 3,stora gallen,1335,36,32,24,92,
1102,HICC Haemostasis in Critical Care GmbHZentrum für Labormedizin St. Gallen,St. Gallen,CH,Frohbergstrasse 3,9000,,,5500.0,,,,,5500.0,hco,boehringer,frohbergstrasse 3,saint gallen,1102,36,32,24,92,
727,HNE - Hopital Neuchatelois,Neuchâtel,CH,Rue de la Maladière 45,,,500.0,0.0,0.0,0.0,0.0,0.0,500.0,hco,baxter,rue de la maladiere 45,neuchatel,1747,33,36,32,101,"name=86,location=100,address=100,total=286"
1923,HNHCP,Winterthur,CH,,,,0.0,5000.0,0,0,0,0,5000.0,hco,jansen,nan,winterthur,3470,9,26,11,46,"name=100,location=100,address=22,total=222"
4167,HNHCP - Haematology Nurses & Healthcare Professional Group,Winterthur,CH,Potfach 98,,,,3000.0,,,,,3000.0,hco,vifor,potfach 98,winterthur,1201,36,26,23,85,"name=100,location=100,address=95,total=295"
1201,HNHCP Group,Winterthur,CH,Postfach 98,,,,1500.0,,,,,1500,hco,bristol,postfach 98,winterthur,3263,19,26,22,67,"name=100,location=100,address=100,total=300"
3263,HNHCP Haematology Nurses & Healthcare Professionals Group,Winterthur,CH,Postfach 98,,,0.0,3000,0,0,0,0,3000,hco,pfizer,postfach 98,winterthur,4167,38,26,22,86,"name=99,location=100,address=95,total=294"
2118,HNO Praxis Laufen,Laufen,CH,Rampenweg 2,,,,1000.0,,,,,1000.0,hco,meda,rampenweg 2,laufen,2118,23,63,52,138,
3752,HSEC Swiss GmbH,Wollerau,CH,Siehleggstrasse 32,8832,HSECSwissWollerau,,4500.0,,,,,4500,hco,servier,siehleggstrasse 32,wollerau,3752,23,29,35,87,
3151,HSEC Swiss GmbH,Wollerau,CH,"Health Service & Education, Sihleggstr.23",8832,,,10300.0,,,,,10300.0,hco,orion,health service & education sihleggstr.23,wollerau,3151,23,29,30,82,
2709,HUG,Genève,CH,,,,35370.0,,,,,,35370.0,hco,mundipharma,nan,geneve,4171,6,32,11,49,"name=100,location=100,address=17,total=217"
4170,HUG - Hôpitaux Universitaires de Genève,Chêne-Bourg,CH,Chemin du Petit-Bel-Air 2,,,,7620.0,,,,,7620.0,hco,vifor,chemin du petit-bel-air 2,chene-bourg,4170,37,33,34,104,
3753,HUG - Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,1211,HUGGenève,,10196.0,,,1000.0,,11196,hco,servier,rue gabrielle-perret-gentil 4,geneve,709,37,32,31,100,"name=100,location=100,address=100,total=300"
709,HUG - Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,23800.0,0.0,0.0,2562.7,0.0,0.0,26362.7,hco,baxter,rue gabrielle-perret-gentil 4,geneve,4175,37,32,31,100,"name=100,location=100,address=100,total=300"
4172,"HUG - Hôpitaux Universitaires de Genève, Dpt. de l'enfant et de l'adolescent - service des spéc. pédiatriques",Genève,CH,Rue Willy-Donzé 6,,,,1000.0,,,,,1000.0,hco,vifor,rue willy-donze 6,geneve,1018,38,32,30,100,"name=100,location=100,address=100,total=300"
4171,"HUG - Hôpitaux Universitaires de Genève, Département de santé mentale et de psychiatrie",Genève,CH,Rue du Grand-Pré 70C,,,,1080.0,,,,,1080.0,hco,vifor,rue du grand-pre 70c,geneve,2059,43,32,28,103,"name=100,location=100,address=81,total=281"
4175,"HUG - Hôpitaux Universitaires de Genève, Service d'oncologie",Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,,5000.0,,,,,5000.0,hco,vifor,rue gabrielle-perret-gentil 4,geneve,3753,41,32,31,104,"name=100,location=100,address=100,total=300"
4173,"HUG - Hôpitaux Universitaires de Genève, Service de Gastroentérologie et d'Hépatologie",Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,,3024.0,,,1620.0,,4644.0,hco,vifor,rue gabrielle-perret-gentil 4,geneve,3753,39,32,31,102,"name=100,location=100,address=100,total=300"
4174,"HUG - Hôpitaux Universitaires de Genève, Service des spécialités psychiatriques",Genève,CH,rue de Lausanne 20bis,,,,2160.0,,,,,2160.0,hco,vifor,rue de lausanne 20bis,geneve,3588,42,32,27,101,"name=86,location=100,address=100,total=286"
3268,HUG Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,0.0,23684,0,0,0,0,23684,hco,pfizer,rue gabrielle perret-gentil 4,geneve,3753,34,32,31,97,"name=100,location=100,address=100,total=300"
2059,HUG Hôpitaux Universitaires de Genève,Genève,CH,Rue du Grand Pré 70,,,,6500.0,,,2400.0,,8900.0,hco,lundbeck,rue du grand professeure 70,geneve,2059,37,32,28,97,
3152,HUG Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,1211,,,6850.0,,,,,6850.0,hco,orion,rue gabrielle-perret-gentil 4,geneve,3753,37,32,31,100,"name=100,location=100,address=100,total=300"
2197,"HUG Hôpitaux Universitaires de Genève, Sendee d'immunologie elif allergologie",Genève,CH,4 Rue Gabrielle Perret Genbl,,,,800.0,,,,,800.0,hco,menarini,4 rue gabrielle perret genbl,geneve,3753,34,32,32,98,"name=100,location=100,address=95,total=295"
2444,HUG Hôpitaux universitaires de Genève,Genève,CH,"4, rue Gabrielle Perret-Gentil",,,,13980.0,433.3,1192.22,2500.0,,18105.52,hco,merck,4 rue gabrielle perret-gentil,geneve,3753,37,32,31,100,"name=100,location=100,address=100,total=300"
3924,Haematology Nurses & Healthcare Professionals Group,Winterthur,CH,No street address available,8408,,0,0,0,0,1600.0,0,1600.00,hco,takeda,no street address available,winterthur,3924,38,26,28,92,
3470,Haematology Nurses & Healthcare Professionals Group (HNHCP),Winterthur,CH,Espenstrasse 33,8408,,0.0,4000.0,0.0,0.0,0.0,0.0,4000.0,hco,roche,espenstrasse 33,winterthur,2559,38,26,26,90,"name=100,location=100,address=100,total=300"
2559,Haematology Nurses & Healthcare Professionals Group (HNHCP) President Herr Erik Aerts,Winterthur,CH,Espenstrasse 33,,,,1000.0,,,,,1000.0,hco,msd,espenstrasse 33,winterthur,2882,35,26,26,87,"name=100,location=100,address=100,total=300"
2882,Haematology Nurses & Healthcare Professionals Group (HNHCP) President Herr Erik Aerts,Winterthur,CH,Espenstrasse 33,,,2000.0,0,0,0,0,0,2000.00,hco,novartis,espenstrasse 33,winterthur,3470,35,26,26,87,"name=100,location=100,address=100,total=300"
316,Haematology Nurses &Healthcareprofessionals Grouphnhcp,Winterthur,CH,Postfach 98,,,,44500.0,,,,,44500.0,hco,amgen,postfach 98,winterthur,3263,33,26,22,81,"name=89,location=100,address=100,total=289"
2883,Hareso - Hausärzte Region Solothurn AG Präsidentin: Dr. med. C. Rossi,Solothurn,CH,Niklaus-Konrad-S tr. 11,,,0,10000.00,0,0,0,0,10000.00,hco,novartis,niklaus-konrad-s township road 11,solothurn,2883,44,27,20,91,
2381,Hareso AG,Solothurn,CH,"c/o PonteNet,Rosenweg 2",,,,14400.0,,,,,15120,hco,mepha,centreob pontenet rosenweg 2,solothurn,2381,20,27,36,83,
809,Hareso AG - Hausärzte Region Solothurn AG,Solothurn,CH,Niklaus-Konrad-Strasse 11,4500,40528509,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0,hco,bayer,niklaus-konradstrasse 11,solothurn,809,39,27,25,91,
2406,Hausarztverein Gersag,Emmenbrücke,CH,Rüeggisingerstrasse29,,,,3000.0,,,,,3200,hco,mepha,rueggisingerstrasse29,emmenbrucke,4165,34,33,27,94,"name=100,location=100,address=86,total=286"
4165,Hausarztverein Gersag,Emmenbrücke,CH,Rüeggisingerstrasse 29,,,,864.0,,,,,864.0,hco,vifor,rueeggisingerstrasse 29,emmenbrucke,4165,34,33,31,98,
810,Hausarztverein Gossau,Gossau SG,CH,Lerchenstrasse 32,9200,40533280,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,bayer,lerchenstrasse 32,gossau sargento segundo,810,31,33,30,94,
1744,Hausärzteverein Angenstein (HAV),Bättwil,CH,Rebenstrasse 24,,,0.0,3000.24,0.0,0.0,0.0,0.0,3000.24,hco,glaxosmithkline,rebenstrasse 24,baettwil,1744,37,29,39,105,
3077,Hausärzteverein Bremgarten,Widen,CH,Neumattstrasse 16,,,,2000.0,,,,,2000,hco,novo,neumattstrasse 16,widen,3077,32,33,24,89,
51,Hausärzteverein Bremgarten,Berikon,CH,Corneliastrasse 6,,,,1500.0,,,,,1500.0,hco,abbvie,corneliastrasse 6,berikon,51,32,30,36,98,
2703,Hausärzteverein HAV,St. Gallen,CH,,,,700.0,,,,,,700.0,hco,mundipharma,nan,saint gallen,2703,25,32,11,68,
204,Hausärzteverein M.R. S. Gossau,Gossau,CH,,,,,1500.0,,,,,1500.0,hco,allergan,nan,gossau,2884,31,21,11,63,"name=100,location=100,address=16,total=216"
1557,Hausärzteverein M.R.S. Gossau,Gossau,CH,Ärztehaus  / Dr. med. Reto Truniger,,,,1000.0,,,,,1000,hco,ferring,aerztehaus doktor der medizin reto truniger,gossau,1557,31,21,24,76,
2884,Hausärzteverein M.R.S. Gossau Präsident Dr. med. Andreas Bärlocher Praxis im Gerbhof,Gossau SG,CH,St. Gallerstrasse 77,,,0,1500.00,0,0,0,0,1500.00,hco,novartis,sankt gallerstrasse 77,gossau sargento segundo,1099,37,33,26,96,"name=90,location=100,address=100,total=290"
1099,Hausärzteverein M.R.S. Gossau PräsidentDr. med. Andreas Bärlocher,Gossau SG,CH,St. Gallerstrasse 77,9200,,,1500.0,,,,,1500.0,hco,boehringer,sankt gallerstrasse 77,gossau sargento segundo,1099,36,33,26,95,
2185,Hausärztlicher Qualitatszirkel Oberthurgau-Ost,Steinach,CH,"c/o Markus Gnädinger, Birkenweg 8",,,,4000.0,,,,,4800.0,hco,menarini,cob markus gnaedinger birkenweg 8,steinach,2374,32,29,37,98,"name=99,location=100,address=90,total=289"
2560,Hausärztlicher Qualitätszirkel,Amriswil,CH,Hölzlistrasse 15,,,,7500.0,,,,,7500.0,hco,msd,hoelzlistrasse 15,amriswil,3078,31,19,30,80,"name=100,location=100,address=100,total=300"
3078,Hausärztlicher Qualitätszirkel Oberthurgau West,Amriswil,CH,Hölzlistrasse 15,,,,3500.0,,,,,3500,hco,novo,hoelzlistrasse 15,amriswil,3078,30,19,30,79,
2885,HautZentrum Zürich AG,Zürich,CH,Schaffhauserstra sse 355,,,0,0,0,0,1250.00,0,1250.00,hco,novartis,schaffhauserstra sse 355,zuerich,2885,29,30,25,84,
1255,Hautarztpraxis Hauser AG,Rorschach,CH,St. Gallerstrasse 1,,WCHE00002818,,,,,500.0,,500.0,hco,celgene,sankt gallerstrasse 1,rorschach,52,30,9,27,66,"name=100,location=100,address=100,total=300"
52,Hautarztpraxis Hauser AG Dr. med. Hauser Valérie,Rorschach,CH,St. Gallerstrasse 1,,,,,,,600.0,,600.0,hco,abbvie,sankt gallerstrasse 1,rorschach,52,38,9,27,74,
244,Hautpraxis,Liestal,CH,Mühlegasse 3,,,,1500.0,,,,,1500.0,hco,almirall,muehlegasse 3,liestal,244,14,30,34,78,
3258,Health Insurance Days,Zürich,CH,Heinrichstrasse 267b,,,0.0,5000,0,0,0,0,5000,hco,pfizer,heinrichstrasse 267b,zuerich,3258,31,30,33,94,
1041,Hepatitis Schweiz,Zürich,CH,Konradstrasse 32,8005,,,2000.0,,,,,2000.0,hco,biotest,konradstrasse 32,zuerich,1041,30,30,19,79,
2187,Herz-Gefâss-Stittung,Zürich,CH,"Klinik im Park, Seesbasse 210",,,,12500.0,,,,,12500.0,hco,menarini,klinik im park seesbasse 210,zuerich,2187,32,30,27,89,
1358,HerzGefäss Stift ung,Zürich,CH,Seestrasse 220,8002,,,12500.0,,,,,12500.0,hco,daiichi,seestrasse 220,zuerich,811,27,30,27,84,"name=94,location=100,address=100,total=294"
811,HerzGefässStiftung,Zürich,CH,Seestrasse 220,8002,40536128,0.0,22500.0,0.0,0.0,0.0,0.0,22500.0,hco,bayer,seestrasse 220,zuerich,1100,23,30,27,80,"name=100,location=100,address=100,total=300"
1100,HerzGefässStiftung c/o Prof. Dr. Franz Wolfgang Amann,Zürich,CH,Seestrasse 220,8002,,,12500.0,,,,,12500.0,hco,boehringer,seestrasse 220,zuerich,2887,39,30,27,96,"name=100,location=100,address=100,total=300"
2887,HerzGefässStiftung c/o Prof. Dr. Franz Wolfgang Amann Klinik im Park AG,Zürich,CH,Seestrasse 220,,,0,25000.00,0,0,0,0,25000.00,hco,novartis,seestrasse 220,zuerich,811,37,30,27,94,"name=100,location=100,address=100,total=300"
1211,HerzGefässZentrum Zürich,Zürich,CH,Seestrasse 220,,,,35000.0,,,,,35000,hco,bristol,seestrasse 220,zuerich,1211,31,30,27,88,
2888,HerzKlinik Hirslanden Heart Clinic Zurich AG ,Zürich,CH,Witellikerstrass e 46,,,0,0,0,0,1000.00,0,1000.00,hco,novartis,witellikerstrass east 46,zuerich,2888,36,30,35,101,
1359,HerzZentrum Hirslanden Zentralschweiz,Luzern,CH,St. Annaspasse 32,6006,,,12500.0,,,,,12500.0,hco,daiichi,sankt annaspasse 32,luzern,3261,38,42,23,103,"name=100,location=100,address=92,total=292"
3260,Herzpraxis Chur,Chur,CH,Belmontstrasse 1,,,0.0,800,0,0,0,0,800,hco,pfizer,belmontstrasse 1,chur,3260,23,12,25,60,
812,Herzpraxis Warteckhof,Basel,CH,Grenzacherstrasse 62,4058,40683350,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,bayer,grenzacherstrasse 62,basel,812,29,33,33,95,
3259,Herzpraxis am Rhein,Rheinfelden,CH,Habich-Dietschy-Strasse 18,,,0.0,1500,0,0,0,0,1500,hco,pfizer,habich-dietschystrasse 18,rheinfelden,3748,27,50,24,101,"name=100,location=100,address=100,total=300"
3748,Herzpraxis am Rhein / Herzreha am Rhein,Rheinfelden,CH,Habich-Dietschy-Strasse 18,4310,HerzpraxisamRheinRheinfelden,,7000.0,,,,,7000,hco,servier,habich-dietschystrasse 18,rheinfelden,3748,29,50,24,103,
317,Herzstiftunggraubünden,Chur,CH,Kantonsspitalgraubünden,,,,1000.0,,,,,1000.0,hco,amgen,kantonsspitalgraubuenden,chur,317,22,12,25,59,
3261,Herzzentrum Hirslanden Zentralschweiz,Luzern,CH,St. Annastrasse 32,,,0.0,5400,0,0,0,0,5400,hco,pfizer,sankt annastrasse 32,luzern,3261,38,42,28,108,
318,Herzzentrumhirslanden,Luzern,CH,Sanktannastrasse 32,,,,5400.0,,,,,5400.0,hco,amgen,sanktannastrasse 32,luzern,318,27,42,23,92,
319,Hfr Fribourg-Hôpitalcantonal,Fribourg,CH,Chemin Despensionnats 2,,,,6500.0,881.25,427.21,1000.0,,8808.46,hco,amgen,chemin despensionnats 2,fribourg,319,27,29,31,87,
2440,High Tech Home Care AG,Rotkreuz,CH,Buonaserstrasse 30,,,,,,327.04,,,327.04,hco,merck,buonaserstrasse 30,rotkreuz,2440,31,19,24,74,
3925,Hirslanden AG - Klinik im Park - swiss tumor institute,Zürich,CH,Seestrasse 259,8038,,0,15900.00,0,0,0,0,15600.00,hco,takeda,seestrasse 259,zuerich,412,41,30,27,98,"name=100,location=100,address=100,total=300"
