name,location,address,type,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total
Schw. Arbeitsgr. für Kolo-Rekto-Proktologie,Lausanne,Rue des Bugnon 46,hco,0.0,12550.0,0.0,0.0,0.0,0.0,12550.0
Spital Wattwil,Wattwil,Steig,hco,0.0,12528.0,0.0,0.0,0.0,0.0,12528.0
Gruppo di qualità di Viganello,Pregassona,"c/o Dr Roberto Di Stefano, Via alle Vigne 7",hco,0.0,12500.0,0.0,0.0,0.0,0.0,12500.0
SSH SGH SSE,Zürich,Bahnhofplatz 4,hco,0.0,12500.0,0.0,0.0,0.0,0.0,12500.0
Herz-Gefâss-Stittung,Zürich,"Klinik im Park, Seesbasse 210",hco,0.0,12500.0,0.0,0.0,0.0,0.0,12500.0
Luzerner Kantonsspital Sursee,Sursee,Spitalstrasse 16a,hco,1000.0,6000.0,1899.8600000000001,3342.2799999999997,203.0,0.0,12446.14
Privatklinik Hohenegg AG,Meilen,Hohenegg 1,hco,0.0,9000.0,0.0,0.0,3400.0,0.0,12400.0
Aglaea,Buchrain,Hauptstrasse 12,hco,0.0,12370.0,0.0,0.0,0.0,0.0,12370.0
Asana Gruppe AG,Menziken,Spitalstrasse 1,hco,0.0,12352.0,0.0,0.0,0.0,0.0,12352.0
Groupe du Nord Vaudois S.V.M. c/o Dr. Michael Hottinger,Concise,Chemin du Verger 1,hco,0.0,12267.0,0.0,0.0,0.0,0.0,12267.0
LH Medical Management GmbH,Liestal,Postfach 278,hco,1900.0,10292.0,0.0,0.0,0.0,0.0,12192.0
Sgum -Schweizerische Gesellschaft für Ultraschall in der Medizin,Diepoldsau,Vorderekirchgasse 8,hco,0.0,12185.0,0.0,0.0,0.0,0.0,12185.0
Université de Lausanne,Lausanne,Rue Du Bugnon 27,hco,10000.0,2111.1099999999997,0.0,0.0,0.0,0.0,12111.11
Société coopérative médicale Beaulieu,Genève,Chemin de Beau- Soleil 20,hco,0.0,12000.0,0.0,0.0,0.0,0.0,12000.0
Fosumis Forum Suchtmedizin Innerschweiz,Zug,Aegeristrasse 56,hco,6000.0,6000.0,0.0,0.0,0.0,0.0,12000.0
Schweizerische Adipositas-Stiftung SAPS,Zürich,Baumackerstrasse 42,hco,12000.0,0.0,0.0,0.0,0.0,0.0,12000.0
Magendarmliga Schweiz,Bern,Schwanengasse 1,hco,0.0,12000.0,0.0,0.0,0.0,0.0,12000.0
Swiss TSC Network Geschäftsstelle,Zürich,Witellikerstrasse 40,hco,12000.0,0.0,0.0,0.0,0.0,0.0,12000.0
Verein Post- ADA/Endocrine,Liebefeld,Waldeggstrasse 38,hco,0.0,12000.0,0.0,0.0,0.0,0.0,12000.0
Pharmacies BENU SA,Villars-sur-Glâne,Avenue du Centre 6,hco,0.0,12000.0,0.0,0.0,0.0,0.0,12000.0
Ligue vaudoise contre le rhumatisme,Lausanne,Avenue de Provence 12,hco,1851.9299999999998,10080.0,0.0,0.0,0.0,0.0,11931.93
ASI-ADOC,Paradiso,"Viale San Salvatore 7, Casella Postale 501",hco,0.0,11800.0,0.0,0.0,0.0,0.0,11800.0
Schmerzklinik Basel,Basel,Hirschgässlein 11-15,hco,0.0,10352.0,0.0,0.0,1400.0,0.0,11752.0
Regionalspital Surselva AG,Ilanz,Spitalstrasse 6,hco,1500.0,9367.0,257.95,612.56,0.0,0.0,11737.51
Schweizerische Vereinigung der Fachleute für med. technische Radiologie,Sursee,Bahnhofstrasse 7b,hco,0.0,11600.0,0.0,0.0,0.0,0.0,11600.0
International Skeletal Dysplasia Society,Lausanne,Avenue Pierre-Decker 2,hco,0.0,11507.7,0.0,0.0,0.0,0.0,11507.7
AGAIA,Genève,"11, rue de Emile-Yung",hco,0.0,11500.0,0.0,0.0,0.0,0.0,11500.0
Generalsekretariat Schweizerische Akedemie der Pharmazeutischen Wissenschaften,Bern,Matterstrasse 5,hco,6000.0,5500.0,0.0,0.0,0.0,0.0,11500.0
Medizinische Klinik,Stans,Ennetmooserstrasse 19,hco,0.0,11500.0,0.0,0.0,0.0,0.0,11500.0
Ärztezentrum Jegenstorf,Jegenstorf,Bernstrasse 12,hco,0.0,11400.0,0.0,0.0,0.0,0.0,11450.0
Schweizerische Nierenstiftung,Worb,Postfach 754 Worb,hco,7000.0,1770.0,0.0,0.0,2600.0,0.0,11370.0
Edtna/Erca,Luzern,Pilatusstrasse35,hco,10648.37,663.3,0.0,0.0,0.0,0.0,11311.67
Ospedale Regionale di Mendrisio,Mendrisio,Via Alfonso Turconi 23,hco,3700.0,5612.0,638.99,1319.63,0.0,0.0,11270.619999999999
20. Ostschweizer Symposium für praktische Gynäkologie und Geburtshilfe,Bern,c/o KMS KongressManagementSwiss- Postfach,hco,0.0,11025.0,0.0,0.0,0.0,0.0,11025.0
APA Ärzte mit Patientenapotheke,St. Gallen,Kolumbanstrasse 2,hco,1200.0,6200.0,0.0,0.0,3600.0,0.0,11000.0
ARFMPP - Association Romande de Formation en Médecine Psychosomatique et Psychosociale,Versoix,rte de Suisse 93,hco,0.0,11000.0,0.0,0.0,0.0,0.0,11000.0
Association suisse pour la promotion globale de la santé,Lausanne,Avenue de Valmont 16,hco,1000.0,10000.0,0.0,0.0,0.0,0.0,11000.0
Brennpunkt Urologie,Liestal,c/o LH Medical Management GmbH,hco,0.0,11000.0,0.0,0.0,0.0,0.0,11000.0
Schweizerische Gesellschaft für Neuroradiologie,Basel,Münsterberg 1,hco,0.0,0.0,0.0,0.0,11000.0,0.0,11000.0
Schweizer PH-Verein (für Menschen mit pulmonaler Hypertonie) Frau Therese Oesch,Birsfelden,Am Stausee 14,hco,3000.0,8000.0,0.0,0.0,0.0,0.0,11000.0
Kantonsspital Uri,Altdorf UR,Spitalstrasse 1,hco,0.0,7000.0,870.3199999999999,3111.3399999999997,0.0,0.0,10981.66
UPD Univ.Psychiatr.Dienste,Bern,Murtenstrasse 21,hco,0.0,10900.0,0.0,0.0,0.0,0.0,10900.0
Ente Ospedaliero Cantonale Bellinzona,Lugano,Via Tesserete 46,hco,1500.0,9370.0,0.0,0.0,0.0,0.0,10870.0
Patient Empowerment Foundation,Genève,Rue De Saint-Léger 2,hco,0.0,10807.69,0.0,0.0,0.0,0.0,10807.69
Gesundes Rheintal,Widnau,Zinggenstrasse 3,hco,0.0,10750.0,0.0,0.0,0.0,0.0,10750.0
Onkologiepraxis Bellevue,Zürich,Stadelhoferstrasse 42,hco,0.0,0.0,0.0,0.0,10750.0,0.0,10750.0
"IG eHealth c/o Köhler, Stüdeli & Partner GmbH",Bern,Amthausgasse 18,hco,7976.0,0.0,0.0,0.0,2750.0,0.0,10726.0
ARAM - Association Romande des Assistantes Médicales,Lausanne,Adresse associative,hco,2000.0,8700.0,0.0,0.0,0.0,0.0,10700.0
Zu: Care Zug Präsident,Unterägeri,Seestrasse 9,hco,0.0,10500.0,0.0,0.0,0.0,0.0,10640.0
Hochgebirgsklinik Davos,Davos Wolfgang,Hermanburchardstrasse 1,hco,0.0,5500.0,916.95,4091.45,0.0,0.0,10508.4
Swiss Cardiovascular Foundation,Bern,Waisenhausplatz 14,hco,2500.0,7000.0,0.0,0.0,1000.0,0.0,10500.0
Organisationskomitee Stroke Summer School 2017 Basel/Aarau,Basel,Münsterberg 1,hco,0.0,10440.0,0.0,0.0,0.0,0.0,10440.0
ECCMID,Basel,Streitgasse 20,hco,0.0,10428.59,0.0,0.0,0.0,0.0,10428.59
Spitalverbund des Gesund. Kt. AR,Herisau,Krombach 3,hco,0.0,9820.0,0.0,0.0,540.0,0.0,10360.0
Fortbildungsgruppe Adler,Steckborn,Storchengasse 2,hco,0.0,10250.0,0.0,0.0,0.0,0.0,10250.0
Grand Resort Bad Ragaz Medizinisches Zentrum,Bad Ragaz,Hans Albrecht Strasse,hco,0.0,10178.0,0.0,0.0,0.0,0.0,10178.0
SGSM Schweizerische Gesellschaft für Sportmedizin,Bern,Rabbentalstrasse 83,hco,0.0,10134.0,0.0,0.0,0.0,0.0,10154.0
Ärztenetzwerk Oberaargau,Langenthal,Allmengasse 15,hco,0.0,10000.0,0.0,0.0,0.0,0.0,10030.0
SRO AG Spital Langenthal,Langenthal,St. Urbanstrasse 67,hco,0.0,8000.0,762.2,1238.6599999999999,0.0,0.0,10000.86
"Groupement Vaudois des Splcialistes en Allergologie et Immunologie Clinique c/o Annette Leimgruber, Co-présidente GVC",Lausanne,Avenue Rumine 27,hco,2000.0,8000.0,0.0,0.0,0.0,0.0,10000.0
Schweizerische Gesellschaft für Psychoonkologie,Bern,"c/o Krebsliga Schweiz, Effingerstrasse",hco,2000.0,8000.0,0.0,0.0,0.0,0.0,10000.0
Groupement Vaudois des Gynécologues,Lausanne,Rue de la Vigie 5,hco,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
Arbeitsgruppe Herzinsuffizienz der SGK,Basel,Universitätsspital Basel - Petersgraben 4,hco,5000.0,5000.0,0.0,0.0,0.0,0.0,10000.0
"EULAP, Euopean League Against Pain",Zürich,Lintheschergasse 3,hco,10000.0,0.0,0.0,0.0,0.0,0.0,10000.0
SGPGHE,Winterthur,Brauerstrasse 15,hco,0.0,9500.0,0.0,0.0,500.0,0.0,10000.0
Association Malattie Genetiche Rare - Svizzera Italiana,Bellinzona,Via Orico 9,hco,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
Clinique de Montchoisi,Lausanne,Chemin des Allinges 10,hco,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
EUPATI Switzerland,Basel,Petersplatz 13,hco,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
SSHO Swiss Summit on Hemato-Oncology,Küssnacht a.R.,c/o Mediscience GmbH,hco,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
Swiss Cancer Foundation,Zug,Bahnhofstrasse 10,hco,10000.0,0.0,0.0,0.0,0.0,0.0,10000.0
Associazione Ticinese Assistenti di Studio Medico,Pazzallo,Via Provo 9,hco,0.0,9800.0,0.0,0.0,0.0,0.0,9800.0
Associazione degli oftalmologi del canton Ticino (AOCT),Lugano,Via Canova 18,hco,0.0,9800.0,0.0,0.0,0.0,0.0,9800.0
"Spitalregion Rheintal Sargans Sarganserland Spital Grabs, Altstätten, Walenstadt",Rebstein,Alte Landstrasse 105,hco,0.0,9784.25,0.0,0.0,0.0,0.0,9784.25
Secrétariat Du Cap Ofac,Nyon,Rue Juste-Olivier 16,hco,0.0,9720.0,0.0,0.0,0.0,0.0,9720.0
Praxis Reinacherhof,Reinach BL,Im Reinacherhof 53,hco,0.0,0.0,7220.0,2500.0,0.0,0.0,9720.0
Verein Zentralschweizer Dermatologen,Luzern,Präsident Dr. Mathisa Koepcke,hco,0.0,9706.75,0.0,0.0,0.0,0.0,9706.75
STAV Schweizerisch- Türkischer Ärzte- und Akademikerverein,Bern,Balmerstrasse 12,hco,0.0,7200.0,2500.0,0.0,0.0,0.0,9700.0
MentAge GmbH,Basel,Gerbergasse 16,hco,0.0,9500.0,0.0,0.0,0.0,0.0,9500.0
Aerzte Thalwil,Thalwil,Rudishaldenstrasse 1,hco,0.0,9500.0,0.0,0.0,0.0,0.0,9500.0
Aesculap Akademie,Sempach,Seesatz 17,hco,2000.0,7500.0,0.0,0.0,0.0,0.0,9500.0
Ärztevereinigung Senslerbezirk,Düdingen,Hauptstrasse 24,hco,1500.0,8000.0,0.0,0.0,0.0,0.0,9500.0
Institut für Hausarztmedizin IHAM,Liestal,Rheinstrasse 26,hco,0.0,9500.0,0.0,0.0,0.0,0.0,9500.0
Drug Information Association,Basel,Kuechengasse 16,hco,0.0,0.0,9297.0,0.0,181.0,0.0,9478.0
Schweizerische Gesellschaft für Ultraschall in der Medizin (SGUM),Fällanden,,hco,0.0,9410.470000000001,0.0,0.0,0.0,0.0,9410.470000000001
Schweizerischer Drogistenverband,Biel/Bienne,Nidaugasse 15,hco,0.0,9300.0,0.0,0.0,0.0,0.0,9300.0
Ospedale Regionale La Carità,Locarno,Via all'Ospedale 1,hco,0.0,3129.63,2317.38,2811.54,1000.0,0.0,9258.55
Ligue pulmonaire neuchâteloise,Peseux,Rue de la Gare 4,hco,0.0,9100.0,0.0,0.0,0.0,0.0,9100.0
Arbeitsgemeinschaft für gynäkologische Endoskopie (AGE/GTEG),Bern,Thunstrasse 27,hco,0.0,9100.0,0.0,0.0,0.0,0.0,9100.0
IPW- Psychiatrie-Zentrum Hard,Embrach,Römerweg 51,hco,0.0,8000.0,0.0,0.0,1000.0,0.0,9000.0
Schweizerische Gesellschaft für Medizincontrolling (SGfM),Bern,Haslerstrasse 21,hco,0.0,9000.0,0.0,0.0,0.0,0.0,9000.0
Selbsthilfegruppe Turner-Syndrom Schweiz,Wädenswil,Neudorfstrasse 32,hco,9000.0,0.0,0.0,0.0,0.0,0.0,9000.0
Dachverband angeborene Herzfehler / herznetz.ch,Basel,Lange Gasse 78,hco,8968.0,0.0,0.0,0.0,0.0,0.0,8968.0
SSP SGP Swiss Society of Paediatrics,Fribourg,Rue de l'Hôpital 15,hco,0.0,8850.0,0.0,0.0,0.0,0.0,8850.0
HAV St. Gallen,St. Gallen,c/o Vladimir Sibalic. Partetrasse 16,hco,0.0,8820.0,0.0,0.0,0.0,0.0,8820.0
Medical AdiNetwork GmbH,Winterthur,Lagerhausstrasse 9,hco,0.0,5500.0,0.0,0.0,3250.0,0.0,8750.0
Ordine del Farmacisti del Canton Ticino,Lugano,Via al Forte 3,hco,0.0,7500.0,0.0,0.0,1150.0,0.0,8750.0
Ärztezentrum Oberdiessbach,Oberdiessbach,Krankenhausstrasse14,hco,0.0,8520.0,0.0,0.0,0.0,0.0,8535.0
DOXnet - Ärztenetzwerk Bern,Uettligen,Ahornweg 5,hco,0.0,8500.0,0.0,0.0,0.0,0.0,8500.0
Clinique Generale-Beaulieu,Genève,Chemin Beau-Soleil 20,hco,0.0,8500.0,0.0,0.0,0.0,0.0,8500.0
Herzpraxis am Rhein,Rheinfelden,Habich-Dietschy-Strasse 18,hco,0.0,8500.0,0.0,0.0,0.0,0.0,8500.0
PMSE SA,Le Lignon,chemin du château bloch 11,hco,0.0,8478.0,0.0,0.0,0.0,0.0,8478.0
Centre Médical de Vidy,Lausanne,Route de Chavannes 11,hco,0.0,8301.8,0.0,0.0,0.0,0.0,8301.8
1. Schweizer Fachtag neuro.psycho.geriatrie,Hünibach,c/o marketing connection - Parkweg 9,hco,0.0,8240.0,0.0,0.0,0.0,0.0,8240.0
"Gruppenpraxis St. Gallen, Brauerstrasse 97 /eSwiss",St. Gallen,Brauerstrasse 97,hco,0.0,7000.0,0.0,0.0,1203.7,0.0,8203.7
Schweizerischer Hebammenverband,Bern,Rosenweg 25 C,hco,0.0,8112.4,0.0,0.0,0.0,0.0,8112.4
Associazione dei proprietari dir farmacie del Cantone TI (APFCT),LUGANO,c/o Dott. Mario Tanzi Farmacia S. Luca,hco,2500.0,5556.0,0.0,0.0,0.0,0.0,8056.0
Swiss Society for Microbiology,Cheseaux-sur-Lausanne,Route d'Yverdon 3,hco,0.0,8044.0,0.0,0.0,0.0,0.0,8044.0
Fachverband Adipositas im Kindes- und Jugendalter akj,Aarau,Augustin-Keller- Strasse 1,hco,0.0,8000.0,0.0,0.0,0.0,0.0,8000.0
Symposium Verein für Allgemeinmediziner und Gynäkologen,Zug,Baarerstrasse 75,hco,0.0,8000.0,0.0,0.0,0.0,0.0,8000.0
SGPMR Schweizerische Gesellschaft für physikalische Medizin und Rehabilitation,Steinhausen,Sennweidstrasse 46,hco,0.0,8000.0,0.0,0.0,0.0,0.0,8000.0
Swiss Glaucoma Research Foundation,Lausanne,Avenue de l'Elysée 40,hco,0.0,8000.0,0.0,0.0,0.0,0.0,8000.0
Coeur de la Tour Fondation pour larecherche,Meyrin,Avenue Maillard 1,hco,0.0,8000.0,0.0,0.0,0.0,0.0,8000.0
Dandelion Pflegezentrum f. demenzkranke Menschen,Basel,Sperrstrasse 100,hco,8000.0,0.0,0.0,0.0,0.0,0.0,8000.0
Zentralschweizer Internistenwoche,Stans,Ennetmooserstrasse 19,hco,0.0,8000.0,0.0,0.0,0.0,0.0,8000.0
Staatsverein 2017,Lausanne,,hco,7945.0,0.0,0.0,0.0,0.0,0.0,7945.0
"Schweiz. Verband Medizinischer Praxis-Fachpersonen SVA, Zentralsekretariat",Bern,Elfenstrasse 19,hco,0.0,7944.0,0.0,0.0,0.0,0.0,7944.0
SSCV Société Suisse de Chirurgie Viscérale,Aarau,Bahnhofstrasse 55,hco,0.0,7780.0,0.0,0.0,0.0,0.0,7780.0
Staatsverein 2017,Basel,,hco,7769.0,0.0,0.0,0.0,0.0,0.0,7769.0
Clinopsis SA,Concise,Chemin Des Jardins 6,hco,0.0,0.0,0.0,0.0,7712.5,0.0,7712.5
Privatklinik Meiringen,Meiringen,Willigen,hco,0.0,7694.0,0.0,0.0,0.0,0.0,7694.0
Spital Rheinfelden Gesundheitszentrum Fricktal,Rheinfelden,Riburgerstrasse 12,hco,0.0,7200.0,0.0,475.93,0.0,0.0,7675.93
SASL - Swiss Association for the Study of the Liver,Bern,Wattenwylweg 21,hco,0.0,7657.0,0.0,0.0,0.0,0.0,7657.0
Hausärzteverein Bremgarten,Widen,Neumattstrasse 16,hco,0.0,7550.0,0.0,0.0,0.0,0.0,7550.0
Atelier Psy & Psy,Trübbach,Hauptstrasse 27,hco,2500.0,5000.0,0.0,0.0,0.0,0.0,7500.0
CSSC - RSBJ Réseau Santé Balcon du Jura.vd,Ste-Croix,Centre de soins,hco,400.0,7100.0,0.0,0.0,0.0,0.0,7500.0
Hôpital Pays d'Enhaut,Chateau-d'Oex,Route de l'Hôpital,hco,0.0,7463.0,0.0,0.0,0.0,0.0,7463.0
Zentralpraxis Wallisellen,Wallisellen,Zentralstrasse 6,hco,0.0,3620.0,3000.0,0.0,800.0,0.0,7420.0
Vereinigung Allgemeiner und Spezialisierter Intemistinnen und Internisten Zürich VZI,Zürich,Franklinstrasse 1,hco,0.0,7344.0,0.0,0.0,0.0,0.0,7344.0
Adimed,Winterthur,Lagerhausstrasse 9,hco,0.0,7300.0,0.0,0.0,0.0,0.0,7300.0
Diagene Gmbh,Reinach Bl,Kägenstrasse 17,hco,0.0,0.0,0.0,0.0,7250.0,0.0,7250.0
synlab Suisse,Luzern,Alpenquai 14,hco,0.0,7240.0,0.0,0.0,0.0,0.0,7240.0
Verein zur Förderung der Sportorthopädie,Bottmingen,Birsigstrasse 3,hco,0.0,7200.0,0.0,0.0,0.0,0.0,7200.0
SGS Schweizerische Gesellschaft für Senologie,Nunningen,Riseten 4,hco,0.0,7200.0,0.0,0.0,0.0,0.0,7200.0
Pathologie Länggasse Bern,Bern,Forstweg 56,hco,0.0,0.0,0.0,0.0,5700.0,1500.0,7200.0
St. Moritzer Ärztegesellschaft,St. Moritz,Plaza Parscelsus 2,hco,0.0,6000.0,0.0,0.0,1000.0,0.0,7060.0
Hôpital régional,Delémont,Faubourg des Capucins 30,hco,0.0,7050.0,0.0,0.0,0.0,0.0,7050.0
Medicaments Pour Tous Switzerland,Basel,Grosspeterstrasse 9,hco,7040.0,0.0,0.0,0.0,0.0,0.0,7040.0
Vue Group AG,Baar,Bahnhofstrasse 9,hco,0.0,0.0,0.0,0.0,6750.0,257.5,7007.5
VBA Vereinigung Bernischer Anästhesiologen,Bern,c/o Dr. med Rafael Knüsel,hco,3000.0,4000.0,0.0,0.0,0.0,0.0,7000.0
Churer Ärzteverein,Chur,Albulastrasse 37,hco,0.0,7000.0,0.0,0.0,0.0,0.0,7000.0
Zentrum für Integrative Onkologie (ZIO AG),Zürich,Hardturmstrasse 133,hco,0.0,7000.0,0.0,0.0,0.0,0.0,7000.0
"Ente Ospedaliero Cantonale, Ospedale la Carità",Locarno,Via Ospedale 1,hco,0.0,7000.0,0.0,0.0,0.0,0.0,7000.0
Medinorma GmbH,Rolle,Grand-Rue 34,hco,3500.0,3500.0,0.0,0.0,0.0,0.0,7000.0
Reha Seewis,Seewis Dorf,Schlossstrasse 1,hco,0.0,7000.0,0.0,0.0,0.0,0.0,7000.0
Sgfh,Breitenbach,Blattenackerweg 33,hco,3000.0,4000.0,0.0,0.0,0.0,0.0,7000.0
Verein Sarkomzentrum Zürich c/o Anwaltskanzlei Felix Suter,Zürich,Minervastrasse 3,hco,0.0,7000.0,0.0,0.0,0.0,0.0,7000.0
SGDV SSDV  c/o Convention Team Lucerne AG,Luzern,Oberseeburg 10,hco,0.0,7000.0,0.0,0.0,0.0,0.0,7000.0
Vereinigung Zürcher Kinder und Jugendärzte (VZK),Zürich,Breitingerstrasse 23,hco,0.0,6900.0,0.0,0.0,0.0,0.0,6900.0
Schweizerische Gesellschaft für Viszeralchiruroie,Aarau,Bahnhofstrasse 55,hco,0.0,6876.2,0.0,0.0,0.0,0.0,6876.2
Spital Walenstadt Spitalregion Rheintal Werdenberg Sarganserland,Walenstadt,Spitalstrasse 5,hco,0.0,6703.73,0.0,0.0,0.0,0.0,6703.73
MEDINFO CONSULTING,CROIX-DE-ROZON,214 ROUTE D ANNECY,hco,0.0,0.0,0.0,0.0,6424.0,237.28,6661.28
Ligue pulmonaire genevoise,Carouge GE,Av. Cardinal-Mermillod 42-44,hco,0.0,6660.0,0.0,0.0,0.0,0.0,6660.0
Ärztenetzwerk Grauholz,Zollikofen,Lüfternweg 1,hco,0.0,6624.0,0.0,0.0,0.0,0.0,6624.0
Associazione dei Pediatri della Svizzera Italiana APSI,Lugano,c/o Dr. med. Daniela Joanna Pedrazzini-Vanoni - Via delle Scuole 17,hco,0.0,6500.0,0.0,0.0,0.0,0.0,6500.0
Ärzteverein Thalwil,Thalwil,Zürcherstrasse 61,hco,0.0,6500.0,0.0,0.0,0.0,0.0,6500.0
Polyarthritiker -Vereinigung,Zürich,Feldeggstrasse 69,hco,500.0,6000.0,0.0,0.0,0.0,0.0,6500.0
Stiftung zur Förderung Medizinischer und biologischer Forschung c/o Prof. Dr. Christoph Beglinger,Arlesheim,Bruggweg 28,hco,0.0,0.0,0.0,0.0,6500.0,0.0,6500.0
Zürcher Psychotraumatologie Tagung,Zürich,Culmannstrasse 8,hco,0.0,6500.0,0.0,0.0,0.0,0.0,6500.0
SMA Switzerland,Heimberg,Alpenstrasse 76,hco,0.0,5000.0,0.0,0.0,0.0,1450.0,6450.0
STDV - Società Ticinese di Dermatologia e Venerologia,Lugano,Via Carlo Frasca 10,hco,0.0,6330.0,0.0,0.0,0.0,0.0,6330.0
fertisuisse AG,Olten,Tannwaldstrasse 2,hco,0.0,2863.0,0.0,0.0,3400.0,51.0,6314.0
Verein klinischer Krebsforschung,Luzern,Spitalstrasse,hco,2000.0,4300.0,0.0,0.0,0.0,0.0,6300.0
Schweizerische Gesellschaft für Konsiliar- und Liaisonpsychiatrie SSCLP,Bern,"Altenbergstrasse 29, Postfach 686",hco,0.0,6214.0,0.0,0.0,0.0,0.0,6214.0
Swiss Association of Pharmaceutical - Professionals SwAPP,Bern,P.O.box,hco,2000.0,2200.0,0.0,0.0,2000.0,0.0,6200.0
Zentralschweizer Dermatologen,Luzern,Löwengraben 14,hco,0.0,5200.0,0.0,0.0,1000.0,0.0,6200.0
"Schweizerische Gesellschaft für Pädiatrische Kardiologie, SGPK",Zürich,Steinwiesenstrasse 35,hco,0.0,6175.0,0.0,0.0,0.0,0.0,6175.0
Maihofpraxis AG,Luzern,Maihofstrasse 1,hco,0.0,482.53,2507.65,2663.0,500.0,0.0,6153.179999999999
Spital Oberengadin,Samedan,Via Nouva 3,hco,500.0,5620.0,0.0,0.0,0.0,0.0,6120.0
Verein der Pneumologen des Kantons Bern (VPB),Bern,Bremgartenstrasse 117,hco,1000.0,5000.0,0.0,0.0,0.0,0.0,6000.0
Repubblica e Cantone Ticino Organizzazione sociopsichiatrica cantonale,Mendrisio,Via Agostino Maspoli 8,hco,0.0,5500.0,0.0,0.0,500.0,0.0,6000.0
P & PP Psychiatrie & Psychotherapie Pizol,Bad Ragaz,Flächerstrasse 37,hco,2000.0,4000.0,0.0,0.0,0.0,0.0,6000.0
AerzteNetzwerk Grauholz,Lenzburg,c/o Argomed Ärzte AG - Bahnhofstrasse 24,hco,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
DOXnet,Laupen BE,Bösingenstrasse 16,hco,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
Brustzentrum Thurgau,Frauenfeld,Waldeggstrasse 8a,hco,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
GastroPraxis Enge,Zürich,General-Willestr asse 15,hco,0.0,3000.0,0.0,0.0,3000.0,0.0,6000.0
"Gruppenpraxis Rheinfelden, Habich-Dietschy-Strasse 18",Rheinfelden,Habich-Dietschy-Strasse 18,hco,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
H+O communications ag,Küssnacht am Rigi,Bahnhofstrasse 17,hco,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
Kongress Herzrhythmus-Störungen Lenzburg,Aarau,Aarau,hco,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
SGAMSP,Zürich,Weinbergstrasse 31,hco,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
Bio Zentrum,Basel,Klingelbergstrasse 50/70,hco,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
Fondation Gentiana pour la Conaissance des Plantes Médicinales,Ravoire,Chalet Gentianella,hco,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
hpr health professionals in rheumatology switzerland,Regensdorf,Roosstrasse 58,hco,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
Hôpital de La Tour,Genève,Avenue J.-D.-Maillard 3,hco,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
SOG SVRG,Olten,Louis Giroud Strasse 26,hco,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
Kreyden Praxis Methininserhof,Muttenz,Baselstrasse 9,hco,0.0,0.0,0.0,0.0,5950.0,0.0,5950.0
Pharmacie Moudonnoise,Moudon,Avenue de la Gare 1a,hco,0.0,0.0,0.0,2592.0,3342.0,0.0,5934.0
Verein Grundversorger Region Baden Qualitäts-Zirkel Wettingen/Würenlos,Würenlos,Juchstrasse 15,hco,0.0,5900.0,0.0,0.0,0.0,0.0,5900.0
"Hôpital Riviera Chablais Vaud-Valais, Site de Monthey",Monthey,Route de Morgins 54,hco,0.0,3000.0,823.47,1366.03,700.0,0.0,5890.5
MEDICOL,Lausanne,Chemin de Montolivet 19,hco,0.0,5888.89,0.0,0.0,0.0,0.0,5888.89
LH Medical Management GmbH,Liestal,Sonnenweg 27,hco,0.0,5800.0,0.0,0.0,0.0,0.0,5800.0
Bonadea AG,Wald ZH,Sonneckstrasse 1,hco,0.0,0.0,0.0,0.0,5784.0,0.0,5784.0
Centro Sclerosi Multipla - Neurocntro Della Svizzera Italiana,Lugano,Via Tesserete 46,hco,0.0,5783.05,0.0,0.0,0.0,0.0,5783.05
Kantonsspital Obwalden,Sarnen,Brünigstrasse 181,hco,0.0,3740.74,0.0,0.0,2037.95,0.0,5778.6900000000005
Spital Interlaken Spitäler fmi AG,Unterseen,Weissenaustrasse 27,hco,0.0,700.0,440.0,580.0,3846.0,0.0,5588.0
Neurozentrum Oberaargau,Langenthal,St. Urbanstrasse 22 - Affenplatz,hco,0.0,5500.0,0.0,0.0,0.0,0.0,5500.0
SGBP - Schweiz. Gesellschaft für Biologische Psychiatrie,Basel,Petersgraben 4,hco,0.0,4000.0,0.0,0.0,1500.0,0.0,5500.0
pa.or.med.ag,Allschwil,Hegenheimermattweg 183,hco,0.0,5500.0,0.0,0.0,0.0,0.0,5500.0
STO Pharmawerbung AG,Wil,Gallusstrasse 33a,hco,0.0,5500.0,0.0,0.0,0.0,0.0,5500.0
