name,location,country,address,plz,uci,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total,type,source,year,address_expand,location_expand,name_expand,group,main_address
HUG Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,1211,,1536.0,,,,,1536.0,3072.0,hco,orion,2016,rue gabrielle-perret-gentil 4,geneve,hug hôpitaux universitaires de genève,4,
HUG Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,1211,,,6850.0,,,,,6850.0,hco,orion,2017,rue gabrielle-perret-gentil 4,geneve,hug hôpitaux universitaires de genève,4,
HUG Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,1211,,600.0,,,,,600.0,1200.0,hco,orion,2016,rue gabrielle-perret-gentil 4,geneve,hug hôpitaux universitaires de genève,4,
HUG Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,1211,,1000.0,,,,,1000.0,2000.0,hco,orion,2016,rue gabrielle-perret-gentil 4,geneve,hug hôpitaux universitaires de genève,4,
HUG Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,1211,,600.0,,,,,600.0,1200.0,hco,orion,2016,rue gabrielle-perret-gentil 4,geneve,hug hôpitaux universitaires de genève,4,
HUG Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,1211,,600.0,,,,,600.0,1200.0,hco,orion,2016,rue gabrielle-perret-gentil 4,geneve,hug hôpitaux universitaires de genève,4,
HUG Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,,2700.0,,,,,2700.0,hco,menarini,2016,rue gabrielle-perret-gentil 4,geneve,hug hôpitaux universitaires de genève,4,
HUG Hôpitaux Universitaires de Genève,Genève,CH,Rue du Grand Pré 70,,,,6500.0,,,2400.0,,8900.0,hco,lundbeck,2017,rue du grand professeure 70,geneve,hug hôpitaux universitaires de genève,4,
HUG Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,1211,,600.0,,,,,600.0,1200.0,hco,orion,2016,rue gabrielle-perret-gentil 4,geneve,hug hôpitaux universitaires de genève,4,
"HUG Hôpitaux Universitaires de Genève, Sendee d'immunologie elif allergologie",Genève,CH,4 Rue Gabrielle Perret Genbl,,,,800.0,,,,,800.0,hco,menarini,2017,4 rue gabrielle perret genbl,geneve,"hug hôpitaux universitaires de genève, sendee d'immunologie elif allergologie",4,
HUG Hôpitaux universitaires de Genève,Genève,CH,"4, rue Gabrielle Perret-Gentil",,,,13980.0,433.3,1192.22,2500.0,,18105.52,hco,merck,2017,4 rue gabrielle perret-gentil,geneve,hug hôpitaux universitaires de genève,4,
HUG Hôpitaux universitaires de Genève,Genève,CH,4. rue GabriellePerret-Gentil,,,30000.0,4500.0,1435.08,9271.78,1125.0,,46331.86,hco,merck,2016,4 rue gabrielleperret-gentil,geneve,hug hôpitaux universitaires de genève,4,
HUG Service d'immunologie et allergologie,Genève,CH,"4, rue Gabrielle Perret-Gentil",,,,3000.0,,,,,3000.0,hco,biotest,2016,4 rue gabrielle perret-gentil,geneve,hug service d'immunologie et allergologie,4,
HUG-Ge Hôpitaux universitaire de Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,,,,,,91.0,91.0,hco,shire,2016,rue gabrielle-perret-gentil 4,geneve,hug-ge hôpitaux universitaire de genève,4,
Hopital Universitaires de Geneve,Genève,CH,"4, rue-gabrielle-perret-gentil service des maladies osseuses",,,,30080.0,,2440.0,,,32520.0,hco,msd,2017,4 rue-gabrielle-perret-gentil service des maladies osseuses,geneve,hopital universitaires de geneve,4,
Hopitaux Universitaires,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,,14640.0,,,,,14640.0,hco,ucb,2016,rue gabrielle perret-gentil 4,geneve,hopitaux universitaires,4,
Hopitaux Universitaires de Genève (HUG),Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,,6500.0,,,,,6500.0,hco,stallergenes,2016,rue gabrielle-perret-gentil 4,geneve,hopitaux universitaires de genève (hug),4,
Hopitaux Universitaires de Genève (HUG),Genève,CH,Rue de Lausanne 20bis,,,,2000.0,,,,,2000.0,hco,sandoz,2017,rue de lausanne 20bis,geneve,hopitaux universitaires de genève (hug),4,
Hopitaux Universitaires de Genève (HUG),Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,,1500.0,,,,,1500.0,hco,stallergenes,2016,rue gabrielle-perret-gentil 4,geneve,hopitaux universitaires de genève (hug),4,
Hopitaux Universitaires de Genève (HUG),Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,stallergenes,2015,rue gabrielle-perret-gentil 4,geneve,hopitaux universitaires de genève (hug),4,
Hopitaux Universitaires de Genève (HUG),Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,0.0,6500.0,0.0,0.0,0.0,0.0,6500.0,hco,stallergenes,2015,rue gabrielle-perret-gentil 4,geneve,hopitaux universitaires de genève (hug),4,
Hopitaux Universitaires des Genève (HUG),Genève,CH,Rue Gabrielle-Perret -Gentil 4,,,,1500.0,,,,,1500.0,hco,sandoz,2017,rue gabrielle-perret gentil 4,geneve,hopitaux universitaires des genève (hug),4,
Hopitaux Universitares Geneve,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,0.0,2300.0,0.0,0.0,0.0,0.0,2300.0,hco,gruenenthal,2016,rue gabrielle perret-gentil 4,geneve,hopitaux universitares geneve,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle Perret-Gentil 4,1205,,,2777.78,,,,,2777.78,hco,leo,2016,rue gabrielle perret-gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpital Universitaire Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,,0.0,,,1250.0,,1250.0,hco,mepha,2017,rue gabrielle-perret-gentil 4,geneve,hôpital universitaire genève,4,
Hôpital Universitaire de Genève HUG,Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,0.0,5524.0,0.0,0.0,0.0,0.0,5524.0,hco,bgp,2015,rue gabrielle-perret-gentil 4,geneve,hôpital universitaire de genève hug,4,
Hôpital Universitaire de Genève HUG,Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,,18184.0,,,2000.0,,20184.0,hco,bgp,2016,rue gabrielle-perret-gentil 4,geneve,hôpital universitaire de genève hug,4,
Hôpitaux Universitaire Genève,Genève,CH,Rue Gabrielle-Perret- Gentil 4,,Hopitaux_Universitaire _Geneve,,3000.0,,,,,3000.0,hco,galderma,2017,rue gabrielle-perret gentil 4,geneve,hôpitaux universitaire genève,4,
Hôpitaux Universitaire Genève - Unité de Dermatopathologie,Genève,CH,Rue Gabrielle-Perret- Gentil 4,,HUG- Unite_de_Dermatopat hologie,,500.0,,,1000.0,,1500.0,hco,galderma,2017,rue gabrielle-perret gentil 4,geneve,hôpitaux universitaire genève - unité de dermatopathologie,4,
Hôpitaux Universitaires Direction generale HUG,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,,3000.0,,,,,3000.0,hco,almirall,2016,rue gabrielle perret-gentil 4,geneve,hôpitaux universitaires direction generale hug,4,
Hôpitaux Universitaires Geneve,Genève,CH,Ruegabrielle Perret-Gentil 4,,,,93500.0,6899.23,27658.06,5050.0,186.0,133293.29,hco,amgen,2016,ruegabrielle perret-gentil 4,geneve,hôpitaux universitaires geneve,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,4000.0,24929.0,513.3,1539.7,2286.2,90.0,33358.1,hco,astellas,2017,rue gabrielle-perret-gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,0.0,43000.0,1176.37,3846.81,6850.0,0.0,54873.18,hco,amgen,2015,rue gabrielle perret-gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle-Perret -Gentil 4,,,,15422.0,,,1620.0,,17042.0,hco,ucb,2017,rue gabrielle-perret gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,gruenenthal,2017,rue gabrielle-perret-gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0,hco,otsuka,2016,rue gabrielle perret-gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,30000.0,,,,,,30000.0,hco,actelion,2017,rue gabrielle perret-gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,,WCHH03030208,5000.0,2500.0,,,,,7500.0,hco,celgene,2017,rue gabrielle-perret-gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,1600.0,,2000.0,,1000.0,,4600.0,hco,celgene,2016,rue gabrielle-perret-gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,1205,,,4277.77,,,,,4277.77,hco,leo,2017,rue gabrielle-perret-gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,Hôpitaux Universitaires Genève Rue Gabrielle Perret-Gentil 4,,,0.0,15500.0,,,,,15500.0,hco,astellas,2016,hopitaux universitaires geneve rue gabrielle perret-gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle-Perret -Gentil 4,,,,12700.0,,,,,12700.0,hco,bgp,2017,rue gabrielle-perret gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,hco,almirall,2015,rue gabrielle perret-gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,0.0,92557.63,0.0,0.0,6732.87,0.0,99290.5,hco,bayer,2015,rue gabrielle-perret-gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,0.0,3500.0,1181.24,2750.68,0.0,0.0,7431.92,hco,baxalta,2015,rue gabrielle-perret-gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,,1000.0,,,,,1000.0,hco,otsuka,2017,rue gabrielle-perret-gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,,41500.0,3091.51,11616.59,19950.0,1141.4,77299.5,hco,amgen,2017,rue gabrielle-perret-gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,10000.0,30030.0,0.0,0.0,1100.0,0.0,41130.0,hco,janssen,2017,rue gabrielle-perret-gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,48500.0,3851.85,0.0,0.0,0.0,0.0,52351.85,hco,actelion,2015,rue gabrielle perret-gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,4525.0,16104.0,34942.0,6107.0,,,61678.0,hco,gilead,2017,rue gabrielle perret-gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,0.0,55577.78,0.0,0.0,5975.0,1113.45,62666.23,hco,bayer,2016,rue gabrielle perret-gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,gruenenthal,2015,rue gabrielle perret-gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,18500.0,18788.0,0.0,0.0,3150.0,0.0,40438.0,hco,janssen,2016,rue gabrielle perret-gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,68110.15,4121.09,,555.43,3362.0,,76148.67,hco,shire,2017,rue gabrielle-perret-gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,"Rue Gabrielle Perret-Gentil 4, Genève",,,21490.0,44000.0,0.0,0.0,0.0,0.0,65490.0,hco,janssen,2015,rue gabrielle perret-gentil 4 geneve,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,49500.0,,,,,,49500.0,hco,actelion,2016,rue gabrielle perret-gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,0.0,3000.0,0.0,0.0,2500.0,54.0,5554.0,hco,celgene,2015,rue gabrielle perret-gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève,Genève,CH,Rue Gabrielle Perret-Gentil 4,,7601002116763,,1000.0,275.28,,,,1275.28,hco,pierre,2017,rue gabrielle perret-gentil 4,geneve,hôpitaux universitaires genève,4,
Hôpitaux Universitaires Genève - Centre du sein,Genève,CH,Boulevard de la Cluse 30,,,,,2000.0,,,,2000.0,hco,pierre,2017,boulevard de la cluse 30,geneve,hôpitaux universitaires genève - centre du sein,4,
Hôpitaux Universitaires Genève - Dép. de médecine communautaire,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0,hco,eli,2015,rue gabrielle perret-gentil 4,geneve,hôpitaux universitaires genève - dép. de médecine communautaire,4,
Hôpitaux Universitaires Genève - Sce d'Oncologie,Genève,CH,"HUG, Rue Gabrielle-Perret- Gentil 4",,,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0,hco,eli,2015,hug rue gabrielle-perret gentil 4,geneve,hôpitaux universitaires genève - sce d'oncologie,4,
Hôpitaux Universitaires Genève - Sce d'urologie,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,eli,2015,rue gabrielle perret-gentil 4,geneve,hôpitaux universitaires genève - sce d'urologie,4,
Hôpitaux Universitaires Genève - Sce de Radio-Oncologie,Genève,CH,Avenue de la Roseraie 53,,,,,1000.0,,,,1000.0,hco,pierre,2017,avenue de la roseraie 53,geneve,hôpitaux universitaires genève - sce de radio-oncologie,4,
Hôpitaux Universitaires Genève - Sce des maladies osseuses,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,eli,2015,rue gabrielle perret-gentil 4,geneve,hôpitaux universitaires genève - sce des maladies osseuses,4,
Hôpitaux Universitaires Genève - Service de dermatologie,Genève,CH,Rue Gabrielle-Perret -Gentil 4 Service de dermatologie,,,,3780.0,,,,,3780.0,hco,almirall,2017,rue gabrielle-perret  gentil 4 service de dermatologie,geneve,hôpitaux universitaires genève - service de dermatologie,4,
Hôpitaux Universitaires Genève - Swiss Hepatitis C Cohort Study,Genève,CH,Rue Gabrielle-Perret -Gentil 4,,,100000.0,,,,,,100000.0,hco,gilead,2017,rue gabrielle-perret gentil 4,geneve,hôpitaux universitaires genève - swiss hepatitis c cohort study,4,
Hôpitaux Universitaires Genève Sce d'urologie,Genève,CH,Hôpitaux Universitaires Genève Rue Gabrielle Perret-Gentil 4,,,0.0,800.0,,,,,800.0,hco,astellas,2016,hopitaux universitaires geneve rue gabrielle perret-gentil 4,geneve,hôpitaux universitaires genève sce d'urologie,4,
"Hôpitaux Universitaires Genève, Service d'Immunologie et Transpl.",Genève,CH,"Hôpitaux Universitaires Genève, Rue Gabrielle-Perret-Gentil 4",,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,astellas,2015,hopitaux universitaires geneve rue gabrielle-perret-gentil 4,geneve,"hôpitaux universitaires genève, service d'immunologie et transpl.",4,
"Hôpitaux Universitaires Genève, Service de Pathologie",Genève,CH,"Hôpitaux Universitaires Genève, Rue Gabrielle-Perret-Gentil 4",,,0.0,2500.0,0.0,0.0,0.0,0.0,2500.0,hco,astellas,2015,hopitaux universitaires geneve rue gabrielle-perret-gentil 4,geneve,"hôpitaux universitaires genève, service de pathologie",4,
"Hôpitaux Universitaires Genève, Service des maladies infectieuses",Genève,CH,"Hôpitaux Universitaires Genève, Rue Gabrielle-Perret-Gentil 4",,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,astellas,2015,hopitaux universitaires geneve rue gabrielle-perret-gentil 4,geneve,"hôpitaux universitaires genève, service des maladies infectieuses",4,
Hôpitaux Universitaires Genève; Département d'exploitation,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,71988.25,4500.0,,,2888.0,,79376.25,hco,baxalta,2016,rue gabrielle perret-gentil 4,geneve,hôpitaux universitaires genève; département d'exploitation,4,
Hôpitaux Universitaires de Genfeve,Genève,CH,Rue Gabrielle-Perret -Gentil 4,,,5000.0,50071.08,2410.0,4363.89,25831.31,6218.9,93895.18,hco,novartis,2016,rue gabrielle-perret gentil 4,geneve,hôpitaux universitaires de genfeve,4,
Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,1205,,0.0,3500.0,0.0,0.0,2150.0,0.0,5650.0,hco,boehringer,2016,rue gabrielle-perret-gentil 4,geneve,hôpitaux universitaires de genève,4,
Hôpitaux Universitaires de Genève,Genève,CH,Rue de Lausanne 67,,,0.0,4268.0,0.0,0.0,3000.0,88.0,7356.0,hco,lundbeck,2015,rue de lausanne 67,geneve,hôpitaux universitaires de genève,4,
Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,,24500.0,313.23,923.78,,,25737.01,hco,takeda,2016,rue gabrielle perret-gentil 4,geneve,hôpitaux universitaires de genève,4,
Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,41000.0,100559.0,0.0,0.0,10740.0,0.0,152299.0,hco,roche,2016,rue gabrielle-perret-gentil 4,geneve,hôpitaux universitaires de genève,4,
Hôpitaux Universitaires de Genève,Genève,CH,Hôpitaux Universitaires de Genève Rue Gabrielle-Perret -Gentil 4,,,,71696.0,,1200.0,3000.0,,75896.0,hco,msd,2016,hopitaux universitaires de geneve rue gabrielle-perret gentil 4,geneve,hôpitaux universitaires de genève,4,
Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,15000.0,29600.0,1116.0,1461.0,400.0,0.0,47577.0,hco,abbvie,2015,rue gabrielle perret-gentil 4,geneve,hôpitaux universitaires de genève,4,
Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle-Perret -Gentil 4,,,5000.0,36425.92,2147.74,2192.31,9650.0,986.98,56402.95,hco,novartis,2017,rue gabrielle-perret gentil 4,geneve,hôpitaux universitaires de genève,4,
Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,20000.0,32000.0,549.0,507.0,,,53056.0,hco,abbvie,2016,rue gabrielle perret-gentil 4,geneve,hôpitaux universitaires de genève,4,
Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,1205,,,22500.0,,,2150.0,,24650.0,hco,boehringer,2017,rue gabrielle-perret-gentil 4,geneve,hôpitaux universitaires de genève,4,
Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,1205,,0.0,27500.0,0.0,0.0,7131.5,0.0,34631.5,hco,roche,2017,rue gabrielle-perret-gentil 4,geneve,hôpitaux universitaires de genève,4,
Hôpitaux Universitaires de Genève,Genève,CH,Hôpitaux Universitaires de Genève Rue Gabrielle-Perret -Gentil 4,,,0.0,0.0,59.98,227.01,0.0,0.0,286.99,hco,msd,2015,hopitaux universitaires de geneve rue gabrielle-perret gentil 4,geneve,hôpitaux universitaires de genève,4,
Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,36000.0,43869.45,0.0,0.0,0.0,0.0,79869.45,hco,glaxosmithkline,2015,rue gabrielle-perret-gentil 4,geneve,hôpitaux universitaires de genève,4,
Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,31000.0,51036.64,0.0,0.0,0.0,0.0,82036.64,hco,glaxosmithkline,2017,rue gabrielle-perret-gentil 4,geneve,hôpitaux universitaires de genève,4,
Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle-Perret -Gentil 4,,,45000.0,102550.0,5786.61,11775.42,9800.0,601.75,175513.78,hco,novartis,2015,rue gabrielle-perret gentil 4,geneve,hôpitaux universitaires de genève,4,
Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,15000.0,41493.8,0.0,0.0,648.0,0.0,57141.8,hco,glaxosmithkline,2016,rue gabrielle-perret-gentil 4,geneve,hôpitaux universitaires de genève,4,
Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle-Perret-Gentil 4,1205,,0.0,7056.0,0.0,0.0,1500.0,0.0,8556.0,hco,roche,2015,rue gabrielle-perret-gentil 4,geneve,hôpitaux universitaires de genève,4,
Hôpitaux Universitaires de Genève,Genève,CH,Rue de Lausanne 67,,,,1608.0,577.0,602.0,577.0,,3364.0,hco,lundbeck,2016,rue de lausanne 67,geneve,hôpitaux universitaires de genève,4,
Hôpitaux Universitaires de Genève,Genève,CH,Rue Willy-Donzé 6,,,,4504.0,,,2100.0,,6604.0,hco,biogen,2017,rue willy-donze 6,geneve,hôpitaux universitaires de genève,4,
Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle Perret-Gentil 4,,,0.0,1000.0,0.0,0.0,1625.0,0.0,2625.0,hco,otsuka,2015,rue gabrielle perret-gentil 4,geneve,hôpitaux universitaires de genève,4,
Hôpitaux Universitaires de Genève,Genève,CH,Rue Gabrielle-Perret -Gentil 4,,,,71311.11,6082.2,11857.9,1500.0,,90751.21,hco,msd,2017,rue gabrielle-perret gentil 4,geneve,hôpitaux universitaires de genève,4,
Hôpitaux Universitaires de Genève (HUG),Gèneve 14,CH,Rue Gabrielle-Perret-Gentil 4,,,50000.0,5704.0,674.0,5226.0,,,61604.0,hco,novo,2016,rue gabrielle-perret-gentil 4,geneve 14,hôpitaux universitaires de genève (hug),4,
Hôpitaux Universitaires de Genève (HUG),Genève,CH,Rue Gabrielle-Perret- Gentil 4,1205,,0.0,8000.0,490.11,5670.68,1000.0,0.0,15160.78,hco,takeda,2017,rue gabrielle-perret gentil 4,geneve,hôpitaux universitaires de genève (hug),4,
Hôpitaux Universitaires de Genève (HUG),Genève,CH,Rue Gabrielle-Perret-Gentil 4,1205,40518666,0.0,53200.0,4200.0,0.0,7184.4,0.0,64584.4,hco,bayer,2017,rue gabrielle-perret-gentil 4,geneve,hôpitaux universitaires de genève (hug),4,
Hôpitaux Universitaires de Genève (HUG),Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,59600.0,42650.0,1420.0,3315.0,3725.0,,110710.0,hco,abbvie,2017,rue gabrielle-perret-gentil 4,geneve,hôpitaux universitaires de genève (hug),4,
Hôpitaux Universitaires de Genève (HUG),Gèneve,CH,Rue Gabrielle-Perret-Gentil 4,,,29778.0,13611.0,,,926.0,,44315.0,hco,novo,2017,rue gabrielle-perret-gentil 4,geneve,hôpitaux universitaires de genève (hug),4,
"Hôpitaux Universitaires de Genève (HUG) - Département de médecine communautaire, de premier recours et des urgences",Genève,CH,RueGabrielle- Perret-Gentil 4,,,,6000.0,,,,,6000.0,hco,eli,2017,ruegabrielle perret-gentil 4,geneve,"hôpitaux universitaires de genève (hug) - département de médecine communautaire, de premier recours et des urgences",4,
Hôpitaux Universitaires de Genève (HUG) - Service de Gastro- entérologie et hépatologie,Genève,CH,Rue Gabrielle-Perret- Gentil 4,1205,,0.0,0.0,390.61,899.28,0.0,0.0,1289.89,hco,takeda,2017,rue gabrielle-perret gentil 4,geneve,hôpitaux universitaires de genève (hug) - service de gastro- entérologie et hépatologie,4,
Hôpitaux Universitaires de Genève (HUG) - Service de Rhumatologie,Genève,CH,Avenue de Beau- Séjour 26,,,,3000.0,,,,,3000.0,hco,eli,2017,avenue de beau sejour 26,geneve,hôpitaux universitaires de genève (hug) - service de rhumatologie,4,
Hôpitaux Universitaires de Genève (HUG) - Service de dermatologie et vénéréologie,Genève,CH,"Service de dermatologie, Rue Gabrielle- Perret-Gentil 4",,,,5000.0,,,,,5000.0,hco,eli,2017,service de dermatologie rue gabrielle perret-gentil 4,geneve,hôpitaux universitaires de genève (hug) - service de dermatologie et vénéréologie,4,
Hôpitaux Universitaires de Genève (HUG) - Service des maladies osseuses,Genève,CH,RueGabrielle- Perret-Gentil 4,,,,3852.0,,,,,3852.0,hco,eli,2017,ruegabrielle perret-gentil 4,geneve,hôpitaux universitaires de genève (hug) - service des maladies osseuses,4,
"Hôpitaux Universitaires de Genève (HUG), Pharmacie",Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,35000.0,,,,,,35000.0,hco,csl,2016,rue gabrielle-perret-gentil 4,geneve,"hôpitaux universitaires de genève (hug), pharmacie",4,
"Hôpitaux Universitaires de Genève (HUG), Service d'Anesthésiologie",Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,,5800.0,,,,,5800.0,hco,csl,2016,rue gabrielle-perret-gentil 4,geneve,"hôpitaux universitaires de genève (hug), service d'anesthésiologie",4,
"Hôpitaux Universitaires de Genève (HUG), Service d'anesthésiologie",Genève,CH,Rue Gabrielle Perret-Gentil 4,,,0.0,1700.0,0.0,0.0,0.0,0.0,1700.0,hco,csl,2015,rue gabrielle perret-gentil 4,geneve,"hôpitaux universitaires de genève (hug), service d'anesthésiologie",4,
"Hôpitaux Universitaires de Genève (HUG), Service d'angiologie et d'hémostase",Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,14000.0,,,,,,14000.0,hco,csl,2016,rue gabrielle-perret-gentil 4,geneve,"hôpitaux universitaires de genève (hug), service d'angiologie et d'hémostase",4,
"Hôpitaux Universitaires de Genève (HUG), Service d'immunologie et d'allergologie",Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,,11950.0,,,,,11950.0,hco,csl,2016,rue gabrielle-perret-gentil 4,geneve,"hôpitaux universitaires de genève (hug), service d'immunologie et d'allergologie",4,
"Hôpitaux Universitaires de Genève (HUG), Service de Neurologie",Genève,CH,Rue Gabrielle-Perret-Gentil 4,,,,2500.0,,,,,2500.0,hco,csl,2016,rue gabrielle-perret-gentil 4,geneve,"hôpitaux universitaires de genève (hug), service de neurologie",4,
"Hôpitaux Universitaires de Genève (HUG), Unité d'hémostase",Genève,CH,Rue Gabrielle Perret-Gentil 4,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,csl,2015,rue gabrielle perret-gentil 4,geneve,"hôpitaux universitaires de genève (hug), unité d'hémostase",4,
