name,location,address,type,year,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total
Rheumasearch Foundation,Genève,"57, rue du Rhône",hco,2017,10000.0,30000.0,0.0,0.0,0.0,0.0,40000.0
Verein REPRO,Siebnen,Bitzistrasse 22,hco,2017,40000.0,0.0,0.0,0.0,0.0,0.0,40000.0
Felix Platter-Spital,Basel,Burgfelderstrasse 101,hco,2017,4410.0,26280.0,3688.0,0.0,5405.0,67.0,39850.0
Dr Ouwerkerk AG,Baar,Blegistrasse 5,hco,2017,35191.0,3000.0,0.0,0.0,0.0,0.0,38191.0
Pallas Kliniken AG,Olten,Louis Giroud-Strasse 20,hco,2017,0.0,38100.0,0.0,0.0,0.0,0.0,38100.0
Société Neuchâteloise de Médecine SNM,Couvet,Grand'rue 36bis,hco,2017,0.0,38000.0,0.0,0.0,0.0,0.0,38000.0
Fondation Rhumatismes-Enfants-Suisse,Etoy,Route de la Plantay 87,hco,2017,24000.0,14000.0,0.0,0.0,0.0,0.0,38000.0
SGI Schweizerische Gesellschaft für Intensivmedizin,Basel,"c/o IMK Institut für Medizin und Kommunikation AG, Münsterberg 1",hco,2017,0.0,37761.3,0.0,0.0,0.0,0.0,37761.3
Stiftung zur Förderung der Medizin im Engadin,Scuol,Bgon Engiadina,hco,2017,0.0,37500.0,0.0,0.0,0.0,0.0,37500.0
Spital Schwyz,Schwyz,Waldeggstrasse 10,hco,2017,2000.0,29720.0,1250.98,4237.46,0.0,0.0,37208.44
Bethesda Spital AG,Basel,Gellertstrasse 144,hco,2017,3000.0,30000.0,871.65,1327.25,2000.0,0.0,37198.9
Policlinique Médicale Universitaire,Lausanne,Rue du Bugnon 44,hco,2017,0.0,32596.0,717.0,698.0,2750.0,0.0,36761.0
medinform GmbH,Zürich,Badenerstrasse 332,hco,2017,6000.0,1080.0,0.0,0.0,29525.0,0.0,36605.0
Clinique romande de réadaptation,Sion,Avenue Grand-Champsec 90,hco,2017,0.0,35046.700000000004,0.0,0.0,800.0,0.0,35846.700000000004
Klinik Bethesda / Neurorehabilitation Parkinson-Zentrum Epileptologie,Tschugg,Oberdorf,hco,2017,2000.0,32142.96,505.0,1056.0,0.0,0.0,35703.96
Hareso - Hausärzte Region Solothurn AG Präsidentin: Dr. med. C. Rossi,Solothurn,Niklaus-Konrad-Str. 11,hco,2017,0.0,34400.0,0.0,0.0,0.0,0.0,35120.0
Hirslanden Klinik im Park,Zürich,Seestrasse 220,hco,2017,0.0,35000.0,0.0,0.0,0.0,0.0,35000.0
HerzGefässZentrum Zürich,Zürich,Seestrasse 220,hco,2017,0.0,35000.0,0.0,0.0,0.0,0.0,35000.0
European Stroke Organisation,Basel,Klingelbergstrasse 23,hco,2017,0.0,35000.0,0.0,0.0,0.0,0.0,35000.0
Solothurner Spitäler AG,Solothurn,Schöngrünstrasse 36a,hco,2017,0.0,25659.85,573.1700000000001,801.86,6670.0,0.0,33704.87
Arud Zentrum für Suchtmedizin - Geschäftsstelle,Zürich,Schützengasse 31,hco,2017,19600.0,6000.0,0.0,0.0,7800.0,0.0,33400.0
notfallTaining Schweiz GmbH,Biberisl,Eichmattweg 11,hco,2017,0.0,33050.0,0.0,0.0,0.0,0.0,33050.0
Associazione Mendrisio Medical Meeting,Bedano,Via Belvedere 10,hco,2017,3000.0,29300.0,0.0,0.0,0.0,0.0,32620.0
SKG Schweizerische Kopfwehgesellschaft,Basel,Münsterberg 1,hco,2017,4500.0,22572.0,0.0,0.0,5000.0,0.0,32072.0
Europa Donna,Bern,Potfach,hco,2017,0.0,32000.0,0.0,0.0,0.0,0.0,32000.0
Privatklinik Obach,Solothurn,Leopoldstrasse 5,hco,2017,0.0,29720.0,0.0,0.0,2160.0,0.0,31980.0
Universitätsklinik Balgrist,Zürich,Forchstrasse 340,hco,2017,3000.0,24299.0,901.59,842.61,2900.0,0.0,31943.2
Fondation Pour Le Développement De La Médecine Interne En Europe,Genève,Rue Du Fhône 100,hco,2017,0.0,31506.94,0.0,0.0,0.0,0.0,31506.94
Hopital Fribourgeois,Fribourg,Chemin Des Pensionnats,hco,2017,15000.0,15200.0,0.0,0.0,800.0,0.0,31050.0
Swiss Continence Foundation,Bern,Marktgasse 38,hco,2017,0.0,31000.0,0.0,0.0,0.0,0.0,31000.0
Schweizerische Herzstiftung,Bern,Schwarztorstrasse 18,hco,2017,0.0,20800.0,10000.0,0.0,0.0,0.0,30800.0
Schweizerische Gesellschaft für Reproduktionsmedizin,Worb,Postfach 754,hco,2017,3600.0,27120.0,0.0,0.0,0.0,0.0,30720.0
Onkozentrum Zürich,Zürich,Seestrasse 259,hco,2017,0.0,21200.0,0.0,175.5,9161.0,44.45,30580.95
Schweizerische Epilepsie-Liga,Zürich,Seefeldstrasse 84,hco,2017,0.0,30500.0,0.0,0.0,0.0,0.0,30500.0
Fondation étude Suisse de cohorte hépatite C,Genève,c/o Prof. Francesco Negro - HUG,hco,2017,20000.0,0.0,0.0,0.0,10500.0,0.0,30500.0
Breast Cancer Study Group(Ibcsg),Bern,Effingerstrasse 40,hco,2017,30461.309999999998,0.0,0.0,0.0,0.0,0.0,30461.309999999998
Council for International Organizations of Medical Sciences (CIOMS),Le Grand-Saconnex,Route des Morillons 1-5,hco,2017,0.0,30442.21,0.0,0.0,0.0,0.0,30442.21
Fondation Asile des Aveugles,Lausanne,Avenue de France 15,hco,2017,0.0,27269.63,0.0,0.0,3000.0,0.0,30269.63
SGKN Schweizerische Gesellschaft Für Klinische Neurophysiologie,Oberentfelden,Blumenweg,hco,2017,0.0,30200.0,0.0,0.0,0.0,0.0,30200.0
Kliniken Valens,Valens,Taminaplatz 1,hco,2017,12000.0,16120.0,255.59,1645.27,0.0,0.0,30020.86
Verein DIAfit,Baden,Rütistrasse 3a,hco,2017,15000.0,15000.0,0.0,0.0,0.0,0.0,30000.0
Istituto cantonale di patologia,Locarno,Via in Selva 24,hco,2017,1000.0,28460.0,430.0,0.0,0.0,0.0,29890.0
Clinique de Genolier SA,Genolier,Route du Muids 3,hco,2017,1000.0,22812.190000000002,0.0,0.0,6000.0,0.0,29812.190000000002
Kardiologische Gemeinschaftspraxis AG,Bern,Schänzlistrasse 33,hco,2017,0.0,18000.0,11000.0,0.0,800.0,0.0,29800.0
Reha Rheinfelden,Rheinfelden,Salinenstrasse 98,hco,2017,1500.0,27500.0,0.0,0.0,0.0,0.0,29120.0
Hopital du Jura,Delément,Fbg des Capucins 30,hco,2017,3500.0,25550.0,0.0,0.0,0.0,0.0,29050.0
Regionalspital Emmental AG,Burgdorf,Oberburgstrasse 54,hco,2017,250.0,21477.68,0.0,518.43,6775.0,0.0,29021.11
Kinderärzte Schweiz,Zürich,Badenerstrasse 21,hco,2017,0.0,28700.0,0.0,0.0,0.0,0.0,28700.0
Schweizerische Morbus Crohn / Colitisulcerosa Vereinigung,Aarau,Schweizerische Morbus Crohn / - Colitis ulcerosa Vereinigung,hco,2017,0.0,28600.0,0.0,0.0,0.0,0.0,28600.0
Schweizerische Hirnschlaggesellschaft SHG-SCS-SSS,Basel,Peter Merian-Strasse 80 / P.O. Box,hco,2017,0.0,28500.0,0.0,0.0,0.0,0.0,28500.0
Swiss Tropical and Public Health Institute (Swiss TPH),Basel,Socinstrasse 57 Postfach,hco,2017,27764.0,0.0,0.0,0.0,0.0,0.0,27764.0
Congrex Switzerland Ltd,Basel,Peter Merian-Strasse 80,hco,2017,0.0,27560.0,0.0,0.0,0.0,0.0,27560.0
European Society of Neuroradiology - Diagnostic and Interventional,Zürich,Bahnhofstrasse 108,hco,2017,0.0,27531.55,0.0,0.0,0.0,0.0,27531.55
Fokus Herz Bern,Bern,Freiburgstrasse 10,hco,2017,0.0,27500.0,0.0,0.0,0.0,0.0,27500.0
Grisomed AG,Chur,Tittwiesenstrasse 29,hco,2017,0.0,26400.0,600.0,200.0,0.0,0.0,27450.0
World Scleroderma Foundation WSF,Basel,Elisabethenstrasse 3,hco,2017,0.0,27253.8,0.0,0.0,0.0,0.0,27253.8
Fondation Uscade,Pully,Av. Chantemerle 10,hco,2017,9000.0,18000.0,0.0,0.0,0.0,0.0,27000.0
Schweizer Pankreas Zentrum,Bern,Schänzlihalde 11,hco,2017,0.0,27000.0,0.0,0.0,0.0,0.0,27000.0
Ärztenetzwerk IGOMED Thun,Thun,Höheweg 26a,hco,2017,0.0,25712.0,600.0,200.0,0.0,0.0,26512.0
Unilabs Lausanne - Cypa Laboratoire de Cytologie et Pathologie,Epalinges,Biopôl 3/ Route de la Corniche 9A,hco,2017,0.0,0.0,0.0,0.0,26500.0,0.0,26500.0
SGSS Schweizerische Gesellschaft zum Studium des Schmerzes,Zürich,Aargauerstrasse 250,hco,2017,12900.0,13200.0,0.0,0.0,0.0,0.0,26100.0
Stiftung für Pankinsonfonschung,Zürich,Mühlebachstrasse 54,hco,2017,4000.0,22000.0,0.0,0.0,0.0,0.0,26000.0
Schweizerische Gesellschaft für Cystische Fibrose (CFCH),Bern,Altenbergstrasse 29,hco,2017,0.0,4000.0,0.0,0.0,21800.0,0.0,25800.0
Spital Thun - STS AG,Thun,Krankenhausstrasse 12,hco,2017,5000.0,10500.0,1293.25,4485.1900000000005,4110.0,0.0,25388.44
Verein GUCH Schweiz,Basel,Lange Gasse 78,hco,2017,300.0,17500.0,7500.0,0.0,0.0,0.0,25300.0
Swiss Foundation for Anesthesia Research,Zürich,Drusbergstrasse 83,hco,2017,15000.0,10000.0,0.0,0.0,0.0,0.0,25000.0
SwissNet Universitätspoliklinik f. Endokrinologie Diabetologie & Klinische Ernährung,Bern,Inselspital,hco,2017,25000.0,0.0,0.0,0.0,0.0,0.0,25000.0
Verein Forum Gesundheitswirtschaft,Basel,Colmarerstrasse 14,hco,2017,0.0,25000.0,0.0,0.0,0.0,0.0,25000.0
Verein eHealth Dermatologie,Zürich,Gloriastrasse 31,hco,2017,25000.0,0.0,0.0,0.0,0.0,0.0,25000.0
SGR-SSR,Zürich,Josefstrasse 92,hco,2017,0.0,24952.8,0.0,0.0,0.0,0.0,24952.8
Schweizerische Gesellschaft für Pädiatrie,Fribourg,Rue de l'Hôpital 15,hco,2017,0.0,24568.0,0.0,0.0,0.0,0.0,24568.0
LGID Foundation,Zürich,Tiefenhoefe 9,hco,2017,0.0,24500.0,0.0,0.0,0.0,0.0,24500.0
Réseau Santé du Balcon du Jura vd.,Sainte Croix,Rue des Rasiers 29,hco,2017,0.0,24444.0,0.0,0.0,0.0,0.0,24474.0
Hôpital La Chaux-de-Fonds,La Chaux-de-Fonds,Rue de Chasseral 20,hco,2017,0.0,17000.0,1180.83,4273.89,2000.0,0.0,24454.72
Societe Suisse d'Orthopaedie et de Traumatologie,Grandvaux,Chemin de la Bovarde 19,hco,2017,0.0,24408.0,0.0,0.0,0.0,0.0,24408.0
Union Schweizerischer Gesellschaften für Gefässkrankheiten,Bruderholz,,hco,2017,0.0,23900.0,0.0,0.0,0.0,0.0,23900.0
GSASA / JFSPH,Lausanne,Rue du Bugnon 46,hco,2017,20130.0,3600.0,0.0,0.0,0.0,0.0,23730.0
Verein zur Förderung der Weiterbildung in Augenheilkunde,Basel,Mittlere Strasse 91,hco,2017,0.0,23348.0,0.0,0.0,0.0,0.0,23348.0
Ärztenetzwerk Grauholz,Ittigen,Worblentalstrasse 99,hco,2017,0.0,23284.75,0.0,0.0,0.0,0.0,23284.75
Fondazione Cardiocentro Ticino,Lugano,Via Tesserete 48,hco,2017,5000.0,12525.96,0.0,5555.6,0.0,0.0,23081.559999999998
ISCP International Society of Cardiovascular Pharmacotherapy,Plan-les-Ouates,Route de Saint-Dulien 19 7A,hco,2017,0.0,22804.5,0.0,0.0,0.0,0.0,22804.5
Stift. zur Förderung der Medizin,Scuol,Via dals Bogns 323,hco,2017,0.0,22500.0,0.0,0.0,0.0,0.0,22500.0
Swiss Society of Oto-Rhino-Laryngology SSORL (Frühjahrsversammlung),Basel,c/o IMK Institut für Medizin und Kommunikation - Münsterberg 1,hco,2017,0.0,22388.4,0.0,0.0,0.0,0.0,22388.4
Spital Lachen AG,Lachen SZ,Oberdorfstrasse 41,hco,2017,2000.0,14701.85,733.35,3407.94,1500.0,0.0,22343.14
Swiss Association for the Study of the Liver,Zürich,Toblerstrasse 51,hco,2017,0.0,22156.5,0.0,0.0,0.0,0.0,22156.5
CPMA Centre de Procréation Médicalement Assisté,Lausanne,Rue de la Vigie 5,hco,2017,0.0,21000.0,1147.8,0.0,0.0,0.0,22147.8
Hypertension Research Foundation,St. Légier,Derrey le Motty 8,hco,2017,2000.0,20100.0,0.0,0.0,0.0,0.0,22100.0
Roche Pharma Schweiz AG,Reinach BL,Schönmattstrasse 2,hco,2017,0.0,22000.0,0.0,0.0,0.0,0.0,22000.0
Gastrointestinales Tumorzentrum,Zürich,Seestrasse 259,hco,2017,3000.0,17000.0,0.0,274.5,1708.0,0.0,21982.5
Circolo medico di Locarno,Ascona,Via al Lido 27,hco,2017,0.0,21950.0,0.0,0.0,0.0,0.0,21950.0
ESACT 2017,Satigny,Rue du Pré-Bouvier 9,hco,2017,0.0,21641.0,0.0,0.0,0.0,0.0,21641.0
Medbase AG,Winterthur,Technikumstr. 73,hco,2017,0.0,20800.0,0.0,0.0,0.0,0.0,21400.0
"SwissNGM The Neurogastro-Motility Network,  Daniel Pohl",Zürich,Rämistrasse 100,hco,2017,0.0,21089.6,0.0,0.0,0.0,0.0,21089.6
Spitalregion Rheintal Werdenberg,Rebstein,Alte Landstrasse 106,hco,2017,7407.0,13627.95,0.0,0.0,0.0,0.0,21034.95
MedArt Basel,Basel,Klingelbergstrasse 23,hco,2017,0.0,0.0,21000.0,0.0,0.0,0.0,21000.0
Swiss Society for Pulmonary Hypertension SSPH / c/o IMK AG Herr Harald F. Grossmann,Basel,Münsterberg 1,hco,2017,0.0,21000.0,0.0,0.0,0.0,0.0,21000.0
Spitalzentrum Biel,Biel/Bienne,Im Vogelsang 84,hco,2017,0.0,15500.0,3589.17,1703.58,0.0,0.0,20792.75
Rotpunkt-Pharma AG,Zürich,Mühlebachstrasse 20,hco,2017,0.0,20700.0,0.0,0.0,0.0,0.0,20700.0
JMEC Switzerland,Zürich,Birmensdorferstrasse 377,hco,2017,0.0,20500.0,0.0,0.0,0.0,0.0,20500.0
Luzerner Psychiatrie,St. Urban,Schafmattstrasse 1,hco,2017,1500.0,18900.0,0.0,0.0,0.0,0.0,20400.0
ADEL Association D'Esculape En Lavaux,Lutry,Rue Verdaire,hco,2017,0.0,20250.0,0.0,0.0,0.0,0.0,20280.0
Universitäre Psychiatrische Dienste,Bern,Bolligenstrasse 111,hco,2017,0.0,20257.54,0.0,0.0,0.0,0.0,20257.54
Ärzteverein Werdenberg/Sargans,Bad Ragaz,Hans Albrecht-Strasse 1,hco,2017,500.0,19580.0,0.0,0.0,0.0,0.0,20080.0
Apothekerverband Kantons Zürich,Zürich,Rotbuchstrasse 83,hco,2017,0.0,20000.0,0.0,0.0,0.0,0.0,20000.0
Sonar Gruppe,Bern,Bahnhofplatz 1,hco,2017,20000.0,0.0,0.0,0.0,0.0,0.0,20000.0
Foundation SAoO,Berneck,Schüllenstrasse 19,hco,2017,0.0,20000.0,0.0,0.0,0.0,0.0,20000.0
Stiftung MyHandicap,Wil,Sirnacherstrasse 1,hco,2017,20000.0,0.0,0.0,0.0,0.0,0.0,20000.0
GHOL SA c/o Hôpital de Nyon,Nyon,Chemin Monastier 10,hco,2017,0.0,18400.0,583.35,743.1,0.0,0.0,19726.449999999997
Vereinigung Zentralschweizer Ärztegesellschaften,Zug,Gubelslrasse 17,hco,2017,0.0,19700.0,0.0,0.0,0.0,0.0,19700.0
Center da sandà Engiadina Bassa (CSEB) Gesundheitszentrum Unterengadin,Scuol,Via da 1‘Ospidal 280,hco,2017,0.0,19500.0,0.0,0.0,0.0,0.0,19500.0
Spital Limmattal,Schlieren,Urdorferstrasse 100,hco,2017,0.0,13048.8,1745.22,3529.0199999999995,1170.0,0.0,19493.04
Sghc -Schweizerische Gesellschaft Für Herz Und Thorakale Gefässchirurgie,Bern,Münstergasse 72,hco,2017,0.0,19402.0,0.0,0.0,0.0,0.0,19402.0
RFSM - Réseau Fribourgeois de santé mentale,Marsens,l'Hôpital 140 Case postale 90,hco,2017,0.0,17647.8,586.0,827.0,0.0,0.0,19060.8
Augenzentrum Bahnhof Basel AG,Basel,Centralbahnstrasse 20,hco,2017,0.0,19000.0,0.0,0.0,0.0,0.0,19000.0
SWISS EYE INSTITUTE AG,Rotkreuz,Luzernerstrasse 1,hco,2017,0.0,3075.0,0.0,0.0,15228.8,689.6,18993.4
Hôpital du Jura Delémont und Porrentruy,Porrentruy,Chemin de l'Hôpital 9,hco,2017,0.0,10800.0,0.0,0.0,8100.0,0.0,18900.0
H+ Die Spitäler der Schweiz,Bern,Lorrainestrasse 4A,hco,2017,0.0,14040.0,0.0,0.0,4500.0,0.0,18540.0
Schweizerische Hämophilie-Gesellschaft SHG,Altstätten,Mühlibachstrasse 5,hco,2017,0.0,16000.0,0.0,2500.0,0.0,0.0,18500.0
Dr. Sexual Health Ärzte für sexuelle Gesundheit,Horgen,Seestrasse 126,hco,2017,0.0,18500.0,0.0,0.0,0.0,0.0,18500.0
VBHK Verein Berner Haus- und Kinderärzte,Bern,Effingerstrasse 2,hco,2017,0.0,18467.2,0.0,0.0,0.0,0.0,18467.2
Medworld AG,Steinhausen,Sennweidstrasse 46,hco,2017,0.0,18370.0,0.0,0.0,0.0,0.0,18370.0
Solothurner Spitäler Ag,Solothurn,Schlössllweg 2-6,hco,2017,0.0,12044.84,0.0,0.0,6273.1,0.0,18347.940000000002
Schweizerische Gesellschaft für Mikrobiologie,Lausanne,Rue du Bugnon 48,hco,2017,0.0,18342.0,0.0,0.0,0.0,0.0,18342.0
Dermatologische Gesellschaft Ostschweiz DGO,St. Gallen,Kugelgasse 8,hco,2017,0.0,18310.0,0.0,0.0,0.0,0.0,18310.0
eSwiss Medical & Surgical Center AG,St. Gallen,Brauerstrasse 97,hco,2017,0.0,14352.0,0.0,0.0,3801.0,0.0,18153.0
Appenzellische Ärztegesellschaft,Bühler,Dorfstrasse 50,hco,2017,0.0,18000.0,0.0,0.0,0.0,0.0,18060.0
Brustzentrum Regio Basiliensis,Allschwil,Brennerstrasse 12,hco,2017,0.0,18000.0,0.0,0.0,0.0,0.0,18000.0
Schweizerisches Haemophilie Netzwerk,Zürich,Steinwiesstrasse 75,hco,2017,18000.0,0.0,0.0,0.0,0.0,0.0,18000.0
Réseau des pédiatres genevois,Vernier,Route de Vernier 205,hco,2017,0.0,17875.0,0.0,0.0,0.0,0.0,17875.0
Swiss Professional Media AG,Basel,Grosspeterstrasse 23,hco,2017,0.0,17820.0,0.0,0.0,0.0,0.0,17820.0
medswiss.net,Gümligen,Moosstrasse 2,hco,2017,0.0,16000.0,1200.0,400.0,0.0,0.0,17800.0
Journée Jurasienne de Médecine,Delémont,Rue de la Préfecture 1,hco,2017,1600.0,16100.0,0.0,0.0,0.0,0.0,17760.0
Verein Gastroenterologie Zürich VGZ,Uster,Poststrasse 2,hco,2017,0.0,17750.0,0.0,0.0,0.0,0.0,17750.0
Hôpital du Jura Bernois S.A.,St-Imier,Les Fontenayes 17,hco,2017,0.0,17500.0,0.0,0.0,0.0,0.0,17500.0
Stiftung Swiss Tumor Institute,Zürich,Witellikerstrasse 40,hco,2017,12700.0,4800.0,0.0,0.0,0.0,0.0,17500.0
Kinder mit seltenen Krankheiten,Uster,Ackerstrasse 43,hco,2017,17500.0,0.0,0.0,0.0,0.0,0.0,17500.0
European Menopause and Andropause Society,Genève,Rue du Rhône 118,hco,2017,0.0,17471.0,0.0,0.0,0.0,0.0,17471.0
Berufsverband der Haus- und Kinderärztinnen Schweiz,Steinhausen,Sennweidstrasse 46,hco,2017,0.0,17400.0,0.0,0.0,0.0,0.0,17400.0
St. Claraspital AG,Basel,Kleinriehenstrasse 30,hco,2017,0.0,13160.0,0.0,0.0,4062.0,0.0,17222.0
Union Schweizerische Gesellschaft für Gefässkrankheiten,Aarau,"Bremgartenstrasse, Bahnhofstrasse 55",hco,2017,750.0,15703.0,450.0,0.0,0.0,0.0,16903.0
Centre Médico-Chirurgical de la Broye SA,Payerne,Rue de Guillermaux 8,hco,2017,0.0,16800.0,0.0,0.0,0.0,0.0,16800.0
Schweizerischer Verband Medizinischer PraxisAssistentinnen,Bern,Monbijoustrasse 35,hco,2017,2000.0,14744.0,0.0,0.0,0.0,0.0,16744.0
Sektion Gäu,Luzern,Schwanenplatz 7,hco,2017,1000.0,15580.0,0.0,0.0,0.0,0.0,16580.0
Privatklinik Wyss,Münchenbuchsee,Fellenberg- strasse 34,hco,2017,0.0,14520.0,0.0,0.0,1500.0,0.0,16270.0
GZO Spital Wetzikon,Wetzikon ZH,Spitalstrasse 66,hco,2017,0.0,8539.85,2013.2,4152.360000000001,1550.0,0.0,16255.41
Schweizerische Medizinische Gesellschaft für Phytotherapie SMGP,Wädenswil,Postfach 335,hco,2017,0.0,16200.0,0.0,0.0,0.0,0.0,16200.0
MCI Suisse SA,Satigny,rue Pré-Bouvier 9,hco,2017,12500.0,3600.0,0.0,0.0,0.0,0.0,16100.0
doccare,Fehraltorf,Im Baumgarten 1,hco,2017,5000.0,11000.0,0.0,0.0,0.0,0.0,16085.0
Zürcher Gesellschaft für Kardiologie ZGK,Zürich,Birmensdorferstrasse 467,hco,2017,0.0,11000.0,916.95,4091.45,0.0,0.0,16008.4
SHG - Schweiz. Hypertonie Gesellschaft,Lausanne,Hôpital Nestlé,hco,2017,6000.0,10000.0,0.0,0.0,0.0,0.0,16000.0
Skills Lab,Luzern,Spitalstrasse,hco,2017,0.0,15060.0,0.0,0.0,648.0,0.0,15708.0
Hôpital Riviera Chablais,Vevey,Boulevard Paderewski 3,hco,2017,500.0,12289.0,0.0,0.0,2720.0,0.0,15509.0
Parkinson Schweiz,Egg,Gewerbestrasse 12a,hco,2017,2500.0,13000.0,0.0,0.0,0.0,0.0,15500.0
Smartaging Swiss Academy AG,Zürich,Bürglistrasse 11,hco,2017,0.0,15500.0,0.0,0.0,0.0,0.0,15500.0
Stiftung für Gesundheit und kardio-/neurovaskuläre Forschung,Basel,Elisabethenstrasse 30,hco,2017,0.0,15500.0,0.0,0.0,0.0,0.0,15500.0
Notfallkreis Sissach-Gelterkinden,Läufelfingen,Hirzenfeldweg 4,hco,2017,0.0,15000.0,0.0,0.0,0.0,0.0,15200.0
DOXnet Aerztenetzwerk Bern Nord-West,Hinterkappelen,Kappelenring 6,hco,2017,4000.0,11000.0,0.0,0.0,0.0,0.0,15180.0
Centre médical de la Côte SA,Corcelles,Rue du Petit-Beme 14,hco,2017,0.0,15100.0,0.0,0.0,0.0,0.0,15100.0
Osteoporoseplattform SGR,Zürich,Bellariastrasse 38,hco,2017,0.0,15093.0,0.0,0.0,0.0,0.0,15093.0
Spital STS AG Zweisimmen,Zweisimmen,Karl Haueter Strasse 21,hco,2017,0.0,15000.0,0.0,0.0,0.0,0.0,15000.0
ZGN - Zürcher Gesundheitsnetz,Zürich,Birmensdorferstrasse 467,hco,2017,10000.0,5000.0,0.0,0.0,0.0,0.0,15000.0
Stiftung für Forschung in Parkinson und Bewegungsstörungen,Bern,"c/o Inselspital, Universitätsklinik für Neurologie",hco,2017,0.0,15000.0,0.0,0.0,0.0,0.0,15000.0
Eastcare AG,St. Gallen,Ikarusstrasse 9,hco,2017,0.0,15000.0,0.0,0.0,0.0,0.0,15000.0
Arbeitsgemeinschaft für Gynäkologische Onkologie und Brust Gesundheit der SGGG,Zürich,Frauenklinikstrasse 10,hco,2017,0.0,0.0,0.0,0.0,15000.0,0.0,15000.0
GESKES Vereinigung Diät,Muri,Worbstrasse 52,hco,2017,15000.0,0.0,0.0,0.0,0.0,0.0,15000.0
SwissNET,Bern,Freiburgstrasse 18,hco,2017,15000.0,0.0,0.0,0.0,0.0,0.0,15000.0
Arbeitsgruppe für Herzinsuffizienz Präsident: Prof. Dr. med. Roger Hullin,Bern,Schwarztorstrasse 18,hco,2017,15000.0,0.0,0.0,0.0,0.0,0.0,15000.0
Hôpitaux Universitaires de Genève,Thônex,Ch. du Petit-Bel-Air 2,hco,2017,5000.0,10000.0,0.0,0.0,0.0,0.0,15000.0
Meister ConCept Gmbh,Aarau,Bahnhofstrasse 55,hco,2017,0.0,15000.0,0.0,0.0,0.0,0.0,15000.0
Sch. G. D. Vertrauensärzte,Ossingen,Im Zinggen 1,hco,2017,0.0,15000.0,0.0,0.0,0.0,0.0,15000.0
OMCT,Mezzovico,Via Cantonale,hco,2017,1600.0,11000.0,0.0,0.0,2300.0,0.0,14900.0
International Alliance For Biological Standardization,Geneva- Carouge,"Route Desjeunes, 9",hco,2017,4922.86,9938.0,0.0,0.0,0.0,0.0,14860.86
Pierre Michetti Academic,Cully,Chemin des Colombaires 16,hco,2017,0.0,0.0,0.0,0.0,14810.0,0.0,14810.0
HSEC Swiss GmbH,Wollerau,"Health Service & Education, Sihleggstr. 23",hco,2017,0.0,14800.0,0.0,0.0,0.0,0.0,14800.0
Universitäre Psych. Kliniken UPK,Basel,Wilhelm Kleinstrasse 27,hco,2017,5150.0,4000.0,0.0,0.0,5500.0,0.0,14650.0
Allergy & Immunology Update (AIU),Bern,Scheibenstrasse 14,hco,2017,0.0,14580.0,0.0,0.0,0.0,0.0,14580.0
Psychiatrie St. Gallen Nord,Wil,Zürcherstrasse 30,hco,2017,0.0,14310.0,0.0,0.0,0.0,0.0,14310.0
OVA IVF Clinic Zurich,Zürich,Hardturmstrasse 11,hco,2017,0.0,1000.0,1068.95,6206.75,6000.0,0.0,14275.7
Albert Bruppacher Stiftung,Zürich,Frauenklinikstrasse 24,hco,2017,0.0,0.0,0.0,0.0,13950.0,145.0,14095.0
Ostschweizer Kinderspital,St. Gallen,Claudiusstrasse 6,hco,2017,10000.0,500.0,300.0,1443.78,1800.0,0.0,14043.78
Association Journées de Gériatrie de la T'Chaux c/o Dr. Mauro Walter Gusmini,La Chaux-de-Fonds,Rue de la Serre 7,hco,2017,0.0,14000.0,0.0,0.0,0.0,0.0,14000.0
Ärztenetzwerk Bern,Zürich,Bahnhofplatz 4,hco,2017,0.0,13500.0,0.0,0.0,0.0,0.0,13660.0
Women's Brain Project,Guntershausen b. Aadorf,Pfisterwisstrasse 14,hco,2017,0.0,12000.0,0.0,1642.0,0.0,0.0,13642.0
Hôpital de la Tour Meyrin,Meyrin,Avenue J.-D. Maillard 3,hco,2017,2000.0,11150.0,0.0,460.54,0.0,0.0,13610.54
APSI Associazione Pediatri della Svizzera Italiana,Locarno,Via Monte Boglia 5,hco,2017,0.0,13500.0,0.0,0.0,0.0,0.0,13500.0
AIU Grindelwald c/o friedeven,Pfäffikon,Unterdorfstrasse 12,hco,2017,0.0,13500.0,0.0,0.0,0.0,0.0,13500.0
FMH Consulting Services AG,Oberkirch LU,Burghöhe 1,hco,2017,0.0,13500.0,0.0,0.0,0.0,0.0,13500.0
Bürgerspital Basel,Basel,Friedrich Miescher-Strasse 30,hco,2017,0.0,0.0,0.0,0.0,13288.9,0.0,13288.9
Klinik Schützen Rheinfelden,Rheinfelden,Bahnhofstrasse 19,hco,2017,0.0,13200.0,0.0,0.0,0.0,0.0,13200.0
IELSG - International Extranodal Lymphoma Study Group,Bellinzona,Ospedale San Giovanni,hco,2017,13000.0,0.0,0.0,0.0,0.0,0.0,13000.0
DOXnet Aerztenetzwerk Bern Nord/West,Neuenegg,"Herr Dr. med. Köstner Beat, Oeleweg 2",hco,2017,3000.0,9000.0,600.0,200.0,0.0,0.0,12800.0
Kollegium Brustkrebs,Zürich,Ringstrasse 70,hco,2017,0.0,12800.0,0.0,0.0,0.0,0.0,12800.0
